T, CaO, SiO2, CO2, H2O, pH, MassWater, Ca_aq, Si_aq, C_aq, O_aq, H_aq, Ca_s, Si_s, C_s, O_s, H_s, Portlandite, AmorfSi, Calcite, mCSHQ, Ca_ss, Si_ss, H2O_ss, V_s, Gel_water
2.500000e+01,3.986016e-01,3.923018e-01,3.421182e-01,1.155468e-01,9.791970e+00,1.132987e-01,1.208925e-04,4.467987e-04,2.964491e-06,1.140066e-03,2.352937e-04,3.984807e-01,3.918550e-01,3.421152e-01,1.993085e+00,2.533283e-01,0.000000e+00,3.083379e-01,3.421152e-01,1.046079e-02,5.636547e-02,8.351715e-02,1.266642e-01,2.619104e+01,4.327646e-02
2.500000e+01,1.659780e+00,3.762399e-01,6.795542e-01,1.363936e-01,1.247261e+01,1.104213e-01,2.241017e-03,3.418135e-06,7.260917e-07,4.488293e-03,4.473973e-03,1.657539e+00,3.762365e-01,6.795535e-01,5.217788e+00,2.897338e+00,3.658410e-01,0.000000e+00,6.795535e-01,7.644085e-02,6.121445e-01,3.762365e-01,1.082828e+00,7.136555e+01,4.630926e-01
2.500000e+01,1.727242e+00,5.474013e-01,6.205549e-01,7.980409e-02,1.247261e+01,4.760136e-02,9.660768e-04,1.473117e-06,3.130097e-07,1.935989e-03,1.928679e-03,1.726276e+00,5.473998e-01,6.205546e-01,5.852720e+00,3.581071e+00,2.150906e-01,0.000000e+00,6.205546e-01,1.112165e-01,8.906308e-01,5.473998e-01,1.575445e+00,7.974883e+01,6.737699e-01
2.500000e+01,8.242517e-01,5.220411e-01,2.722921e-01,1.135180e-01,1.168894e+01,9.380600e-02,2.787785e-04,2.326145e-05,7.777552e-07,5.929959e-04,5.282779e-04,8.239729e-01,5.220178e-01,2.722913e-01,3.507723e+00,2.190263e+00,0.000000e+00,0.000000e+00,2.722913e-01,8.203107e-02,5.516816e-01,5.220178e-01,1.095132e+00,4.509374e+01,4.028610e-01
2.500000e+01,3.241157e-01,4.223660e-01,7.614222e-01,1.075633e-01,4.726302e+00,1.275665e-01,7.442774e-03,2.080579e-04,4.447493e-01,9.048042e-01,1.488957e-02,3.166729e-01,4.221579e-01,3.166729e-01,1.794335e+00,0.000000e+00,0.000000e+00,4.221579e-01,3.166729e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.393858e+01,0.000000e+00
2.500000e+01,1.086432e+00,3.435369e-01,3.245936e-02,5.208990e-02,1.247261e+01,2.539802e-02,5.154564e-04,7.858399e-07,1.670084e-07,1.033892e-03,1.029059e-03,1.085917e+00,3.435361e-01,3.245919e-02,3.321139e+00,2.966464e+00,4.945170e-01,0.000000e+00,3.245919e-02,6.979704e-02,5.589403e-01,3.435361e-01,9.887147e-01,4.874974e+01,4.228432e-01
2.500000e+01,1.358802e+00,5.895400e-01,5.511982e-03,1.326375e-01,1.247261e+01,9.511406e-02,1.930354e-03,2.942330e-06,6.254366e-07,3.866373e-03,3.853767e-03,1.356872e+00,5.895371e-01,5.511357e-03,4.635858e+00,4.177779e+00,3.921714e-01,0.000000e+00,5.511357e-03,1.197776e-01,9.591889e-01,5.895371e-01,1.696718e+00,6.671429e+01,7.256347e-01
2.500000e+01,4.326610e-01,6.320578e-01,4.109906e-01,7.784957e-02,9.791972e+00,7.699848e-02,8.217069e-05,3.036807e-04,2.015310e-06,7.755273e-04,1.599290e-04,4.325788e-01,6.317541e-01,4.109886e-01,2.566582e+00,9.703494e-02,0.000000e+00,5.997637e-01,4.109886e-01,4.006902e-03,2.159024e-02,3.199039e-02,4.851747e-02,3.433978e+01,1.657664e-02
2.500000e+01,1.496560e+00,4.692069e-01,3.216637e-02,1.158255e-01,1.247261e+01,7.898821e-02,1.603078e-03,2.444011e-06,5.193992e-07,3.211201e-03,3.200392e-03,1.494957e+00,4.692045e-01,3.216585e-02,4.547478e+00,4.099561e+00,6.993858e-01,0.000000e+00,3.216585e-02,9.532937e-02,7.634053e-01,4.692045e-01,1.350395e+00,6.692588e+01,5.775227e-01
2.500000e+01,3.422575e-01,4.205482e-01,9.413167e-01,6.013010e-02,4.516864e+00,8.709481e-02,5.927486e-03,1.175018e-04,6.049867e-01,1.222067e+00,1.185921e-02,3.363300e-01,4.204307e-01,3.363300e-01,1.849851e+00,0.000000e+00,0.000000e+00,4.204307e-01,3.363300e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.461450e+01,0.000000e+00
2.500000e+01,1.159846e+00,2.970286e-01,6.232007e-01,5.885803e-02,1.247261e+01,4.256000e-02,8.637621e-04,1.317116e-06,2.798599e-07,1.731165e-03,1.724418e-03,1.158982e+00,2.970273e-01,6.232004e-01,3.906810e+00,1.814745e+00,5.251234e-02,0.000000e+00,6.232004e-01,6.034773e-02,4.832695e-01,2.970273e-01,8.548600e-01,5.173127e+01,3.655975e-01
2.500000e+01,1.730099e+00,5.003175e-01,3.127075e-01,9.310791e-02,1.247261e+01,5.638214e-02,1.144284e-03,1.745213e-06,3.707491e-07,2.292742e-03,2.284452e-03,1.728955e+00,5.003158e-01,3.127071e-01,5.397159e+00,4.084317e+00,6.022236e-01,0.000000e+00,3.127071e-01,1.016503e-01,8.140240e-01,5.003158e-01,1.439935e+00,7.690093e+01,6.158162e-01
2.500000e+01,4.357426e-01,3.409462e-01,2.816168e-01,7.703823e-02,9.791970e+00,7.082273e-02,7.557287e-05,2.792999e-04,1.853259e-06,7.134233e-04,1.470880e-04,4.356670e-01,3.406669e-01,2.816149e-01,2.026416e+00,6.923699e-01,0.000000e+00,1.124068e-01,2.816149e-01,2.859031e-02,1.540521e-01,2.282601e-01,3.461850e-01,2.627024e+01,1.182786e-01
2.500000e+01,3.116536e-01,5.766928e-01,3.125022e-01,1.345461e-01,6.708422e+00,1.346472e-01,4.804832e-04,2.601161e-04,1.329083e-03,4.140342e-03,9.589197e-04,3.111731e-01,5.764327e-01,3.111731e-01,2.086385e+00,0.000000e+00,0.000000e+00,5.764327e-01,3.111731e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.820942e+01,0.000000e+00
2.500000e+01,1.284813e+00,5.190555e-01,6.901352e-01,5.545146e-02,1.182185e+01,3.472261e-02,1.391799e-04,6.562113e-06,2.706066e-07,2.890649e-04,2.684392e-04,1.284674e+00,5.190489e-01,6.901349e-01,4.854124e+00,2.302165e+00,0.000000e+00,0.000000e+00,6.901349e-01,8.526398e-02,5.945389e-01,5.190489e-01,1.151082e+00,6.187200e+01,4.267943e-01
2.500000e+01,4.086558e-01,4.472522e-01,4.998999e-02,9.224127e-02,1.120267e+01,7.831339e-02,9.648877e-05,4.866067e-05,8.742283e-07,2.840479e-04,1.729787e-04,4.085593e-01,4.472035e-01,4.998912e-02,2.176525e+00,1.547162e+00,0.000000e+00,0.000000e+00,4.998912e-02,6.091389e-02,3.585702e-01,4.472035e-01,7.735808e-01,2.826564e+01,2.851851e-01
2.500000e+01,7.868477e-01,2.273963e-01,9.044597e-01,1.241213e-01,5.110245e+00,1.297729e-01,4.607147e-03,2.396482e-04,1.222191e-01,2.541343e-01,9.215169e-03,7.822406e-01,2.271567e-01,7.822406e-01,2.801035e+00,0.000000e+00,0.000000e+00,2.271567e-01,7.822406e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.547881e+01,0.000000e+00
2.500000e+01,9.835034e-01,6.066717e-01,6.531327e-01,7.320477e-02,9.791971e+00,5.985047e-02,6.386730e-05,2.360626e-04,1.566189e-06,6.032772e-04,1.243049e-04,9.834395e-01,6.064356e-01,6.531311e-01,4.244840e+00,1.484534e+00,0.000000e+00,1.170153e-01,6.531311e-01,6.130148e-02,3.303084e-01,4.894203e-01,7.422672e-01,5.455217e+01,2.536053e-01
2.500000e+01,3.425524e-01,3.610154e-01,1.218401e-01,9.208028e-02,9.791970e+00,8.317331e-02,8.875189e-05,3.280296e-04,2.176317e-06,8.375329e-04,1.727385e-04,3.424636e-01,3.606874e-01,1.218379e-01,1.803303e+00,9.915777e-01,0.000000e+00,3.378472e-02,1.218379e-01,4.094562e-02,2.206257e-01,3.269027e-01,4.957889e-01,2.353809e+01,1.693928e-01
2.500000e+01,1.733364e+00,4.669237e-01,2.023144e-01,1.357100e-01,1.247261e+01,9.775153e-02,1.983884e-03,3.025870e-06,6.427800e-07,3.973537e-03,3.960631e-03,1.731380e+00,4.669207e-01,2.023138e-01,5.183048e+00,4.226398e+00,7.693768e-01,0.000000e+00,2.023138e-01,9.486537e-02,7.596895e-01,4.669207e-01,1.343822e+00,7.531660e+01,5.747117e-01
2.500000e+01,2.987293e-01,5.910312e-01,8.405271e-01,1.478752e-01,4.752505e+00,1.727175e-01,9.799437e-03,2.859167e-04,5.515972e-01,1.123370e+00,1.960394e-02,2.889299e-01,5.907453e-01,2.889299e-01,2.048280e+00,0.000000e+00,0.000000e+00,5.907453e-01,2.889299e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.780295e+01,0.000000e+00
2.500000e+01,1.470639e+00,6.062582e-01,7.734641e-01,8.248582e-02,1.182816e+01,5.821830e-02,2.367893e-04,1.085784e-05,4.525098e-07,4.899319e-04,4.570438e-04,1.470402e+00,6.062473e-01,7.734636e-01,5.577651e+00,2.695654e+00,0.000000e+00,0.000000e+00,7.734636e-01,9.978995e-02,6.969386e-01,6.062473e-01,1.347827e+00,7.114904e+01,5.000842e-01
2.500000e+01,2.086195e-01,4.782822e-01,1.810552e-01,9.103861e-02,9.791970e+00,8.995332e-02,9.598233e-05,3.547442e-04,2.353580e-06,9.055834e-04,1.868110e-04,2.085235e-01,4.779275e-01,1.810528e-01,1.588216e+00,1.234639e-01,0.000000e+00,4.372240e-01,1.810528e-01,5.098245e-03,2.747067e-02,4.070351e-02,6.173194e-02,2.161500e+01,2.109152e-02
2.500000e+01,1.918173e-01,6.184717e-01,4.161700e-01,1.126081e-01,4.910439e+00,1.230719e-01,5.765247e-03,2.174719e-04,2.301179e-01,4.722044e-01,1.153268e-02,1.860521e-01,6.182542e-01,1.860521e-01,1.794665e+00,0.000000e+00,0.000000e+00,6.182542e-01,1.860521e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.480102e+01,0.000000e+00
2.500000e+01,2.463230e-01,4.950238e-01,3.090153e-01,1.263489e-01,5.288752e+00,1.294765e-01,3.535427e-03,2.439642e-04,6.622773e-02,1.400162e-01,7.070851e-03,2.427876e-01,4.947798e-01,2.427876e-01,1.717922e+00,0.000000e+00,0.000000e+00,4.947798e-01,2.427876e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.331573e+01,0.000000e+00
2.500000e+01,1.761276e+00,4.448433e-01,5.047182e-01,1.405839e-01,1.247261e+01,1.080837e-01,2.193576e-03,3.344063e-06,7.107211e-07,4.393317e-03,4.379264e-03,1.759082e+00,4.448400e-01,5.047175e-01,5.469071e+00,3.621747e+00,5.306012e-01,0.000000e+00,5.047175e-01,9.037918e-02,7.237637e-01,4.448400e-01,1.280273e+00,7.658614e+01,5.475335e-01
2.500000e+01,1.040948e+00,5.623095e-01,5.193543e-01,8.165014e-02,1.148389e+01,6.224421e-02,1.212508e-04,2.310992e-05,5.802967e-07,2.821602e-04,2.230579e-04,1.040827e+00,5.622864e-01,5.193537e-01,4.281756e+00,2.155298e+00,0.000000e+00,0.000000e+00,5.193537e-01,8.244161e-02,5.214730e-01,5.622864e-01,1.077649e+00,5.459127e+01,3.985337e-01
2.500000e+01,1.465253e+00,6.121623e-01,8.832649e-01,6.073036e-02,1.152347e+01,3.923440e-02,8.254156e-05,1.349062e-05,3.569711e-07,1.885777e-04,1.526819e-04,1.465170e+00,6.121488e-01,8.832645e-01,5.649508e+00,2.387021e+00,0.000000e+00,0.000000e+00,8.832645e-01,9.091375e-02,5.819059e-01,6.121488e-01,1.193510e+00,7.161921e+01,4.406950e-01
2.500000e+01,1.090594e+00,4.276914e-01,1.601062e-01,6.008925e-02,1.247261e+01,3.373790e-02,6.847156e-04,1.044059e-06,2.218484e-07,1.372732e-03,1.366969e-03,1.089909e+00,4.276904e-01,1.601060e-01,3.730359e+00,2.929715e+00,2.339423e-01,0.000000e+00,1.601060e-01,8.689485e-02,6.958610e-01,4.276904e-01,1.230915e+00,5.249308e+01,5.264249e-01
2.500000e+01,6.365740e-01,2.144426e-01,2.627678e-01,1.373968e-01,1.247261e+01,1.260194e-01,2.557581e-03,3.899829e-06,8.286596e-07,5.122019e-03,5.105963e-03,6.340164e-01,2.144387e-01,2.627670e-01,2.227947e+00,1.279038e+00,2.235334e-02,0.000000e+00,2.627670e-01,4.356801e-02,3.488961e-01,2.144387e-01,6.171656e-01,2.992074e+01,2.639429e-01
2.500000e+01,1.413123e+00,2.466166e-01,2.554039e-01,1.172142e-01,1.247261e+01,9.093642e-02,1.845569e-03,2.813449e-06,5.979669e-07,3.696643e-03,3.684502e-03,1.411277e+00,2.466138e-01,2.554033e-01,3.879707e+00,2.928791e+00,7.546284e-01,0.000000e+00,2.554033e-01,5.010510e-02,4.012457e-01,2.466138e-01,7.097673e-01,5.678013e+01,3.035458e-01
2.500000e+01,1.527086e+00,2.657375e-01,1.261804e-02,1.264836e-01,1.247261e+01,9.335159e-02,1.894586e-03,2.889391e-06,6.138469e-07,3.794771e-03,3.782357e-03,1.525191e+00,2.657346e-01,1.261743e-02,3.926912e+00,3.690033e+00,1.080218e+00,0.000000e+00,1.261743e-02,5.398993e-02,4.323557e-01,2.657346e-01,7.647980e-01,6.031376e+01,3.270808e-01
2.500000e+01,3.209800e-01,4.308612e-01,4.106405e-01,5.182025e-02,4.947860e+00,5.602213e-02,2.496983e-03,1.000665e-04,9.215748e-02,1.895115e-01,4.994827e-03,3.184830e-01,4.307611e-01,3.184830e-01,1.816971e+00,0.000000e+00,0.000000e+00,4.307611e-01,3.184830e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.425492e+01,0.000000e+00
2.500000e+01,8.431222e-01,3.251169e-01,3.655766e-01,1.171325e-01,1.229599e+01,1.016950e-01,1.304914e-03,5.888273e-06,6.889209e-07,2.618764e-03,2.597391e-03,8.418173e-01,3.251110e-01,3.655759e-01,3.084188e+00,1.721994e+00,0.000000e+00,0.000000e+00,3.655759e-01,6.175156e-02,4.762414e-01,3.251110e-01,8.609968e-01,4.052118e+01,3.545596e-01
2.500000e+01,2.040579e-01,6.219936e-01,2.402521e-01,7.384426e-02,5.292170e+00,7.565145e-02,2.055217e-03,1.425844e-04,3.824942e-02,8.089643e-02,4.110424e-03,2.020027e-01,6.218510e-01,2.020027e-01,1.849710e+00,0.000000e+00,0.000000e+00,6.218510e-01,2.020027e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.549445e+01,0.000000e+00
2.500000e+01,6.145890e-01,2.507328e-01,8.615845e-01,1.371072e-01,4.937127e+00,1.486661e-01,6.722395e-03,2.647647e-04,2.537179e-01,5.214133e-01,1.344717e-02,6.078666e-01,2.504680e-01,6.078666e-01,2.324536e+00,0.000000e+00,0.000000e+00,2.504680e-01,6.078666e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.971452e+01,0.000000e+00
2.500000e+01,9.036329e-01,2.143633e-01,9.066376e-01,8.802199e-02,6.084354e+00,8.823913e-02,7.459145e-04,1.700394e-04,3.750615e-03,9.334607e-03,1.490769e-03,9.028870e-01,2.141933e-01,9.028870e-01,3.137047e+00,0.000000e+00,0.000000e+00,2.141933e-01,9.028870e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.955883e+01,0.000000e+00
2.500000e+01,1.463512e+00,6.640313e-01,2.979108e-01,8.390749e-02,1.247261e+01,4.801546e-02,9.744809e-04,1.485940e-06,3.157327e-07,1.952813e-03,1.945457e-03,1.462538e+00,6.640298e-01,2.979105e-01,5.381767e+00,3.990698e+00,8.423691e-02,0.000000e+00,2.979105e-01,1.349125e-01,1.080390e+00,6.640298e-01,1.911112e+00,7.409936e+01,8.173245e-01
2.500000e+01,1.406200e+00,3.284291e-01,7.189650e-01,5.656619e-02,1.247261e+01,3.683894e-02,7.476521e-04,1.140137e-06,2.422402e-07,1.498724e-03,1.492615e-03,1.405452e+00,3.284280e-01,7.189648e-01,4.597599e+00,2.194723e+00,1.521286e-01,0.000000e+00,7.189648e-01,6.672748e-02,5.343590e-01,3.284280e-01,9.452327e-01,6.141355e+01,4.042472e-01
2.500000e+01,7.021120e-01,6.971525e-01,3.162861e-01,5.017391e-02,9.791970e+00,3.456596e-02,3.688151e-05,1.363155e-04,9.043866e-07,3.492126e-04,7.178266e-05,7.020751e-01,6.970162e-01,3.162852e-01,3.595623e+00,1.733890e+00,0.000000e+00,1.253886e-01,3.162852e-01,7.159821e-02,3.857899e-01,5.716276e-01,8.669449e-01,4.689512e+01,2.962031e-01
2.500000e+01,1.025120e+00,4.606430e-01,6.338426e-01,1.346840e-01,1.132840e+01,1.197470e-01,1.772097e-04,5.960893e-05,1.233464e-06,4.610221e-04,3.202551e-04,1.024943e+00,4.605834e-01,6.338414e-01,4.043680e+00,1.659776e+00,0.000000e+00,0.000000e+00,6.338414e-01,6.455646e-02,3.911014e-01,4.605834e-01,8.298880e-01,5.129147e+01,3.075371e-01
2.500000e+01,1.285234e+00,3.658399e-01,5.826664e-01,1.263387e-01,1.247261e+01,1.055957e-01,2.143081e-03,3.267903e-06,6.943606e-07,4.292234e-03,4.278455e-03,1.283091e+00,3.658366e-01,5.826657e-01,4.338194e+00,2.316197e+00,1.052015e-01,0.000000e+00,5.826657e-01,7.432789e-02,5.952237e-01,3.658366e-01,1.052897e+00,5.822577e+01,4.502919e-01
2.500000e+01,1.461100e+00,4.181999e-01,2.302301e-01,1.492199e-01,1.247261e+01,1.177976e-01,2.390722e-03,3.646248e-06,7.745959e-07,4.787986e-03,4.772844e-03,1.458709e+00,4.181963e-01,2.302293e-01,4.507217e+00,3.503313e+00,5.480661e-01,0.000000e+00,2.302293e-01,8.496592e-02,6.804139e-01,4.181963e-01,1.203591e+00,6.460563e+01,5.147390e-01
2.500000e+01,1.519272e+00,6.233127e-01,7.665813e-01,1.082560e-01,1.191663e+01,8.245945e-02,4.127542e-04,1.272189e-05,6.190544e-07,8.435897e-04,8.043072e-04,1.518859e+00,6.233000e-01,7.665807e-01,5.731877e+00,2.866512e+00,0.000000e+00,0.000000e+00,7.665807e-01,1.054569e-01,7.522786e-01,6.233000e-01,1.433256e+00,7.336366e+01,5.383461e-01
