T, CaO, SiO2, CO2, H2O, pH, MassWater, Ca_aq, Si_aq, C_aq, O_aq, H_aq, Ca_s, Si_s, C_s, O_s, H_s, Portlandite, AmorfSi, Calcite, mCSHQ, Ca_ss, Si_ss, H2O_ss, V_s, Gel_water
2.500000e+01,4.697564e-01,4.605356e-01,4.149448e-01,5.174258e-02,9.791970e+00,4.954047e-02,5.286175e-05,1.953703e-04,1.296320e-06,4.996375e-04,1.028850e-04,4.697035e-01,4.603402e-01,4.149435e-01,2.343327e+00,2.461129e-01,0.000000e+00,3.792019e-01,4.149435e-01,1.016284e-02,5.476003e-02,8.113834e-02,1.230564e-01,3.080453e+01,4.204384e-02
2.500000e+01,1.621445e+00,3.002275e-01,9.452739e-01,7.646450e-02,1.247261e+01,5.760345e-02,1.169071e-03,1.782646e-06,3.787803e-07,2.342363e-03,2.333938e-03,1.620276e+00,3.002257e-01,9.452735e-01,5.161869e+00,2.101188e+00,1.865290e-01,0.000000e+00,9.452735e-01,6.099756e-02,4.884734e-01,3.002257e-01,8.640652e-01,6.834781e+01,3.695344e-01
2.500000e+01,1.025716e+00,6.687039e-01,3.625791e-01,9.224849e-02,1.158934e+01,6.807680e-02,1.636563e-04,2.057676e-05,5.958664e-07,3.608181e-04,3.056332e-04,1.025552e+00,6.686833e-01,3.625785e-01,4.430389e+00,2.684626e+00,0.000000e+00,0.000000e+00,3.625785e-01,1.015374e-01,6.629738e-01,6.686833e-01,1.342313e+00,5.685831e+01,4.943942e-01
2.500000e+01,1.998077e-01,6.454684e-01,4.412717e-01,5.868238e-02,4.723291e+00,6.972439e-02,4.080736e-03,1.135143e-04,2.455447e-01,4.994811e-01,8.163686e-03,1.957270e-01,6.453549e-01,1.957270e-01,1.877891e+00,0.000000e+00,0.000000e+00,6.453549e-01,1.957270e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.594427e+01,0.000000e+00
2.500000e+01,1.524430e+00,2.627190e-01,2.788414e-01,1.406015e-01,1.247261e+01,1.124101e-01,2.281382e-03,3.479486e-06,7.391689e-07,4.569097e-03,4.554557e-03,1.522149e+00,2.627155e-01,2.788407e-01,4.177234e+00,3.143947e+00,8.158644e-01,0.000000e+00,2.788407e-01,5.337653e-02,4.274436e-01,2.627155e-01,7.561089e-01,6.113269e+01,3.233648e-01
2.500000e+01,4.181822e-01,2.945305e-01,9.018158e-01,9.313805e-02,4.665865e+00,1.151465e-01,7.124277e-03,1.804004e-04,4.907579e-01,9.961292e-01,1.425277e-02,4.110579e-01,2.943501e-01,4.110579e-01,1.821874e+00,0.000000e+00,0.000000e+00,2.943501e-01,4.110579e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.371817e+01,0.000000e+00
2.500000e+01,6.480427e-01,2.550784e-01,4.897241e-02,6.153242e-02,1.247261e+01,4.505902e-02,9.144792e-04,1.393856e-06,2.962924e-07,1.832695e-03,1.825671e-03,6.471282e-01,2.550770e-01,4.897211e-02,2.172492e+00,1.834531e+00,1.831406e-01,0.000000e+00,4.897211e-02,5.182459e-02,4.150155e-01,2.550770e-01,7.341249e-01,3.103110e+01,3.139628e-01
2.500000e+01,4.716029e-01,3.408339e-01,1.579421e-01,1.057692e-01,1.147051e+01,9.408156e-02,1.786676e-04,3.584563e-05,8.846269e-07,4.181771e-04,3.280979e-04,4.714242e-01,3.407981e-01,1.579412e-01,2.118345e+00,1.298885e+00,0.000000e+00,0.000000e+00,1.579412e-01,4.975583e-02,3.134830e-01,3.407981e-01,6.494427e-01,2.721387e+01,2.402900e-01
2.500000e+01,6.968961e-01,6.956809e-01,3.673648e-01,1.169860e-01,9.791970e+00,1.036806e-01,1.106359e-04,4.088910e-04,2.713159e-06,1.043510e-03,2.153311e-04,6.967855e-01,6.952720e-01,3.673621e-01,3.562332e+00,1.480557e+00,0.000000e+00,2.071631e-01,3.673621e-01,6.113723e-02,3.294234e-01,4.881089e-01,7.402783e-01,4.653942e+01,2.529258e-01
2.500000e+01,3.894030e-01,6.129375e-01,7.929244e-01,9.922272e-02,4.726225e+00,1.176803e-01,6.866528e-03,1.919250e-04,4.103879e-01,8.348966e-01,1.373676e-02,3.825365e-01,6.127456e-01,3.825365e-01,2.373101e+00,0.000000e+00,0.000000e+00,6.127456e-01,3.825365e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.189822e+01,0.000000e+00
2.500000e+01,1.095159e+00,2.895385e-01,7.128179e-01,9.547736e-02,1.209179e+01,8.274691e-02,6.340406e-04,8.479504e-06,5.876154e-07,1.280185e-03,1.252019e-03,1.094525e+00,2.895300e-01,7.128173e-01,3.807871e+00,1.417302e+00,0.000000e+00,0.000000e+00,7.128173e-01,5.156794e-02,3.817076e-01,2.895300e-01,7.086512e-01,4.851070e+01,2.759858e-01
2.500000e+01,1.034274e+00,4.301860e-01,6.676337e-01,1.377556e-01,1.133490e+01,1.237748e-01,1.851029e-04,6.088397e-05,1.269588e-06,4.787684e-04,3.347167e-04,1.034089e+00,4.301251e-01,6.676324e-01,4.006434e+00,1.553661e+00,0.000000e+00,0.000000e+00,6.676324e-01,6.038853e-02,3.664565e-01,4.301251e-01,7.768305e-01,5.073343e+01,2.879043e-01
2.500000e+01,9.684401e-01,4.080675e-01,4.728074e-01,1.363931e-01,1.192637e+01,1.194643e-01,6.120010e-04,1.804030e-05,8.937020e-07,1.248707e-03,1.193675e-03,9.678281e-01,4.080495e-01,4.728065e-01,3.671194e+00,1.883309e+00,0.000000e+00,0.000000e+00,4.728065e-01,6.924108e-02,4.950216e-01,4.080495e-01,9.416544e-01,4.704854e+01,3.542729e-01
2.500000e+01,1.143463e+00,4.532977e-01,2.908293e-01,1.356394e-01,1.247261e+01,1.102287e-01,2.237109e-03,3.411213e-06,7.248252e-07,4.480468e-03,4.466173e-03,1.141226e+00,4.532943e-01,2.908286e-01,4.046954e+00,2.834965e+00,1.128782e-01,0.000000e+00,2.908286e-01,9.209687e-02,7.375191e-01,4.532943e-01,1.304604e+00,5.564432e+01,5.579396e-01
2.500000e+01,1.600507e+00,2.135395e-01,8.634023e-01,6.249165e-02,1.247261e+01,4.446682e-02,9.024599e-04,1.376321e-06,2.923976e-07,1.808634e-03,1.801674e-03,1.599605e+00,2.135381e-01,8.634020e-01,4.756830e+00,2.006691e+00,3.887717e-01,0.000000e+00,8.634020e-01,4.338504e-02,3.474309e-01,2.135381e-01,6.145738e-01,6.413659e+01,2.628345e-01
2.500000e+01,1.656415e-01,3.982383e-01,8.355639e-01,9.094574e-02,4.583253e+00,1.212395e-01,7.994188e-03,1.767652e-04,6.779166e-01,1.372180e+00,1.599365e-02,1.576473e-01,3.980615e-01,1.576473e-01,1.269065e+00,0.000000e+00,0.000000e+00,3.980615e-01,1.576473e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.736633e+01,0.000000e+00
2.500000e+01,1.593815e+00,6.358887e-01,5.240664e-01,1.408044e-01,1.247261e+01,1.073628e-01,2.178943e-03,3.322578e-06,7.059805e-07,4.364025e-03,4.350050e-03,1.591636e+00,6.358854e-01,5.240657e-01,5.774621e+00,3.726166e+00,3.297206e-02,0.000000e+00,5.240657e-01,1.291943e-01,1.034598e+00,6.358854e-01,1.830111e+00,7.820109e+01,7.826826e-01
2.500000e+01,9.258015e-01,6.405757e-01,4.706223e-01,7.090238e-02,1.069817e+01,5.265771e-02,4.575584e-05,6.559153e-05,7.575463e-07,2.223448e-04,8.378162e-05,9.257557e-01,6.405101e-01,4.706215e-01,4.161116e+00,2.026194e+00,0.000000e+00,0.000000e+00,4.706215e-01,8.225859e-02,4.551342e-01,6.405101e-01,1.013097e+00,5.344605e+01,3.582794e-01
2.500000e+01,1.758405e+00,6.197012e-01,8.394856e-01,1.190924e-01,1.231547e+01,8.934358e-02,1.205294e-03,4.861964e-06,6.030082e-07,2.418329e-03,2.400211e-03,1.757200e+00,6.196963e-01,8.394850e-01,6.330644e+00,3.310163e+00,0.000000e+00,0.000000e+00,8.394850e-01,1.185139e-01,9.177147e-01,6.196963e-01,1.655082e+00,8.297009e+01,6.853480e-01
2.500000e+01,2.563544e-01,6.318961e-01,2.165941e-01,1.014306e-01,9.791970e+00,9.985495e-02,1.065470e-04,3.937882e-04,2.612636e-06,1.005035e-03,2.073731e-04,2.562479e-01,6.315023e-01,2.165915e-01,2.041551e+00,1.782311e-01,0.000000e+00,5.727432e-01,2.165915e-01,7.359772e-03,3.965637e-02,5.875915e-02,8.911556e-02,2.785504e+01,3.044749e-02
2.500000e+01,1.387467e-01,6.692406e-01,7.812293e-01,8.984502e-02,4.590047e+00,1.189123e-01,7.806707e-03,1.745581e-04,6.502893e-01,1.316546e+00,1.561852e-02,1.309400e-01,6.690660e-01,1.309400e-01,1.730952e+00,0.000000e+00,0.000000e+00,6.690660e-01,1.309400e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.423905e+01,0.000000e+00
2.500000e+01,1.088670e+00,2.247497e-01,6.914749e-01,1.078483e-01,1.247261e+01,9.577170e-02,1.943702e-03,2.963954e-06,6.297615e-07,3.893097e-03,3.880414e-03,1.086726e+00,2.247467e-01,6.914743e-01,3.595586e+00,1.352835e+00,2.958449e-02,0.000000e+00,6.914743e-01,4.566232e-02,3.656675e-01,2.247467e-01,6.468328e-01,4.692992e+01,2.766307e-01
2.500000e+01,8.944592e-01,2.167477e-01,6.153958e-01,6.118043e-02,1.204124e+01,5.181276e-02,3.504785e-04,6.009875e-06,3.732808e-07,7.102091e-04,6.899285e-04,8.941087e-01,2.167417e-01,6.153954e-01,3.079481e+00,1.042196e+00,0.000000e+00,0.000000e+00,6.153954e-01,3.804003e-02,2.787133e-01,2.167417e-01,5.210980e-01,3.904894e+01,2.005619e-01
2.500000e+01,1.784836e+00,4.198327e-01,1.182240e-01,1.102727e-01,1.247261e+01,7.089297e-02,1.438782e-03,2.194042e-06,4.661659e-07,2.882296e-03,2.872388e-03,1.783397e+00,4.198305e-01,1.182235e-01,5.049900e+00,4.380790e+00,9.821008e-01,0.000000e+00,1.182235e-01,8.529795e-02,6.830728e-01,4.198305e-01,1.208294e+00,7.496643e+01,5.167505e-01
2.500000e+01,1.568948e+00,4.480484e-01,9.143178e-01,7.518629e-02,1.228944e+01,5.390804e-02,6.802113e-04,3.185980e-06,3.656593e-07,1.366172e-03,1.353716e-03,1.568268e+00,4.480452e-01,9.143174e-01,5.476245e+00,2.366503e+00,0.000000e+00,0.000000e+00,9.143174e-01,8.490895e-02,6.539504e-01,4.480452e-01,1.183252e+00,7.089508e+01,4.863506e-01
2.500000e+01,5.697627e-01,5.785726e-01,1.465177e-01,1.180751e-01,1.088311e+01,1.012325e-01,9.362591e-05,1.009001e-04,1.343210e-06,3.845826e-04,1.689403e-04,5.696691e-01,5.784717e-01,1.465164e-01,2.955183e+00,1.871075e+00,0.000000e+00,0.000000e+00,1.465164e-01,7.534036e-02,4.231527e-01,5.784717e-01,9.355376e-01,3.834721e+01,3.357437e-01
2.500000e+01,1.715160e+00,4.281914e-01,9.168669e-01,1.101893e-01,1.247261e+01,8.628740e-02,1.751216e-03,2.670402e-06,5.673969e-07,3.507759e-03,3.496134e-03,1.713409e+00,4.281887e-01,9.168663e-01,5.735739e+00,2.664440e+00,9.987061e-02,0.000000e+00,9.168663e-01,8.699611e-02,6.966718e-01,4.281887e-01,1.232349e+00,7.605612e+01,5.270383e-01
2.500000e+01,1.055996e+00,2.448044e-01,9.494311e-02,1.411317e-01,1.247261e+01,1.184792e-01,2.404555e-03,3.667399e-06,7.790774e-07,4.815678e-03,4.800461e-03,1.053591e+00,2.448007e-01,9.494233e-02,2.997980e+00,2.529805e+00,5.603533e-01,0.000000e+00,9.494233e-02,4.973674e-02,3.982958e-01,2.448007e-01,7.045492e-01,4.426626e+01,3.013142e-01
2.500000e+01,7.718415e-01,6.763502e-01,5.640499e-01,1.010370e-01,9.791972e+00,9.265635e-02,9.888363e-05,3.654459e-04,2.424967e-06,9.328543e-04,1.924577e-04,7.717426e-01,6.759848e-01,5.640475e-01,3.718538e+00,9.334627e-01,0.000000e+00,3.682414e-01,5.640475e-01,3.854585e-02,2.076951e-01,3.077433e-01,4.667313e-01,4.851153e+01,1.594649e-01
2.500000e+01,1.383462e+00,5.895597e-01,7.020858e-02,6.235612e-02,1.247261e+01,2.544851e-02,5.164815e-04,7.875803e-07,1.673408e-07,1.035944e-03,1.031106e-03,1.382946e+00,5.895589e-01,7.020841e-02,4.752774e+00,4.100588e+00,3.535127e-01,0.000000e+00,7.020841e-02,1.197821e-01,9.592244e-01,5.895589e-01,1.696781e+00,6.782774e+01,7.256616e-01
2.500000e+01,6.522179e-01,4.867844e-01,5.073658e-01,8.505574e-02,9.791968e+00,7.921854e-02,8.451842e-05,3.123860e-04,2.072507e-06,7.976847e-04,1.644986e-04,6.521334e-01,4.864720e-01,5.073637e-01,2.965130e+00,6.506511e-01,0.000000e+00,2.719658e-01,5.073637e-01,2.686760e-02,1.447697e-01,2.145062e-01,3.253256e-01,3.847548e+01,1.111517e-01
2.500000e+01,6.186414e-01,4.251422e-01,6.875588e-01,1.394841e-01,5.289933e+00,1.429232e-01,3.895740e-03,2.693266e-04,7.281314e-02,1.539584e-01,7.791472e-03,6.147457e-01,4.248729e-01,6.147457e-01,2.693983e+00,0.000000e+00,0.000000e+00,4.248729e-01,6.147457e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.502633e+01,0.000000e+00
2.500000e+01,1.644234e+00,6.073964e-01,1.168560e-01,1.341876e-01,1.247261e+01,9.312247e-02,1.889936e-03,2.881425e-06,6.123412e-07,3.785460e-03,3.773075e-03,1.642344e+00,6.073935e-01,1.168554e-01,5.376199e+00,4.570714e+00,5.372470e-01,0.000000e+00,1.168554e-01,1.234056e-01,9.882417e-01,6.073935e-01,1.748110e+00,7.724471e+01,7.476134e-01
2.500000e+01,1.476734e+00,5.193927e-01,3.407031e-01,1.088399e-01,1.247261e+01,7.678377e-02,1.558339e-03,2.376423e-06,5.049036e-07,3.121639e-03,3.111074e-03,1.475176e+00,5.193903e-01,3.407026e-01,4.979608e+00,3.568493e+00,2.894143e-01,0.000000e+00,3.407026e-01,1.055258e-01,8.450587e-01,5.193903e-01,1.494832e+00,6.932592e+01,6.392942e-01
2.500000e+01,1.129627e+00,4.323340e-01,3.834393e-01,1.308446e-01,1.247261e+01,1.078205e-01,2.188233e-03,3.336633e-06,7.089890e-07,4.382622e-03,4.368596e-03,1.127439e+00,4.323307e-01,3.834386e-01,4.043837e+00,2.569719e+00,4.058940e-02,0.000000e+00,3.834386e-01,8.783763e-02,7.034108e-01,4.323307e-01,1.244270e+00,5.477086e+01,5.321364e-01
2.500000e+01,5.286810e-01,4.899110e-01,5.520247e-01,1.111902e-01,5.532457e+00,1.124440e-01,2.132789e-03,2.147269e-04,2.547649e-02,5.564968e-02,4.264913e-03,5.265482e-01,4.896963e-01,5.265482e-01,2.559037e+00,0.000000e+00,0.000000e+00,4.896963e-01,5.265482e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.364872e+01,0.000000e+00
2.500000e+01,9.094698e-01,6.281578e-01,2.461880e-01,9.713189e-02,1.168711e+01,7.342431e-02,2.173775e-04,1.827680e-05,6.095147e-07,4.630600e-04,4.118197e-04,9.092524e-01,6.281395e-01,2.461874e-01,3.974616e+00,2.633420e+00,0.000000e+00,0.000000e+00,2.461874e-01,9.864521e-02,6.630650e-01,6.281395e-01,1.316710e+00,5.122713e+01,4.843601e-01
2.500000e+01,1.004767e+00,4.229197e-01,7.795439e-01,7.313611e-02,9.791970e+00,6.404002e-02,6.833215e-05,2.525531e-04,1.675600e-06,6.452873e-04,1.329953e-04,1.004699e+00,4.226671e-01,7.795422e-01,3.915088e+00,1.011941e+00,0.000000e+00,8.905130e-02,7.795422e-01,4.178647e-02,2.251564e-01,3.336158e-01,5.059703e-01,4.980331e+01,1.728714e-01
2.500000e+01,1.433636e+00,3.230873e-01,5.396604e-01,9.795257e-02,1.247261e+01,7.467821e-02,1.515606e-03,2.310617e-06,4.910581e-07,3.036091e-03,3.025762e-03,1.432120e+00,3.230850e-01,5.396599e-01,4.454260e+00,2.593300e+00,3.667946e-01,0.000000e+00,5.396599e-01,6.564194e-02,5.256659e-01,3.230850e-01,9.298554e-01,6.140268e+01,3.976708e-01
2.500000e+01,9.370579e-01,5.779357e-01,6.258640e-02,8.358411e-02,1.235138e+01,5.537215e-02,8.194882e-04,2.676419e-06,3.712880e-07,1.644159e-03,1.633150e-03,9.362384e-01,5.779330e-01,6.258603e-02,3.785839e+00,3.137126e+00,0.000000e+00,0.000000e+00,6.258603e-02,1.119750e-01,8.736524e-01,5.779330e-01,1.568563e+00,5.161007e+01,6.559307e-01
2.500000e+01,2.039141e-01,2.503653e-01,6.829109e-01,1.272507e-01,4.745675e+00,1.491996e-01,8.528059e-03,2.460632e-04,4.875249e-01,9.926022e-01,1.706058e-02,1.953860e-01,2.501192e-01,1.953860e-01,1.086397e+00,0.000000e+00,0.000000e+00,2.501192e-01,1.953860e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.446985e+01,0.000000e+00
2.500000e+01,6.891406e-01,2.274820e-01,2.399173e-01,5.532838e-02,1.247261e+01,4.217213e-02,8.558902e-04,1.305184e-06,2.773094e-07,1.715406e-03,1.708702e-03,6.882847e-01,2.274807e-01,2.399170e-01,2.356033e+00,1.465906e+00,7.825193e-02,0.000000e+00,2.399170e-01,4.621779e-02,3.701158e-01,2.274807e-01,6.547013e-01,3.210936e+01,2.799958e-01
2.500000e+01,4.521718e-01,5.492337e-01,2.182761e-01,8.167138e-02,9.791970e+00,7.222697e-02,7.707225e-05,2.848466e-04,1.890066e-06,7.275486e-04,1.500060e-04,4.520947e-01,5.489489e-01,2.182742e-01,2.511981e+00,1.050880e+00,0.000000e+00,2.024953e-01,2.182742e-01,4.339443e-02,2.338205e-01,3.464535e-01,5.254401e-01,3.307248e+01,1.795235e-01
2.500000e+01,1.281254e+00,6.617992e-01,8.156239e-01,1.129474e-01,1.061214e+01,9.425100e-02,8.109862e-05,1.293336e-04,1.406523e-06,4.193959e-04,1.496340e-04,1.281173e+00,6.616699e-01,8.156225e-01,5.274255e+00,2.076994e+00,0.000000e+00,0.000000e+00,8.156225e-01,8.457167e-02,4.655504e-01,6.616699e-01,1.038497e+00,6.724106e+01,3.651488e-01
2.500000e+01,1.733950e+00,3.115127e-01,3.446209e-02,7.844046e-02,1.247261e+01,4.086448e-02,8.293499e-04,1.264569e-06,2.687095e-07,1.662275e-03,1.655717e-03,1.733121e+00,3.115114e-01,3.446182e-02,4.513437e+00,4.176739e+00,1.191823e+00,0.000000e+00,3.446182e-02,6.329051e-02,5.068355e-01,3.115114e-01,8.965461e-01,6.896797e+01,3.834254e-01
2.500000e+01,3.529133e-01,3.436866e-01,3.596704e-01,1.135375e-01,5.907875e+00,1.139724e-01,1.242153e-03,2.193089e-04,7.999253e-03,1.892282e-02,2.483086e-03,3.516711e-01,3.434673e-01,3.516711e-01,1.741948e+00,0.000000e+00,0.000000e+00,3.434673e-01,3.516711e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.294917e+01,0.000000e+00
