T, CaO, SiO2, CO2, H2O, pH, MassWater, Ca_aq, Si_aq, C_aq, O_aq, H_aq, Ca_s, Si_s, C_s, O_s, H_s, Portlandite, AmorfSi, Calcite, mCSHQ, Ca_ss, Si_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.090885e+00,2.541858e-01,7.715577e-01,1.426810e-01,1.198966e+01,1.319160e-01,7.868691e-04,1.727222e-05,9.657312e-07,1.596931e-03,1.543171e-03,1.090098e+00,2.541685e-01,7.715567e-01,3.741604e+00,1.200111e+00,0.000000e+00,0.000000e+00,7.715567e-01,4.394469e-02,3.185414e-01,2.541685e-01,6.000554e-01,4.730904e+01,2.284327e-01
2.500000e+01,1.458629e+00,4.716846e-01,6.424754e-01,1.406416e-01,1.247261e+01,1.154816e-01,2.343717e-03,3.573868e-06,7.593674e-07,4.693886e-03,4.679005e-03,1.456285e+00,4.716810e-01,6.424746e-01,5.088495e+00,2.807797e+00,4.637601e-02,0.000000e+00,6.424746e-01,9.583254e-02,7.674346e-01,4.716810e-01,1.357522e+00,6.810345e+01,5.805709e-01
2.500000e+01,6.046837e-01,5.371430e-01,6.676752e-01,1.432009e-01,5.322420e+00,1.463702e-01,3.801021e-03,2.765083e-04,6.679252e-02,1.417420e-01,7.601890e-03,6.008827e-01,5.368665e-01,6.008827e-01,2.876381e+00,0.000000e+00,0.000000e+00,5.368665e-01,6.008827e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.776213e+01,0.000000e+00
2.500000e+01,8.689396e-01,3.796225e-01,4.821063e-01,1.171904e-01,1.163089e+01,1.032235e-01,2.707423e-04,2.874192e-05,8.827890e-07,5.863575e-04,5.087315e-04,8.686689e-01,3.795938e-01,4.821054e-01,3.368292e+00,1.552450e+00,0.000000e+00,0.000000e+00,4.821054e-01,5.846903e-02,3.865634e-01,3.795938e-01,7.762252e-01,4.280902e+01,2.855916e-01
2.500000e+01,1.632835e+00,3.806536e-01,6.372786e-01,5.333247e-02,1.247261e+01,2.685866e-02,5.451008e-04,8.311839e-07,1.766132e-07,1.093237e-03,1.088241e-03,1.632290e+00,3.806528e-01,6.372784e-01,5.139372e+00,2.942440e+00,3.756816e-01,0.000000e+00,6.372784e-01,7.733812e-02,6.193299e-01,3.806528e-01,1.095538e+00,7.053061e+01,4.685284e-01
2.500000e+01,7.141597e-01,6.657764e-01,5.818413e-01,5.972315e-02,9.791972e+00,5.438491e-02,5.804194e-05,2.145062e-04,1.423392e-06,5.483849e-04,1.129674e-04,7.141017e-01,6.655619e-01,5.818399e-01,3.506123e+00,5.944358e-01,0.000000e+00,4.695887e-01,5.818399e-01,2.454628e-02,1.322618e-01,1.959732e-01,2.972179e-01,4.593347e+01,1.015484e-01
2.500000e+01,1.109908e+00,3.559542e-01,5.734004e-01,8.726695e-02,1.234305e+01,6.998560e-02,1.013706e-03,3.478847e-06,4.699721e-07,2.033541e-03,2.019874e-03,1.108894e+00,3.559507e-01,5.733999e-01,3.930025e+00,1.924859e+00,0.000000e+00,0.000000e+00,5.733999e-01,6.875464e-02,5.354944e-01,3.559507e-01,9.624296e-01,5.141879e+01,4.015712e-01
2.500000e+01,7.681381e-01,5.190387e-01,4.530282e-01,6.815667e-02,9.791971e+00,5.541868e-02,5.913852e-05,2.185755e-04,1.450185e-06,5.587406e-04,1.151012e-04,7.680790e-01,5.188201e-01,4.530267e-01,3.419756e+00,1.415967e+00,0.000000e+00,5.200508e-02,4.530267e-01,5.847010e-02,3.150522e-01,4.668150e-01,7.079835e-01,4.402748e+01,2.418918e-01
2.500000e+01,6.783266e-01,5.235906e-01,6.825413e-01,5.733299e-02,5.842922e+00,5.759423e-02,6.900132e-04,1.107403e-04,4.904713e-03,1.141264e-02,1.379445e-03,6.776366e-01,5.234799e-01,6.776366e-01,3.079869e+00,0.000000e+00,0.000000e+00,5.234799e-01,6.776366e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.020875e+01,0.000000e+00
2.500000e+01,1.400749e+00,3.251579e-01,7.961601e-01,9.336893e-02,1.247261e+01,7.526218e-02,1.527463e-03,2.329207e-06,4.948992e-07,3.059828e-03,3.049432e-03,1.399222e+00,3.251556e-01,7.961596e-01,4.651694e+00,2.019683e+00,7.402716e-02,0.000000e+00,7.961596e-01,6.606262e-02,5.290348e-01,3.251556e-01,9.358146e-01,6.138542e+01,4.002194e-01
2.500000e+01,1.035158e+00,3.532008e-01,7.444096e-01,6.595261e-02,1.126367e+01,5.474529e-02,7.336896e-05,3.062085e-05,5.879351e-07,2.037578e-04,1.319425e-04,1.035085e+00,3.531702e-01,7.444090e-01,3.852677e+00,1.244868e+00,0.000000e+00,0.000000e+00,7.444090e-01,4.873365e-02,2.906756e-01,3.531702e-01,6.224339e-01,4.858862e+01,2.302103e-01
2.500000e+01,1.019740e+00,6.819651e-01,7.176440e-01,6.082148e-02,9.791971e+00,4.860802e-02,5.187185e-05,1.917087e-04,1.272074e-06,4.903126e-04,1.009584e-04,1.019688e+00,6.817734e-01,7.176427e-01,4.497275e+00,1.357509e+00,0.000000e+00,2.342306e-01,7.176427e-01,5.605619e-02,3.020454e-01,4.475428e-01,6.787547e-01,5.802073e+01,2.319054e-01
2.500000e+01,1.641915e+00,5.521761e-01,2.220203e-01,1.256425e-01,1.247261e+01,8.775015e-02,1.780904e-03,2.715453e-06,5.770147e-07,3.567190e-03,3.555403e-03,1.640134e+00,5.521734e-01,2.220197e-01,5.297421e+00,4.217801e+00,5.197169e-01,0.000000e+00,2.220197e-01,1.121864e-01,8.983974e-01,5.521734e-01,1.589184e+00,7.553386e+01,6.796454e-01
2.500000e+01,4.607819e-01,2.854249e-01,4.345160e-02,1.057004e-01,1.228763e+01,9.219678e-02,1.157960e-03,5.479615e-06,6.255936e-07,2.324368e-03,2.304395e-03,4.596239e-01,2.854194e-01,4.345097e-02,1.870556e+00,1.506382e+00,0.000000e+00,0.000000e+00,4.345097e-02,5.405609e-02,4.161730e-01,2.854194e-01,7.531910e-01,2.523589e+01,3.094225e-01
2.500000e+01,7.171448e-01,4.468669e-01,6.160498e-02,9.675020e-02,1.229594e+01,7.548538e-02,9.684778e-04,4.371386e-06,5.113720e-07,1.944104e-03,1.927722e-03,7.161763e-01,4.468625e-01,6.160447e-02,2.916518e+00,2.366816e+00,0.000000e+00,0.000000e+00,6.160447e-02,8.487556e-02,6.545719e-01,4.468625e-01,1.183408e+00,3.941185e+01,4.873220e-01
2.500000e+01,3.537997e-01,6.241720e-01,6.210273e-01,1.295287e-01,4.901225e+00,1.419781e-01,6.731470e-03,2.501573e-04,2.739591e-01,5.618847e-01,1.346555e-02,3.470682e-01,6.239218e-01,3.470682e-01,2.289048e+00,0.000000e+00,0.000000e+00,6.239218e-01,3.470682e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.091235e+01,0.000000e+00
2.500000e+01,1.221779e+00,4.048906e-01,7.761497e-01,7.409364e-02,1.175368e+01,5.837385e-02,2.003025e-04,1.269937e-05,4.689579e-07,4.201383e-04,3.829982e-04,1.221579e+00,4.048779e-01,7.761492e-01,4.456882e+00,1.746498e+00,0.000000e+00,0.000000e+00,7.761492e-01,6.503718e-02,4.454295e-01,4.048779e-01,8.732491e-01,5.642232e+01,3.219737e-01
2.500000e+01,7.914274e-01,3.390410e-01,7.264264e-01,1.421818e-01,9.791970e+00,1.395978e-01,1.489535e-04,5.505100e-04,3.652530e-06,1.404233e-03,2.899090e-04,7.912784e-01,3.384905e-01,7.264227e-01,3.066848e+00,2.914867e-01,0.000000e+00,2.423933e-01,7.264227e-01,1.203648e-02,6.485570e-02,9.609718e-02,1.457434e-01,3.916759e+01,4.979511e-02
2.500000e+01,8.030426e-01,5.403585e-01,1.193638e-01,1.029678e-01,1.200717e+01,7.987158e-02,4.971295e-04,1.004159e-05,5.814606e-07,1.008505e-03,9.762590e-04,8.025455e-01,5.403485e-01,1.193632e-01,3.405587e+00,2.567237e+00,0.000000e+00,0.000000e+00,1.193632e-01,9.390231e-02,6.831823e-01,5.403485e-01,1.283618e+00,4.463432e+01,4.904155e-01
2.500000e+01,1.413629e+00,3.245663e-01,3.918387e-01,9.088333e-02,1.247261e+01,6.525883e-02,1.324438e-03,2.020868e-06,4.291187e-07,2.653394e-03,2.644111e-03,1.412305e+00,3.245643e-01,3.918383e-01,4.271616e+00,2.853013e+00,4.923936e-01,0.000000e+00,3.918383e-01,6.594248e-02,5.280727e-01,3.245643e-01,9.341128e-01,6.022970e+01,3.994916e-01
2.500000e+01,2.100307e-01,5.351540e-01,4.159424e-01,1.183509e-01,4.946385e+00,1.279989e-01,5.716463e-03,2.285400e-04,2.116282e-01,4.351493e-01,1.143490e-02,2.043142e-01,5.349255e-01,2.043142e-01,1.682794e+00,0.000000e+00,0.000000e+00,5.349255e-01,2.043142e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.305898e+01,0.000000e+00
2.500000e+01,4.748986e-01,4.892439e-01,2.918640e-01,5.810017e-02,9.791971e+00,5.070750e-02,5.410920e-05,1.999805e-04,1.326933e-06,5.113806e-04,1.053129e-04,4.748445e-01,4.890439e-01,2.918627e-01,2.447853e+00,8.223914e-01,0.000000e+00,2.179185e-01,2.918627e-01,3.395934e-02,1.829818e-01,2.711255e-01,4.111957e-01,3.207648e+01,1.404904e-01
2.500000e+01,1.518057e+00,4.568456e-01,1.315876e-01,5.690929e-02,1.247261e+01,2.166805e-02,4.397564e-04,6.706288e-07,1.424817e-07,8.823482e-04,8.779311e-04,1.517617e+00,4.568449e-01,1.315875e-01,4.652039e+00,3.915114e+00,6.427337e-01,0.000000e+00,1.315875e-01,9.281825e-02,7.432960e-01,4.568449e-01,1.314823e+00,6.760242e+01,5.623099e-01
2.500000e+01,4.944476e-01,6.874434e-01,3.664893e-02,7.823061e-02,9.791970e+00,5.971748e-02,6.372335e-05,2.355056e-04,1.562619e-06,6.018724e-04,1.240251e-04,4.943839e-01,6.872079e-01,3.664737e-02,2.970717e+00,2.057246e+00,0.000000e+00,8.976482e-03,3.664737e-02,8.495068e-02,4.577365e-01,6.782314e-01,1.028623e+00,3.907991e+01,3.514424e-01
2.500000e+01,1.251536e-01,6.670711e-01,8.302813e-01,6.747761e-02,4.506912e+00,9.919551e-02,6.769536e-03,1.320104e-04,7.118972e-01,1.437602e+00,1.354397e-02,1.183841e-01,6.669391e-01,1.183841e-01,1.689030e+00,0.000000e+00,0.000000e+00,6.669391e-01,1.183841e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.371363e+01,0.000000e+00
2.500000e+01,4.031736e-01,2.180212e-01,7.474477e-01,1.400536e-01,4.855229e+00,1.560063e-01,7.843952e-03,2.705401e-04,3.521181e-01,7.204688e-01,1.569126e-02,3.953296e-01,2.177507e-01,3.953296e-01,1.621490e+00,0.000000e+00,0.000000e+00,2.177507e-01,3.953296e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.091587e+01,0.000000e+00
2.500000e+01,7.455912e-01,4.624825e-01,6.588243e-01,1.463518e-01,9.791971e+00,1.428877e-01,1.524794e-04,5.635334e-04,3.739344e-06,1.437411e-03,2.967716e-04,7.454387e-01,4.619190e-01,6.588206e-01,3.181566e+00,3.892957e-01,0.000000e+00,3.335763e-01,6.588206e-01,1.607534e-02,8.661816e-02,1.283427e-01,1.946478e-01,4.109635e+01,6.650399e-02
2.500000e+01,1.256287e+00,2.823189e-01,3.165795e-01,8.482862e-02,1.247261e+01,6.162957e-02,1.250782e-03,1.908686e-06,4.052539e-07,2.505941e-03,2.497062e-03,1.255036e+00,2.823170e-01,3.165791e-01,3.744473e+00,2.583289e+00,4.791216e-01,0.000000e+00,3.165791e-01,5.735900e-02,4.593355e-01,2.823170e-01,8.125229e-01,5.317414e+01,3.474913e-01
2.500000e+01,1.369756e-01,6.085121e-01,6.579790e-01,1.180382e-01,4.705802e+00,1.418268e-01,8.449252e-03,2.284073e-04,5.294527e-01,1.076265e+00,1.690321e-02,1.285263e-01,6.082837e-01,1.285263e-01,1.602146e+00,1.776357e-14,0.000000e+00,6.082837e-01,1.285263e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.238722e+01,0.000000e+00
2.500000e+01,1.760602e+00,4.648577e-01,7.731004e-01,8.143500e-02,1.247261e+01,5.324828e-02,1.080683e-03,1.647951e-06,3.501425e-07,2.165418e-03,2.157478e-03,1.759521e+00,4.648561e-01,7.731000e-01,5.803404e+00,3.135942e+00,2.300909e-01,0.000000e+00,7.731000e-01,9.444590e-02,7.563303e-01,4.648561e-01,1.337880e+00,7.838170e+01,5.721704e-01
2.500000e+01,1.797890e+00,2.156738e-01,6.572010e-01,6.391865e-02,1.247261e+01,3.856613e-02,7.827055e-04,1.193332e-06,2.535975e-07,1.568898e-03,1.562596e-03,1.797107e+00,2.156726e-01,6.572007e-01,4.952574e+00,2.819440e+00,7.890028e-01,0.000000e+00,6.572007e-01,4.381871e-02,3.509037e-01,2.156726e-01,6.207170e-01,6.994626e+01,2.654617e-01
2.500000e+01,5.549833e-01,4.818511e-01,6.074439e-01,1.402731e-01,5.368008e+00,1.429452e-01,3.467650e-03,2.708623e-04,5.592825e-02,1.193354e-01,6.934973e-03,5.515156e-01,4.815802e-01,5.515156e-01,2.617707e+00,0.000000e+00,0.000000e+00,4.815802e-01,5.515156e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.433551e+01,0.000000e+00
2.500000e+01,1.717276e+00,5.365298e-01,7.609853e-01,1.141413e-01,1.247261e+01,8.494932e-02,1.724059e-03,2.628936e-06,5.585969e-07,3.453393e-03,3.441918e-03,1.715552e+00,5.365272e-01,7.609847e-01,5.936355e+00,3.251559e+00,8.162652e-02,0.000000e+00,7.609847e-01,1.090075e-01,8.729407e-01,5.365272e-01,1.544153e+00,7.953563e+01,6.603872e-01
2.500000e+01,1.066024e+00,6.460673e-01,7.290093e-01,6.195816e-02,9.791971e+00,4.833097e-02,5.157671e-05,1.906174e-04,1.264832e-06,4.875333e-04,1.003840e-04,1.065972e+00,6.458767e-01,7.290080e-01,4.572966e+00,1.514449e+00,0.000000e+00,1.465942e-01,7.290080e-01,6.253675e-02,3.369644e-01,4.992825e-01,7.572245e-01,5.875719e+01,2.587156e-01
2.500000e+01,1.173205e+00,4.205584e-01,6.496263e-01,9.533263e-02,1.197489e+01,7.756556e-02,4.464302e-04,1.050532e-05,5.706026e-07,9.078206e-04,8.744771e-04,1.172759e+00,4.205479e-01,6.496257e-01,4.300755e+00,1.975298e+00,0.000000e+00,0.000000e+00,6.496257e-01,7.239705e-02,5.231328e-01,4.205479e-01,9.876490e-01,5.496995e+01,3.748862e-01
2.500000e+01,2.003409e-01,6.843058e-01,8.148699e-01,8.798088e-02,4.595468e+00,1.157945e-01,7.574714e-03,1.708861e-04,6.221037e-01,1.259703e+00,1.515435e-02,1.927662e-01,6.841349e-01,1.927662e-01,1.946568e+00,0.000000e+00,0.000000e+00,6.841349e-01,1.927662e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.695954e+01,0.000000e+00
2.500000e+01,6.692189e-01,2.355876e-01,4.394882e-01,1.470395e-01,1.156167e+01,1.386459e-01,3.149061e-04,4.424556e-05,1.233082e-06,7.007206e-04,5.857144e-04,6.689040e-01,2.355434e-01,4.394870e-01,2.486011e+00,9.340930e-01,0.000000e+00,0.000000e+00,4.394870e-01,3.543155e-02,2.294170e-01,2.355434e-01,4.670465e-01,3.141194e+01,1.721900e-01
2.500000e+01,4.305415e-01,4.144414e-01,5.180631e-01,7.646856e-02,5.058888e+00,8.063767e-02,3.081420e-03,1.476437e-04,9.060302e-02,1.876665e-01,6.163581e-03,4.274601e-01,4.142938e-01,4.274601e-01,2.110968e+00,0.000000e+00,0.000000e+00,4.142938e-01,4.274601e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.780233e+01,0.000000e+00
2.500000e+01,1.465554e+00,6.577206e-01,1.029192e-01,1.021554e-01,1.247261e+01,6.287838e-02,1.276126e-03,1.945886e-06,4.134661e-07,2.556677e-03,2.547663e-03,1.464278e+00,6.577187e-01,1.029188e-01,5.169738e+00,4.368371e+00,2.912373e-01,0.000000e+00,1.029188e-01,1.336302e-01,1.070122e+00,6.577187e-01,1.892948e+00,7.316775e+01,8.095564e-01
2.500000e+01,1.201299e-01,4.731665e-01,7.540511e-01,1.236383e-01,4.668951e+00,1.524931e-01,9.408752e-03,2.394559e-04,6.433300e-01,1.305961e+00,1.882304e-02,1.107211e-01,4.729270e-01,1.107211e-01,1.278018e+00,0.000000e+00,0.000000e+00,4.729270e-01,1.107211e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.780426e+01,0.000000e+00
2.500000e+01,1.507545e-01,2.556150e-01,4.210936e-01,1.132803e-01,4.862966e+00,1.258181e-01,6.264986e-03,2.188134e-04,2.766041e-01,5.661791e-01,1.253261e-02,1.444895e-01,2.553962e-01,1.444895e-01,9.442609e-01,0.000000e+00,0.000000e+00,2.553962e-01,1.444895e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.274307e+01,0.000000e+00
2.500000e+01,1.497640e+00,2.928258e-01,7.314495e-01,8.677333e-02,1.247261e+01,6.647072e-02,1.349034e-03,2.057389e-06,4.370882e-07,2.702631e-03,2.693215e-03,1.496291e+00,2.928237e-01,7.314491e-01,4.676010e+00,2.262347e+00,2.884117e-01,0.000000e+00,7.314491e-01,5.949369e-02,4.764302e-01,2.928237e-01,8.427619e-01,6.314637e+01,3.604236e-01
2.500000e+01,8.301577e-01,6.442639e-01,3.721220e-03,1.288263e-01,1.203466e+01,1.010249e-01,6.724303e-04,1.190375e-05,7.292613e-07,1.361252e-03,1.323112e-03,8.294853e-01,6.442520e-01,3.720491e-03,3.670777e+00,3.090694e+00,0.000000e+00,0.000000e+00,3.720491e-03,1.128561e-01,8.257648e-01,6.442520e-01,1.545347e+00,4.853994e+01,5.939093e-01
2.500000e+01,9.586978e-01,6.660729e-01,5.150786e-01,7.751912e-02,9.791971e+00,5.957998e-02,6.357872e-05,2.349489e-04,1.558816e-06,6.004663e-04,1.237444e-04,9.586342e-01,6.658380e-01,5.150770e-01,4.317223e+00,1.993518e+00,0.000000e+00,8.616158e-03,5.150770e-01,8.231916e-02,4.435572e-01,6.572218e-01,9.967592e-01,5.557919e+01,3.405558e-01
2.500000e+01,4.217140e-01,2.435889e-01,8.317700e-02,9.712681e-02,1.219239e+01,8.603021e-02,8.479513e-04,6.763399e-06,5.956953e-07,1.705849e-03,1.682359e-03,4.208660e-01,2.435821e-01,8.317640e-02,1.693002e+00,1.237239e+00,0.000000e+00,0.000000e+00,8.317640e-02,4.471683e-02,3.376896e-01,2.435821e-01,6.186193e-01,2.244632e+01,2.473292e-01
2.500000e+01,1.042715e+00,4.348997e-01,3.396507e-01,1.278154e-01,1.245764e+01,1.055517e-01,2.059813e-03,3.466250e-06,6.956173e-07,4.125908e-03,4.111544e-03,1.040655e+00,4.348962e-01,3.396500e-01,3.832001e+00,2.484506e+00,0.000000e+00,0.000000e+00,3.396500e-01,8.782055e-02,7.010052e-01,4.348962e-01,1.242253e+00,5.172656e+01,5.306023e-01
2.500000e+01,5.573034e-01,2.561375e-01,8.291919e-01,1.019467e-01,4.833997e+00,1.145159e-01,5.910962e-03,1.969552e-04,2.777995e-01,5.678181e-01,1.182456e-02,5.513924e-01,2.559405e-01,5.513924e-01,2.166058e+00,0.000000e+00,0.000000e+00,2.559405e-01,5.513924e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.778740e+01,0.000000e+00
2.500000e+01,5.830711e-01,6.944096e-01,1.277928e-01,1.231295e-01,9.791970e+00,1.047338e-01,1.117595e-04,4.130562e-04,2.740578e-06,1.054112e-03,2.175182e-04,5.829593e-01,6.939965e-01,1.277901e-01,3.249386e+00,2.045708e+00,0.000000e+00,1.956904e-02,1.277901e-01,8.447423e-02,4.551693e-01,6.744275e-01,1.022854e+00,4.254323e+01,3.494714e-01
2.500000e+01,6.620991e-01,5.162551e-01,1.963333e-02,8.257118e-02,1.197471e+01,6.075106e-02,3.495012e-04,8.231438e-06,4.469353e-07,7.111580e-04,6.846002e-04,6.617496e-01,5.162469e-01,1.963288e-02,2.945827e+00,2.424636e+00,0.000000e+00,0.000000e+00,1.963288e-02,8.886684e-02,6.421167e-01,5.162469e-01,1.212318e+00,3.874854e+01,4.601485e-01
2.500000e+01,1.728060e-01,4.257643e-01,3.497031e-02,1.058162e-01,9.791970e+00,1.002702e-01,1.069930e-04,3.954476e-04,2.623541e-06,1.009256e-03,2.082415e-04,1.726990e-01,4.253689e-01,3.496769e-02,1.402881e+00,6.190181e-01,0.000000e+00,2.212914e-01,3.496769e-02,2.556136e-02,1.377313e-01,2.040775e-01,3.095091e-01,1.898235e+01,1.057478e-01
2.500000e+01,9.573443e-01,2.349234e-01,6.758987e-01,7.182430e-02,1.190084e+01,6.216712e-02,2.997330e-04,9.928048e-06,4.694498e-07,6.141081e-04,5.831602e-04,9.570446e-01,2.349135e-01,6.758982e-01,3.315691e+00,1.074046e+00,0.000000e+00,0.000000e+00,6.758982e-01,3.955520e-02,2.811463e-01,2.349135e-01,5.370232e-01,4.185620e+01,2.012004e-01
2.500000e+01,1.702902e+00,5.902575e-01,4.115966e-01,9.816875e-02,1.247261e+01,6.169542e-02,1.252118e-03,1.909233e-06,4.056874e-07,2.508614e-03,2.499733e-03,1.701650e+00,5.902556e-01,4.115962e-01,5.733835e+00,4.056964e+00,3.296957e-01,0.000000e+00,4.115962e-01,1.199236e-01,9.603580e-01,5.902556e-01,1.698786e+00,7.971245e+01,7.265191e-01
2.500000e+01,4.315946e-01,2.670969e-01,1.232949e-01,9.258216e-02,1.183345e+01,8.188253e-02,3.371380e-04,1.510241e-05,6.350320e-07,6.961825e-04,6.511391e-04,4.312575e-01,2.670818e-01,1.232943e-01,1.807032e+00,1.190045e+00,0.000000e+00,0.000000e+00,1.232943e-01,4.403671e-02,3.079632e-01,2.670818e-01,5.950225e-01,2.334540e+01,2.209022e-01
