T, CaO, SiO2, CO2, H2O, pH, MassWater, Ca_aq, Si_aq, C_aq, O_aq, H_aq, Ca_s, Si_s, C_s, O_s, H_s, Portlandite, AmorfSi, Calcite, mCSHQ, Ca_ss, Si_ss, H2O_ss, V_s, Gel_water
2.500000e+01,3.355307e-01,4.669711e-01,2.127941e-01,1.090168e-01,9.791971e+00,1.040834e-01,1.110666e-04,4.104944e-04,2.723468e-06,1.047587e-03,2.161699e-04,3.354196e-01,4.665606e-01,2.127914e-01,1.969693e+00,5.511391e-01,0.000000e+00,2.848615e-01,2.127914e-01,2.275841e-02,1.226283e-01,1.816991e-01,2.755695e-01,2.615743e+01,9.415194e-02
2.500000e+01,4.032367e-01,5.651636e-01,2.674298e-01,5.264334e-02,9.791971e+00,4.716142e-02,5.032633e-05,1.860132e-04,1.234105e-06,4.757961e-04,9.795022e-05,4.031864e-01,5.649776e-01,2.674286e-01,2.373073e+00,6.101483e-01,0.000000e+00,3.638243e-01,2.674286e-01,2.519510e-02,1.357578e-01,2.011533e-01,3.050742e-01,3.153998e+01,1.042326e-01
2.500000e+01,8.727165e-01,5.441840e-01,2.397050e-01,1.310525e-01,1.184773e+01,1.091171e-01,4.644307e-04,1.952805e-05,8.412802e-07,9.564032e-04,8.984676e-04,8.722521e-01,5.441645e-01,2.397042e-01,3.659103e+00,2.438228e+00,0.000000e+00,0.000000e+00,2.397042e-01,9.013008e-02,6.325479e-01,5.441645e-01,1.219114e+00,4.731789e+01,4.533646e-01
2.500000e+01,7.938173e-01,4.801235e-01,8.853713e-02,1.446519e-01,1.229704e+01,1.218234e-01,1.567428e-03,7.030394e-06,8.251108e-07,3.145137e-03,3.119997e-03,7.922499e-01,4.801165e-01,8.853630e-02,3.201631e+00,2.544150e+00,0.000000e+00,0.000000e+00,8.853630e-02,9.122670e-02,7.037136e-01,4.801165e-01,1.272075e+00,4.319013e+01,5.240002e-01
2.500000e+01,1.530132e+00,4.830010e-01,1.597305e-01,9.597899e-02,1.247261e+01,6.049623e-02,1.227781e-03,1.872561e-06,3.978019e-07,2.459894e-03,2.451145e-03,1.528904e+00,4.829991e-01,1.597301e-01,4.787784e+00,3.946842e+00,5.833246e-01,0.000000e+00,1.597301e-01,9.813207e-02,7.858495e-01,4.829991e-01,1.390097e+00,6.905327e+01,5.945020e-01
2.500000e+01,8.834221e-01,4.465063e-01,5.121557e-01,1.308792e-01,1.128506e+01,1.166171e-01,1.613373e-04,6.278999e-05,1.235579e-06,4.366659e-04,2.905549e-04,8.832608e-01,4.464435e-01,5.121545e-01,3.592839e+00,1.584765e+00,0.000000e+00,0.000000e+00,5.121545e-01,6.190993e-02,3.711063e-01,4.464435e-01,7.923824e-01,4.569449e+01,2.933094e-01
2.500000e+01,5.690427e-01,3.709257e-01,5.220608e-01,1.151417e-01,9.791970e+00,1.132783e-01,1.208700e-04,4.467218e-04,2.963876e-06,1.139866e-03,2.352500e-04,5.689218e-01,3.704790e-01,5.220578e-01,2.459308e+00,2.106250e-01,0.000000e+00,3.010402e-01,5.220578e-01,8.697425e-03,4.686399e-02,6.943874e-02,1.053125e-01,3.184770e+01,3.598138e-02
2.500000e+01,1.057103e+00,3.968344e-01,4.342567e-01,9.086809e-02,1.241120e+01,7.097921e-02,1.226908e-03,2.778982e-06,4.711606e-07,2.459180e-03,2.447543e-03,1.055876e+00,3.968316e-01,4.342562e-01,3.825882e+00,2.215661e+00,0.000000e+00,0.000000e+00,4.342562e-01,7.866007e-02,6.216199e-01,3.968316e-01,1.107830e+00,5.092382e+01,4.698124e-01
2.500000e+01,1.372779e-01,5.749050e-01,6.835417e-01,1.339515e-01,4.725533e+00,1.589369e-01,9.280458e-03,2.591036e-04,5.555443e-01,1.130172e+00,1.856593e-02,1.279974e-01,5.746459e-01,1.279974e-01,1.533284e+00,0.000000e+00,0.000000e+00,5.746459e-01,1.279974e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.139219e+01,0.000000e+00
2.500000e+01,1.661053e+00,6.250875e-01,8.731316e-01,7.496516e-02,1.200037e+01,4.829540e-02,2.956654e-04,6.168638e-06,3.523459e-07,6.008711e-04,5.803275e-04,1.660757e+00,6.250813e-01,8.731312e-01,6.138521e+00,2.962678e+00,0.000000e+00,0.000000e+00,8.731312e-01,1.084124e-01,7.876261e-01,6.250813e-01,1.481339e+00,7.867734e+01,5.651574e-01
2.500000e+01,1.431614e+00,2.224924e-01,3.502241e-03,1.267953e-01,1.247261e+01,9.619796e-02,1.952354e-03,2.977720e-06,6.325636e-07,3.910416e-03,3.897684e-03,1.429662e+00,2.224894e-01,3.501608e-03,3.586145e+00,3.409003e+00,1.064165e+00,0.000000e+00,3.501608e-03,4.520370e-02,3.619949e-01,2.224894e-01,6.403361e-01,5.551855e+01,2.738522e-01
2.500000e+01,1.283148e+00,6.935213e-01,4.098259e-01,1.203051e-01,1.199791e+01,9.075443e-02,5.522914e-04,1.165817e-05,6.626319e-07,1.120846e-03,1.083825e-03,1.282596e+00,6.935096e-01,4.098252e-01,5.131338e+00,3.284146e+00,0.000000e+00,0.000000e+00,4.098252e-01,1.201942e-01,8.727705e-01,6.935096e-01,1.642073e+00,6.660646e+01,6.261636e-01
2.500000e+01,1.279765e+00,5.254961e-01,3.098520e-01,1.374443e-01,1.247261e+01,1.082907e-01,2.197776e-03,3.351262e-06,7.120813e-07,4.401727e-03,4.387648e-03,1.277567e+00,5.254927e-01,3.098513e-01,4.573379e+00,3.250248e+00,1.127284e-01,0.000000e+00,3.098513e-01,1.067656e-01,8.549875e-01,5.254927e-01,1.512395e+00,6.289948e+01,6.468054e-01
2.500000e+01,4.796248e-01,5.967683e-01,3.538010e-01,6.851294e-02,9.791968e+00,6.344070e-02,6.768381e-05,2.501646e-04,1.659693e-06,6.391991e-04,1.317333e-04,4.795571e-01,5.965181e-01,3.537993e-01,2.662794e+00,5.652043e-01,0.000000e+00,4.101820e-01,3.537993e-01,2.333921e-02,1.257578e-01,1.863362e-01,2.826022e-01,3.525587e+01,9.655472e-02
2.500000e+01,1.489440e+00,3.996465e-01,5.355004e-01,1.465871e-01,1.247261e+01,1.205761e-01,2.447112e-03,3.731220e-06,7.928669e-07,4.900873e-03,4.885424e-03,1.486993e+00,3.996428e-01,5.354996e-01,4.808737e+00,2.902918e+00,3.012663e-01,0.000000e+00,5.354996e-01,8.119636e-02,6.502270e-01,3.996428e-01,1.150193e+00,6.603613e+01,4.919023e-01
2.500000e+01,4.007437e-01,3.203462e-01,2.354182e-01,1.434423e-01,9.791971e+00,1.367958e-01,1.459744e-04,5.394884e-04,3.579732e-06,1.376166e-03,2.841106e-04,4.005977e-01,3.198067e-01,2.354146e-01,1.882239e+00,7.423970e-01,0.000000e+00,7.505379e-02,2.354146e-01,3.065610e-02,1.651831e-01,2.447529e-01,3.711985e-01,2.439172e+01,1.268248e-01
2.500000e+01,6.448971e-01,3.927582e-01,1.442580e-01,7.603981e-02,1.202202e+01,5.916528e-02,3.818202e-04,7.183785e-06,4.287353e-07,7.743592e-04,7.506279e-04,6.445153e-01,3.927510e-01,1.442576e-01,2.656426e+00,1.875787e+00,0.000000e+00,0.000000e+00,1.442576e-01,6.854775e-02,5.002577e-01,3.927510e-01,9.378935e-01,3.471062e+01,3.594598e-01
2.500000e+01,1.569175e+00,3.947249e-01,2.373429e-01,1.336082e-01,1.247261e+01,1.008707e-01,2.047187e-03,3.120831e-06,6.632912e-07,4.100261e-03,4.087013e-03,1.567128e+00,3.947218e-01,2.373422e-01,4.654851e+00,3.647190e+00,6.875651e-01,0.000000e+00,2.373422e-01,8.019655e-02,6.422204e-01,3.947218e-01,1.136030e+00,6.734807e+01,4.858453e-01
2.500000e+01,3.005352e-01,5.822129e-01,5.104313e-02,5.995424e-02,9.791971e+00,4.987082e-02,5.321651e-05,1.966843e-04,1.305017e-06,5.029829e-04,1.035755e-04,3.004820e-01,5.820162e-01,5.104182e-02,2.127139e+00,1.121081e+00,0.000000e+00,2.124190e-01,5.104182e-02,4.629325e-02,2.494402e-01,3.695972e-01,5.605405e-01,2.846218e+01,1.915160e-01
2.500000e+01,6.613392e-01,4.330187e-01,5.030289e-01,9.265937e-02,9.791969e+00,8.627973e-02,9.205375e-05,3.402369e-04,2.257296e-06,8.686245e-04,1.791647e-04,6.612471e-01,4.326785e-01,5.030266e-01,2.888210e+00,7.111045e-01,0.000000e+00,1.982420e-01,5.030266e-01,2.936392e-02,1.582205e-01,2.344364e-01,3.555522e-01,3.727827e+01,1.214791e-01
2.500000e+01,1.741355e+00,4.606397e-01,6.234778e-01,7.932049e-02,1.247261e+01,4.887349e-02,9.918943e-04,1.511737e-06,3.213750e-07,1.987672e-03,1.980223e-03,1.740363e+00,4.606382e-01,6.234775e-01,5.601753e+00,3.386317e+00,3.674178e-01,0.000000e+00,6.234775e-01,9.358894e-02,7.494678e-01,4.606382e-01,1.325741e+00,7.701247e+01,5.669789e-01
2.500000e+01,5.477819e-01,6.868766e-01,2.721297e-01,1.213247e-01,9.791971e+00,1.102028e-01,1.175984e-04,4.346563e-04,2.883744e-06,1.109120e-03,2.288819e-04,5.476643e-01,6.864419e-01,2.721268e-01,3.083988e+00,1.238372e+00,0.000000e+00,2.781762e-01,2.721268e-01,5.113661e-02,2.755375e-01,4.082658e-01,6.191862e-01,4.067078e+01,2.115531e-01
2.500000e+01,4.246885e-01,4.911070e-01,1.256904e-01,9.577965e-02,9.791971e+00,8.370354e-02,8.932123e-05,3.301058e-04,2.190514e-06,8.428368e-04,1.738457e-04,4.245992e-01,4.907769e-01,1.256882e-01,2.329240e+00,1.343422e+00,0.000000e+00,4.787841e-02,1.256882e-01,5.547447e-02,2.989110e-01,4.428985e-01,6.717110e-01,3.049672e+01,2.294988e-01
2.500000e+01,2.245061e-01,5.856644e-01,3.416050e-01,7.320645e-02,4.968802e+00,7.870976e-02,3.410118e-03,1.413580e-04,1.205090e-01,2.481235e-01,6.821347e-03,2.210960e-01,5.855230e-01,2.210960e-01,1.834334e+00,0.000000e+00,0.000000e+00,5.855230e-01,2.210960e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.514613e+01,0.000000e+00
2.500000e+01,6.425952e-01,5.335411e-01,4.789012e-01,5.100360e-02,9.791971e+00,4.439176e-02,4.736980e-05,1.750746e-04,1.161642e-06,4.479404e-04,9.219604e-05,6.425478e-01,5.333660e-01,4.789000e-01,3.034828e+00,7.354968e-01,0.000000e+00,2.908879e-01,4.789000e-01,3.037117e-02,1.636478e-01,2.424781e-01,3.677484e-01,3.951813e+01,1.256460e-01
2.500000e+01,1.674979e+00,2.129070e-01,7.544824e-01,1.149109e-01,1.247261e+01,9.367061e-02,1.901060e-03,2.898208e-06,6.159460e-07,3.807730e-03,3.795284e-03,1.673078e+00,2.129041e-01,7.544818e-01,4.792796e+00,2.369892e+00,5.721968e-01,0.000000e+00,7.544818e-01,4.325623e-02,3.463993e-01,2.129041e-01,6.127491e-01,6.612018e+01,2.620541e-01
2.500000e+01,1.140579e+00,6.279939e-01,1.385408e-01,1.000554e-01,1.243925e+01,6.810562e-02,1.266616e-03,2.400882e-06,4.500929e-07,2.538172e-03,2.527709e-03,1.139312e+00,6.279915e-01,1.385403e-01,4.449810e+00,3.554869e+00,0.000000e+00,0.000000e+00,1.385403e-01,1.258741e-01,1.000772e+00,6.279915e-01,1.777434e+00,6.114192e+01,7.574427e-01
2.500000e+01,1.735705e+00,3.000329e-01,6.930398e-01,1.147804e-01,1.247261e+01,8.936911e-02,1.813761e-03,2.766073e-06,5.876600e-07,3.632967e-03,3.620998e-03,1.733891e+00,3.000301e-01,6.930392e-01,5.136229e+00,2.832398e+00,5.526968e-01,0.000000e+00,6.930392e-01,6.095783e-02,4.881552e-01,3.000301e-01,8.635023e-01,7.111954e+01,3.692936e-01
2.500000e+01,1.603106e+00,4.775496e-01,4.466510e-01,6.572818e-02,1.247261e+01,3.418295e-02,6.937485e-04,1.057931e-06,2.247754e-07,1.390815e-03,1.385002e-03,1.602412e+00,4.775485e-01,4.466508e-01,5.204001e+00,3.506379e+00,3.787802e-01,0.000000e+00,4.466508e-01,9.702466e-02,7.769813e-01,4.775485e-01,1.374409e+00,7.239310e+01,5.877931e-01
2.500000e+01,4.906516e-01,6.386534e-01,8.038405e-01,1.014496e-01,4.796199e+00,1.158710e-01,6.257323e-03,1.960545e-04,3.194462e-01,6.518027e-01,1.251765e-02,4.843943e-01,6.384573e-01,4.843943e-01,2.730098e+00,0.000000e+00,0.000000e+00,6.384573e-01,4.843943e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.640588e+01,0.000000e+00
2.500000e+01,1.680716e+00,4.142479e-01,6.488784e-01,1.452952e-01,1.247261e+01,1.175472e-01,2.385640e-03,3.637232e-06,7.729499e-07,4.777811e-03,4.762701e-03,1.678330e+00,4.142443e-01,6.488776e-01,5.352259e+00,3.095371e+00,3.554688e-01,0.000000e+00,6.488776e-01,8.416298e-02,6.739839e-01,4.142443e-01,1.192217e+00,7.334177e+01,5.098747e-01
2.500000e+01,1.640836e+00,3.286353e-01,8.247247e-01,8.456218e-02,1.247261e+01,6.254727e-02,1.269406e-03,1.935963e-06,4.112889e-07,2.543224e-03,2.534246e-03,1.639567e+00,3.286334e-01,8.247243e-01,5.172255e+00,2.451946e+00,2.801491e-01,0.000000e+00,8.247243e-01,6.676921e-02,5.346932e-01,3.286334e-01,9.458238e-01,6.957069e+01,4.045001e-01
2.500000e+01,1.324944e+00,4.051970e-01,8.494177e-01,1.322322e-01,1.186300e+01,1.158124e-01,5.108061e-04,2.006510e-05,8.874292e-07,1.049647e-03,9.898710e-04,1.324433e+00,4.051769e-01,8.494168e-01,4.746721e+00,1.826201e+00,0.000000e+00,0.000000e+00,8.494168e-01,6.743224e-02,4.750164e-01,4.051769e-01,9.131007e-01,6.015445e+01,3.402306e-01
2.500000e+01,9.783705e-01,3.872440e-01,5.713004e-01,1.328994e-01,1.167930e+01,1.183478e-01,3.443872e-04,2.992014e-05,9.861090e-07,7.340493e-04,6.516992e-04,9.780261e-01,3.872141e-01,5.712994e-01,3.703969e+00,1.617831e+00,0.000000e+00,0.000000e+00,5.712994e-01,6.064652e-02,4.067267e-01,3.872141e-01,8.089154e-01,4.700798e+01,2.975408e-01
2.500000e+01,1.383618e+00,2.150813e-01,6.253297e-01,1.286168e-01,1.247261e+01,1.102748e-01,2.238043e-03,3.411030e-06,7.251296e-07,4.482335e-03,4.468040e-03,1.381380e+00,2.150779e-01,6.253290e-01,4.087314e+00,2.050240e+00,4.061148e-01,0.000000e+00,6.253290e-01,4.369788e-02,3.499361e-01,2.150779e-01,6.190053e-01,5.605681e+01,2.647297e-01
2.500000e+01,3.539313e-01,6.777549e-01,5.156156e-01,1.048556e-01,4.978609e+00,1.124647e-01,4.807621e-03,2.024678e-04,1.664919e-01,3.430068e-01,9.616763e-03,3.491237e-01,6.775524e-01,3.491237e-01,2.402476e+00,0.000000e+00,0.000000e+00,6.775524e-01,3.491237e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.254355e+01,0.000000e+00
2.500000e+01,1.393051e-01,5.187882e-01,8.556605e-01,9.782316e-02,4.584598e+00,1.302198e-01,8.579055e-03,1.901174e-04,7.249345e-01,1.467412e+00,1.716376e-02,1.307260e-01,5.185981e-01,1.307260e-01,1.429374e+00,0.000000e+00,0.000000e+00,5.185981e-01,1.307260e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.986758e+01,0.000000e+00
2.500000e+01,1.381410e+00,2.850161e-01,4.574113e-01,9.361316e-02,1.247261e+01,7.064990e-02,1.433851e-03,2.188230e-06,4.645684e-07,2.872428e-03,2.862542e-03,1.379976e+00,2.850139e-01,4.574108e-01,4.143952e+00,2.558253e+00,4.588418e-01,0.000000e+00,4.574108e-01,5.790694e-02,4.637235e-01,2.850139e-01,8.202848e-01,5.795012e+01,3.508108e-01
2.500000e+01,9.441857e-01,3.911592e-01,8.586554e-01,9.610504e-02,9.791970e+00,9.267399e-02,9.888539e-05,3.654638e-04,2.424969e-06,9.328934e-04,1.924609e-04,9.440868e-01,3.907937e-01,8.586530e-01,3.634967e+00,3.839729e-01,0.000000e+00,2.642058e-01,8.586530e-01,1.585555e-02,8.543384e-02,1.265879e-01,1.919864e-01,4.636828e+01,6.559467e-02
2.500000e+01,2.145425e-01,3.307824e-01,1.186479e-01,1.303173e-01,9.791969e+00,1.264782e-01,1.349509e-04,4.987589e-04,3.309261e-06,1.272415e-03,2.626553e-04,2.144075e-01,3.302836e-01,1.186446e-01,1.327462e+00,4.303960e-01,0.000000e+00,1.883910e-01,1.186446e-01,1.777252e-02,9.576296e-02,1.418927e-01,2.151980e-01,1.768362e+01,7.352519e-02
2.500000e+01,7.147232e-01,3.514987e-01,2.317403e-01,1.025668e-01,1.217163e+01,8.665684e-02,8.105695e-04,7.212084e-06,6.029619e-07,1.631627e-03,1.606854e-03,7.139126e-01,3.514915e-01,2.317397e-01,2.766062e+00,1.771375e+00,0.000000e+00,0.000000e+00,2.317397e-01,6.411405e-02,4.821729e-01,3.514915e-01,8.856873e-01,3.629113e+01,3.520973e-01
2.500000e+01,1.012973e+00,3.436332e-01,8.128878e-01,7.224380e-02,9.791972e+00,6.416543e-02,6.847790e-05,2.530617e-04,1.679442e-06,6.465995e-04,1.332787e-04,1.012905e+00,3.433801e-01,8.128861e-01,3.774917e+00,8.989604e-01,0.000000e+00,4.701148e-02,8.128861e-01,3.712114e-02,2.000184e-01,2.963687e-01,4.494802e-01,4.775812e+01,1.535708e-01
2.500000e+01,1.242946e+00,4.765337e-01,4.981051e-01,1.210102e-01,1.240395e+01,9.722060e-02,1.649096e-03,3.908367e-06,6.461076e-07,3.304911e-03,3.289412e-03,1.241297e+00,4.765298e-01,4.981045e-01,4.516239e+00,2.651347e+00,0.000000e+00,0.000000e+00,4.981045e-01,9.419067e-02,7.431924e-01,4.765298e-01,1.325674e+00,6.013154e+01,5.613708e-01
2.500000e+01,4.986872e-01,5.976958e-01,8.895239e-01,1.304982e-01,4.803997e+00,1.485094e-01,7.946850e-03,2.521738e-04,3.987835e-01,8.139690e-01,1.589746e-02,4.907404e-01,5.974436e-01,4.907404e-01,2.667108e+00,0.000000e+00,0.000000e+00,5.974436e-01,4.907404e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.545087e+01,0.000000e+00
2.500000e+01,8.759267e-01,5.205910e-01,1.133318e-01,9.038532e-02,1.229402e+01,6.561612e-02,8.377363e-04,3.822728e-06,4.446779e-07,1.681974e-03,1.667406e-03,8.750890e-01,5.205872e-01,1.133314e-01,3.520448e+00,2.755043e+00,0.000000e+00,0.000000e+00,1.133314e-01,9.881297e-02,7.617576e-01,5.205872e-01,1.377522e+00,4.741176e+01,5.669466e-01
2.500000e+01,5.099067e-01,2.690599e-01,9.264468e-01,1.387532e-01,4.803390e+00,1.579476e-01,8.457939e-03,2.681270e-04,4.249980e-01,8.674522e-01,1.691988e-02,5.014488e-01,2.687918e-01,5.014488e-01,2.041930e+00,0.000000e+00,0.000000e+00,2.687918e-01,5.014488e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.631547e+01,0.000000e+00
2.500000e+01,8.959655e-01,2.005553e-01,7.413018e-01,7.450810e-02,1.109346e+01,6.844145e-02,7.427638e-05,5.073897e-05,8.152162e-07,2.458471e-04,1.329247e-04,8.958912e-01,2.005046e-01,7.413010e-01,3.116657e+00,6.743086e-01,0.000000e+00,0.000000e+00,7.413010e-01,2.679013e-02,1.545902e-01,2.005046e-01,3.371543e-01,3.903557e+01,1.232774e-01
2.500000e+01,3.247960e-01,4.325467e-01,4.734353e-01,1.398967e-01,5.079072e+00,1.470008e-01,5.458026e-03,2.701074e-04,1.540973e-01,3.196535e-01,1.091726e-02,3.193380e-01,4.322766e-01,3.193380e-01,1.822567e+00,0.000000e+00,0.000000e+00,4.322766e-01,3.193380e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.433045e+01,0.000000e+00
2.500000e+01,1.028776e-01,2.131457e-01,1.759391e-01,5.739539e-02,5.030136e+00,6.085991e-02,2.422068e-03,1.108195e-04,7.548357e-02,1.560352e-01,4.844785e-03,1.004555e-01,2.130349e-01,1.004555e-01,7.274364e-01,0.000000e+00,0.000000e+00,2.130349e-01,1.004555e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.888236e+00,0.000000e+00
2.500000e+01,3.021799e-01,3.554792e-01,8.390053e-01,6.195087e-02,4.546854e+00,8.616375e-02,5.796158e-03,1.207159e-04,5.426216e-01,1.097081e+00,1.159632e-02,2.963837e-01,3.553585e-01,2.963837e-01,1.599868e+00,0.000000e+00,0.000000e+00,3.553585e-01,2.963837e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.125203e+01,0.000000e+00
