T, CaO, SiO2, Al2O3, SO3, K2O, CO2, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, S_aq, K_aq, C_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, S_s, K_s, C_s, O_s, H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Monosulfate, Gypsum, Ettringite, Straetlingite, Chabazite, Calcite, Hemicarbonate, Monocarbonate, Thaumasite, mETss, Al_ET_ss, Ca_ET_ss, S_ET_ss, C_ET_ss, H2O_ET_ss,  mCSHQ, Ca_ss, Si_ss, K_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.008163e+00,4.119694e-01,3.057728e-02,3.796487e-02,8.219307e-03,6.360353e-01,1.069895e-01,1.213186e+01,8.423403e-02,1.431122e-05,4.164897e-04,1.089656e-04,1.867207e-03,5.855498e-03,5.670499e-05,1.056299e-02,1.814937e-03,1.008149e+00,4.115529e-01,6.104559e-02,3.609766e-02,1.058312e-02,6.359786e-01,4.596974e+00,2.577218e+00,0.000000e+00,0.000000e+00,6.104559e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.998809e-01,0.000000e+00,0.000000e+00,3.609766e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.168961e-02,2.999748e-01,3.754552e-01,1.058312e-02,6.555758e-01,5.828277e+01,2.386851e-01
2.500000e+01,1.386292e+00,3.808307e-01,4.678509e-02,4.982262e-02,6.864080e-03,4.720396e-01,1.427873e-01,1.284691e+01,1.053749e-01,5.588357e-04,3.444945e-06,1.913459e-06,1.289978e-05,8.646413e-03,1.296245e-06,9.798779e-03,9.727364e-03,1.385733e+00,3.808273e-01,9.356827e-02,4.980972e-02,5.081747e-03,4.720383e-01,5.484910e+00,4.202247e+00,1.068780e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.384867e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.277191e-02,3.657719e-02,1.097316e-01,4.980972e-02,5.056063e-03,5.852350e-01,7.743831e-02,6.166547e-01,3.808273e-01,5.081747e-03,1.095559e+00,7.457577e+01,4.666671e-01
2.500000e+01,1.219393e+00,3.993773e-01,4.587527e-02,2.656181e-02,8.561650e-03,7.878457e-01,5.669253e-02,1.245555e+01,3.231755e-02,5.920069e-06,1.375570e-04,7.279653e-05,9.426381e-04,3.392870e-03,3.122292e-05,5.636235e-03,1.314422e-03,1.219387e+00,3.992397e-01,9.167774e-02,2.561917e-02,1.373043e-02,7.878145e-01,5.181571e+00,2.733673e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.583887e-02,0.000000e+00,7.621953e-01,0.000000e+00,0.000000e+00,2.561917e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.762282e-02,2.886565e-01,3.277817e-01,1.373043e-02,6.158379e-01,6.682585e+01,2.245814e-01
2.500000e+01,1.125612e+00,3.094952e-01,5.092165e-02,4.789147e-02,9.903147e-03,7.857461e-02,5.984090e-02,1.333024e+01,2.109938e-02,2.496359e-05,1.077558e-06,1.266190e-06,3.946503e-05,6.361392e-03,1.803327e-06,6.496541e-03,6.325645e-03,1.125587e+00,3.094941e-01,1.018420e-01,4.785200e-02,1.344490e-02,7.857281e-02,4.372139e+00,4.334752e+00,3.507579e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.053142e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.178101e-02,3.497238e-02,1.049171e-01,4.785200e-02,4.606564e-03,5.595581e-01,6.304384e-02,4.956413e-01,3.094941e-01,1.344490e-02,8.892771e-01,6.212387e+01,3.751774e-01
2.500000e+01,1.157634e+00,5.412598e-01,3.701495e-02,2.113718e-02,1.063153e-02,3.641427e-01,1.488696e-01,1.277131e+01,1.169929e-01,7.455658e-05,2.335528e-05,7.934504e-05,1.132545e-04,9.008734e-03,7.394464e-06,9.504800e-03,8.807190e-03,1.157559e+00,5.412364e-01,7.395055e-02,2.102393e-02,1.225433e-02,3.641353e-01,4.942458e+00,3.588061e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.646282e-02,0.000000e+00,3.492039e-01,0.000000e+00,0.000000e+00,0.000000e+00,9.614087e-03,1.544287e-02,4.632862e-02,2.102393e-02,2.140385e-03,2.470860e-01,9.308600e-02,6.779372e-01,5.247736e-01,1.225433e-02,1.274541e+00,6.505387e+01,4.882239e-01
2.500000e+01,1.206332e+00,4.798454e-01,6.745473e-02,2.576075e-02,8.307547e-03,1.960892e-01,5.871041e-02,1.314587e+01,1.690677e-02,3.495165e-05,6.692387e-07,6.453717e-07,1.094405e-05,3.190164e-03,6.344255e-07,3.285982e-03,3.235078e-03,1.206297e+00,4.798447e-01,1.349088e-01,2.574981e-02,1.342493e-02,1.960886e-01,5.173445e+00,4.657913e+00,9.250075e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.355186e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.174717e-02,1.886533e-02,5.659600e-02,2.574981e-02,2.548195e-03,3.018453e-01,9.765689e-02,7.728454e-01,4.798447e-01,1.342493e-02,1.379622e+00,7.060127e+01,5.849909e-01
2.500000e+01,1.327487e+00,4.969108e-01,4.237573e-02,2.521761e-02,9.240885e-03,1.184800e-01,1.281533e-01,1.295451e+01,8.643110e-02,3.240651e-04,2.957252e-06,2.050740e-06,1.898053e-05,9.750248e-03,1.504732e-06,1.044510e-02,1.034994e-02,1.327163e+00,4.969078e-01,8.474941e-02,2.519863e-02,8.731522e-03,1.184785e-01,5.107560e+00,4.685077e+00,2.529807e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.281021e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.151332e-02,1.849221e-02,5.547662e-02,2.519863e-02,2.539683e-03,2.958753e-01,1.010678e-01,8.033810e-01,4.969078e-01,8.731522e-03,1.429268e+00,7.164981e+01,6.080247e-01
2.500000e+01,1.131759e+00,4.811646e-01,4.129771e-02,4.469796e-02,1.072094e-02,3.090882e-01,1.361895e-01,1.286625e+01,1.004307e-01,8.417544e-05,1.357814e-05,3.212489e-05,8.583633e-05,9.638414e-03,5.486389e-06,1.003538e-02,9.572335e-03,1.131675e+00,4.811510e-01,8.256330e-02,4.461212e-02,1.180347e-02,3.090827e-01,4.986628e+00,4.021805e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.796584e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.039245e-02,3.275475e-02,9.826425e-02,4.461212e-02,4.520001e-03,5.240760e-01,8.799812e-02,6.541350e-01,4.811510e-01,1.180347e-02,1.212879e+00,6.625405e+01,4.765022e-01
2.500000e+01,1.020154e+00,3.789168e-01,5.352947e-02,2.888821e-02,1.119164e-02,5.405404e-01,6.346869e-02,1.283847e+01,3.707035e-02,7.628601e-06,7.445311e-05,7.614597e-05,1.017885e-03,5.705904e-03,3.070271e-05,7.979678e-03,3.477822e-03,1.020146e+00,3.788423e-01,1.069828e-01,2.787032e-02,1.667738e-02,5.405097e-01,4.596608e+00,2.970668e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.349140e-02,0.000000e+00,5.126394e-01,0.000000e+00,0.000000e+00,2.787032e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.794910e-02,3.169132e-01,2.974806e-01,1.667738e-02,6.393480e-01,5.993767e+01,2.309012e-01
2.500000e+01,1.283158e+00,3.512712e-01,5.882037e-02,4.496585e-02,1.087209e-02,5.978217e-01,8.482961e-02,1.303226e+01,5.165250e-02,2.193934e-05,1.293945e-05,3.866107e-05,1.539531e-04,7.793778e-03,8.442667e-06,8.211772e-03,7.456651e-03,1.283136e+00,3.512583e-01,1.176021e-01,4.481190e-02,1.395040e-02,5.978133e-01,5.362004e+00,3.725821e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.509625e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.046096e-02,3.286166e-02,9.858497e-02,4.481190e-02,4.480586e-03,5.257865e-01,6.348036e-02,4.641078e-01,3.512583e-01,1.395040e-02,8.710519e-01,7.016453e+01,3.357246e-01
2.500000e+01,1.372633e+00,4.849221e-01,6.946219e-02,2.532238e-02,9.657947e-03,4.240741e-01,1.307468e-01,1.290428e+01,9.054239e-02,1.587174e-04,6.130034e-06,7.826529e-06,3.785267e-05,9.288794e-03,2.626196e-06,9.701507e-03,9.507162e-03,1.372474e+00,4.849160e-01,1.389166e-01,2.528453e-02,1.002710e-02,4.240715e-01,5.736372e+00,4.513362e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.613370e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.155571e-02,1.856074e-02,5.568222e-02,2.528453e-02,2.556582e-03,2.969718e-01,9.306844e-02,7.147435e-01,4.849160e-01,1.002710e-02,1.297752e+00,7.631813e+01,5.330667e-01
2.500000e+01,1.348077e+00,4.928948e-01,6.970947e-02,3.009566e-02,8.041861e-03,4.234679e-01,1.483831e-01,1.275104e+01,1.080507e-01,1.598160e-04,1.042907e-05,1.797293e-05,3.795187e-05,7.537882e-03,2.854067e-06,7.968878e-03,7.741475e-03,1.347917e+00,4.928844e-01,1.394010e-01,3.005771e-02,8.545840e-03,4.234650e-01,5.743415e+00,4.518502e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.617408e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.374684e-02,2.208145e-02,6.624435e-02,3.005771e-02,3.064466e-03,3.533032e-01,9.115827e-02,6.852930e-01,4.928844e-01,8.545840e-03,1.260691e+00,7.591810e+01,5.023405e-01
2.500000e+01,1.148699e+00,3.557875e-01,4.212871e-02,3.738711e-02,8.199370e-03,4.405381e-02,6.770586e-02,1.316870e+01,2.940328e-02,5.669167e-05,1.193105e-06,1.187607e-06,2.169521e-05,5.885739e-03,1.219243e-06,6.048253e-03,5.949997e-03,1.148642e+00,3.557863e-01,8.425623e-02,3.736541e-02,1.051300e-02,4.405259e-02,4.333843e+00,4.283572e+00,3.681356e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.192139e-02,0.000000e+00,0.000000e+00,0.000000e+00,1.704230e-02,2.736851e-02,8.210551e-02,3.736541e-02,3.687341e-03,4.378961e-01,7.241543e-02,5.727044e-01,3.557863e-01,1.051300e-02,1.022872e+00,6.189395e+01,4.335030e-01
2.500000e+01,1.275477e+00,4.248321e-01,3.050810e-02,3.089340e-02,6.202849e-03,3.956836e-01,1.049715e-01,1.287186e+01,7.169047e-02,3.504709e-04,2.364566e-06,1.384995e-06,1.002727e-05,6.353442e-03,9.494124e-07,7.081310e-03,7.026658e-03,1.275127e+00,4.248297e-01,6.101482e-02,3.088337e-02,6.052256e-03,3.956827e-01,4.968488e+00,3.730277e+00,6.935808e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.733829e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.411741e-02,2.267573e-02,6.802717e-02,3.088337e-02,3.130214e-03,3.628116e-01,8.639053e-02,6.876802e-01,4.248297e-01,6.052256e-03,1.222104e+00,6.759829e+01,5.204267e-01
2.500000e+01,1.121350e+00,4.782987e-01,6.159898e-02,3.540806e-02,1.119012e-02,1.962990e-01,1.234260e-01,1.298090e+01,8.373953e-02,1.175134e-04,6.098944e-06,8.584929e-06,5.329992e-05,1.052687e-02,3.363477e-06,1.088961e-02,1.062993e-02,1.121232e+00,4.782926e-01,1.231894e-01,3.535476e-02,1.185337e-02,1.962956e-01,4.998296e+00,4.462223e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.441160e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.615043e-02,2.593971e-02,7.781911e-02,3.535476e-02,3.554796e-03,4.150353e-01,9.190065e-02,7.047980e-01,4.782926e-01,1.185337e-02,1.281203e+00,6.733155e+01,5.256107e-01
2.500000e+01,1.231782e+00,3.252631e-01,4.751589e-02,3.128418e-02,1.076593e-02,3.620333e-01,7.560569e-02,1.323916e+01,4.238578e-02,6.598154e-05,1.878638e-06,2.036464e-06,4.689477e-05,1.016056e-02,2.404746e-06,1.039487e-02,1.018860e-02,1.231716e+00,3.252612e-01,9.502974e-02,3.123729e-02,1.137130e-02,3.620309e-01,4.719222e+00,3.741959e+00,1.733766e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.228932e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.423594e-02,2.286016e-02,6.858047e-02,3.123729e-02,3.052951e-03,3.657625e-01,6.622324e-02,5.225266e-01,3.252612e-01,1.137130e-02,9.349079e-01,6.458030e+01,3.955315e-01
2.500000e+01,1.265254e+00,5.667024e-01,3.536244e-02,4.540883e-02,8.172383e-03,1.984227e-01,1.244551e-01,1.289252e+01,8.221596e-02,3.677774e-04,2.779032e-06,1.728174e-06,1.312822e-05,7.766839e-03,1.176742e-06,8.536550e-03,8.466924e-03,1.264886e+00,5.666996e-01,7.072315e-02,4.539570e-02,8.577927e-03,1.984215e-01,5.407845e+00,4.732311e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.751285e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.074898e-02,3.332719e-02,9.998156e-02,4.539570e-02,4.595079e-03,5.332350e-01,1.150790e-01,9.149843e-01,5.666996e-01,8.577927e-03,1.627243e+00,7.436285e+01,6.925290e-01
2.500000e+01,1.243315e+00,5.893252e-01,4.381333e-02,2.506378e-02,1.193200e-02,2.243640e-01,1.265625e-01,1.294871e+01,8.661559e-02,1.241264e-04,6.487588e-06,9.269850e-06,4.981237e-05,1.002692e-02,3.230131e-06,1.039694e-02,1.014916e-02,1.243191e+00,5.893187e-01,8.761739e-02,2.501397e-02,1.383708e-02,2.243608e-01,5.328206e+00,4.488538e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.872092e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.142901e-02,1.835681e-02,5.507043e-02,2.501397e-02,2.521249e-03,2.937090e-01,1.126984e-01,8.623901e-01,5.893187e-01,1.383708e-02,1.569627e+00,7.162441e+01,6.418563e-01
2.500000e+01,1.110716e+00,3.607699e-01,3.123758e-02,2.097357e-02,7.992444e-03,7.305501e-01,7.313491e-02,1.245139e+01,5.299408e-02,1.019128e-05,1.858534e-04,1.040946e-04,1.113334e-03,4.558512e-03,3.919330e-05,7.276230e-03,2.077093e-03,1.110706e+00,3.605840e-01,6.237107e-02,1.986024e-02,1.142638e-02,7.305109e-01,4.587640e+00,2.271788e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.118553e-02,0.000000e+00,7.106507e-01,0.000000e+00,0.000000e+00,1.986024e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.533398e-02,2.781034e-01,3.095383e-01,1.142638e-02,5.885061e-01,5.887945e+01,2.149424e-01
2.500000e+01,1.226873e+00,4.441099e-01,6.185066e-02,3.635045e-02,7.472694e-03,4.495001e-01,1.266487e-01,1.271602e+01,9.102516e-02,6.790541e-05,1.649550e-05,5.359687e-05,6.440684e-05,6.047129e-03,4.408335e-06,6.393942e-03,5.970094e-03,1.226805e+00,4.440934e-01,1.236477e-01,3.628604e-02,8.898259e-03,4.494957e-01,5.306695e+00,3.987866e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.231528e-03,0.000000e+00,4.055296e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.659698e-02,2.665983e-02,7.997948e-02,3.628604e-02,3.703695e-03,4.265572e-01,7.729471e-02,5.637833e-01,4.358619e-01,8.898259e-03,1.058637e+00,6.974825e+01,4.061044e-01
2.500000e+01,1.201836e+00,3.133612e-01,6.060712e-02,3.262346e-02,8.906805e-03,4.236442e-01,1.118337e-01,1.303588e+01,7.856543e-02,2.280664e-04,2.825546e-06,2.282533e-06,2.719833e-05,1.108823e-02,1.860754e-06,1.160800e-02,1.147885e-02,1.201608e+00,3.133584e-01,1.212120e-01,3.259626e-02,6.725385e-03,4.236423e-01,4.835089e+00,3.753020e+00,5.764513e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.717264e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.488485e-02,2.390626e-02,7.171879e-02,3.259626e-02,3.263132e-03,3.825002e-01,6.374967e-02,5.059063e-01,3.133584e-01,6.725385e-03,9.011834e-01,6.517494e+01,3.829090e-01
2.500000e+01,1.188740e+00,3.964311e-01,5.678345e-02,4.747646e-02,8.065405e-03,2.006857e-01,1.074599e-01,1.299384e+01,6.715976e-02,2.223834e-04,2.349378e-06,1.757371e-06,1.835756e-05,8.453350e-03,1.351025e-06,8.942504e-03,8.852668e-03,1.188518e+00,3.964288e-01,1.135651e-01,4.745810e-02,7.677460e-03,2.006843e-01,4.959193e+00,4.519776e+00,1.295167e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.565423e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.167806e-02,3.481762e-02,1.044529e-01,4.745810e-02,4.768324e-03,5.570819e-01,8.063957e-02,6.405108e-01,3.964288e-01,7.677460e-03,1.140178e+00,6.853886e+01,4.847733e-01
