T, CaO, SiO2, Al2O3, SO3, K2O, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, S_aq, K_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, S_s, K_s, O_s,  H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Monosulfate, Gypsum, Ettringite, Straetlingite, Chabazite, mCSHQ, Ca_ss, Si_ss, K_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.100370e+00,4.669947e-01,4.351862e-02,2.561967e-02,6.507768e-03,6.358807e-02,1.300883e+01,2.775376e-02,8.723891e-05,9.803985e-07,1.311209e-05,3.211418e-07,3.635470e-03,3.826773e-03,3.794413e-03,1.100283e+00,4.669937e-01,8.702413e-02,2.561935e-02,9.380066e-03,4.245278e+00,3.997847e+00,1.898028e-01,0.000000e+00,0.000000e+00,1.789272e-02,2.561935e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.499756e-02,7.543245e-01,4.669937e-01,9.380066e-03,1.343094e+00,5.978624e+01,5.709199e-01
2.500000e+01,9.902592e-01,5.868630e-01,3.762247e-02,2.384236e-02,7.123284e-03,1.392669e-01,1.275021e+01,1.034749e-01,3.780061e-04,5.275385e-06,3.803361e-05,2.096238e-06,6.766014e-03,7.572070e-03,7.470334e-03,9.898812e-01,5.868577e-01,7.520691e-02,2.384026e-02,7.480554e-03,4.357422e+00,4.011507e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.384026e-02,0.000000e+00,0.000000e+00,1.376319e-02,0.000000e+00,1.115429e-01,8.669938e-01,5.730945e-01,7.480554e-03,1.561884e+00,5.994106e+01,6.510485e-01
2.500000e+01,1.166314e+00,3.166763e-01,6.761208e-02,4.277751e-02,6.600984e-03,1.275823e-01,1.288928e+01,9.077690e-02,4.180763e-04,3.014816e-06,3.195829e-05,5.429796e-07,8.481197e-03,9.355633e-03,9.278725e-03,1.165896e+00,3.166733e-01,1.351922e-01,4.277697e-02,4.720771e-03,4.199311e+00,4.133178e+00,4.078487e-01,0.000000e+00,0.000000e+00,2.481913e-02,4.277697e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.439909e-02,5.124819e-01,3.166733e-01,4.720771e-03,9.109480e-01,6.010725e+01,3.878441e-01
2.500000e+01,9.030987e-01,3.406283e-01,6.865964e-02,3.870385e-02,6.735630e-03,1.136837e-01,1.291065e+01,8.150918e-02,3.503184e-04,2.731446e-06,3.024571e-05,5.475664e-07,8.109092e-03,8.846013e-03,8.773349e-03,9.027484e-01,3.406256e-01,1.372890e-01,3.870330e-02,5.362168e-03,3.717070e+00,3.616692e+00,1.070344e-01,0.000000e+00,0.000000e+00,2.994121e-02,3.870330e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.927349e-02,5.510771e-01,3.406256e-01,5.362168e-03,9.798182e-01,5.174842e+01,4.170594e-01
2.500000e+01,1.221577e+00,5.706136e-01,3.798676e-02,4.244416e-02,1.148704e-02,1.460989e-01,1.297500e+01,1.042694e-01,3.649954e-04,3.607711e-06,1.533007e-05,8.726476e-06,1.243281e-02,1.320151e-02,1.312343e-02,1.221212e+00,5.706100e-01,7.595819e-02,4.243543e-02,1.054127e-02,4.964565e+00,4.711239e+00,1.426029e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.575093e-02,0.000000e+00,2.228169e-03,0.000000e+00,0.000000e+00,1.160645e-01,9.222364e-01,5.706100e-01,1.054127e-02,1.641202e+00,6.988394e+01,6.979887e-01
2.500000e+01,1.054048e+00,4.719198e-01,5.282401e-02,4.465189e-02,6.378766e-03,6.142055e-02,1.301565e+01,2.337889e-02,7.192558e-05,8.295513e-07,1.123182e-05,2.810798e-07,3.119535e-03,3.278087e-03,3.250088e-03,1.053976e+00,4.719190e-01,1.056368e-01,4.465161e-02,9.637997e-03,4.415090e+00,4.240095e+00,8.868301e-02,0.000000e+00,0.000000e+00,8.166785e-03,4.465161e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.600138e-02,7.621863e-01,4.719190e-01,9.637997e-03,1.357241e+00,6.174349e+01,5.768731e-01
2.500000e+01,1.075171e+00,4.446129e-01,6.131960e-02,2.347691e-02,8.739468e-03,1.369651e-01,1.291814e+01,1.017602e-01,4.269298e-04,3.421472e-06,3.846276e-05,7.121472e-07,1.034602e-02,1.124545e-02,1.115368e-02,1.074744e+00,4.446095e-01,1.226007e-01,2.347620e-02,7.132920e-03,4.204526e+00,3.965334e+00,1.481393e-01,0.000000e+00,0.000000e+00,3.782417e-02,2.347620e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.042246e-02,7.192275e-01,4.446095e-01,7.132920e-03,1.278916e+00,5.866799e+01,5.443199e-01
2.500000e+01,1.105457e+00,5.984254e-01,3.959933e-02,3.784948e-02,1.074575e-02,6.543168e-02,1.313071e+01,2.530526e-02,4.675827e-05,1.133457e-06,2.032944e-05,6.815269e-07,4.590901e-03,4.709383e-03,4.660737e-03,1.105410e+00,5.984243e-01,7.917833e-02,3.784880e-02,1.690060e-02,4.782589e+00,4.479132e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.740367e-03,3.784880e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.205701e-01,9.487939e-01,5.984243e-01,1.690060e-02,1.699241e+00,6.629982e+01,7.179092e-01
2.500000e+01,1.278849e+00,5.914676e-01,5.927932e-02,3.668450e-02,7.564187e-03,5.902633e-02,1.304547e+01,1.481863e-02,4.151825e-05,5.369222e-07,7.659591e-06,2.107466e-07,2.142090e-03,2.235797e-03,2.216077e-03,1.278807e+00,5.914671e-01,1.185510e-01,3.668429e-02,1.298628e-02,5.215767e+00,4.919306e+00,1.095661e-01,0.000000e+00,0.000000e+00,2.259120e-02,3.668429e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.203316e-01,9.547306e-01,5.914671e-01,1.298628e-02,1.700959e+00,7.278132e+01,7.226188e-01
2.500000e+01,1.383524e+00,5.180102e-01,5.042286e-02,4.434902e-02,7.604419e-03,5.187674e-02,1.313080e+01,6.898385e-03,1.482510e-05,2.691479e-07,4.392693e-06,1.593687e-07,1.247244e-03,1.283904e-03,1.271704e-03,1.383509e+00,5.180099e-01,1.008413e-01,4.434886e-02,1.396159e-02,5.210816e+00,4.999996e+00,3.532694e-01,0.000000e+00,0.000000e+00,6.071803e-03,4.434886e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.054179e-01,8.346289e-01,5.180099e-01,1.396159e-02,1.489414e+00,7.422604e+01,6.317512e-01
2.500000e+01,1.378158e+00,4.636788e-01,4.335667e-02,4.505599e-02,6.170539e-03,5.875616e-02,1.304337e+01,1.544232e-02,4.358874e-05,5.584428e-07,2.684520e-06,1.898228e-06,2.217719e-03,2.313990e-03,2.297408e-03,1.378114e+00,4.636782e-01,8.671066e-02,4.505409e-02,1.012336e-02,4.985995e+00,4.820468e+00,4.545032e-01,0.000000e+00,0.000000e+00,0.000000e+00,4.250595e-02,0.000000e+00,8.493820e-04,0.000000e+00,0.000000e+00,9.433282e-02,7.484912e-01,4.636782e-01,1.012336e-02,1.333467e+00,7.175127e+01,5.665188e-01
2.500000e+01,1.252463e+00,5.122635e-01,4.679969e-02,2.912756e-02,8.872741e-03,9.960750e-02,1.300124e+01,5.958483e-02,1.918375e-04,2.094661e-06,2.762983e-05,6.607219e-07,7.645399e-03,8.062310e-03,7.996314e-03,1.252271e+00,5.122614e-01,9.357175e-02,2.912690e-02,1.010008e-02,4.751850e+00,4.484536e+00,2.552306e-01,0.000000e+00,0.000000e+00,1.765898e-02,2.912690e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.042038e-01,8.275560e-01,5.122614e-01,1.010008e-02,1.473307e+00,6.718297e+01,6.263426e-01
2.500000e+01,1.126165e+00,4.883682e-01,4.255325e-02,4.629180e-02,7.999891e-03,1.240524e-01,1.290801e+01,8.490933e-02,3.682061e-04,2.841681e-06,1.058968e-05,4.909056e-06,8.369394e-03,9.131275e-03,9.080153e-03,1.125797e+00,4.883654e-01,8.509591e-02,4.628689e-02,7.630388e-03,4.568707e+00,4.391719e+00,1.617357e-01,0.000000e+00,0.000000e+00,0.000000e+00,4.067849e-02,0.000000e+00,1.869468e-03,0.000000e+00,0.000000e+00,9.931886e-02,7.901303e-01,4.883654e-01,7.630388e-03,1.404802e+00,6.445133e+01,5.979754e-01
2.500000e+01,1.112035e+00,4.614768e-01,4.016884e-02,3.324984e-02,1.112332e-02,5.256741e-02,1.328652e+01,1.581598e-02,2.109521e-05,7.537797e-07,1.466101e-05,8.937562e-07,4.239584e-03,4.301073e-03,4.264011e-03,1.112014e+00,4.614760e-01,8.032302e-02,3.324895e-02,1.800706e-02,4.315412e+00,4.102423e+00,2.180367e-01,0.000000e+00,0.000000e+00,6.912563e-03,3.324895e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.397865e-02,7.402438e-01,4.614760e-01,1.800706e-02,1.326214e+00,6.103012e+01,5.603365e-01
2.500000e+01,1.378450e+00,5.900882e-01,4.768530e-02,4.442190e-02,1.101076e-02,6.312435e-02,1.319320e+01,1.682415e-02,2.984007e-05,7.035306e-07,1.246486e-05,5.557209e-07,3.568597e-03,3.644640e-03,3.613460e-03,1.378420e+00,5.900875e-01,9.535814e-02,4.442134e-02,1.845292e-02,5.423636e+00,5.159026e+00,2.417072e-01,0.000000e+00,0.000000e+00,3.257723e-03,4.442134e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.201163e-01,9.492544e-01,5.900875e-01,1.845292e-02,1.696361e+00,7.664878e+01,7.185367e-01
2.500000e+01,1.271130e+00,5.760801e-01,4.947915e-02,3.155199e-02,9.882306e-03,5.821177e-02,1.316131e+01,1.567802e-02,3.066889e-05,6.316942e-07,1.075211e-05,4.312885e-07,3.065937e-03,3.141593e-03,3.114541e-03,1.271099e+00,5.760795e-01,9.894755e-02,3.155156e-02,1.669868e-02,5.043810e+00,4.738253e+00,1.636276e-01,0.000000e+00,0.000000e+00,1.792222e-02,3.155156e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.172493e-01,9.274989e-01,5.760795e-01,1.669868e-02,1.656244e+00,7.073793e+01,7.020585e-01
2.500000e+01,1.132911e+00,4.666036e-01,3.487990e-02,3.464611e-02,7.656945e-03,1.187514e-01,1.290636e+01,8.191584e-02,3.569802e-04,2.739937e-06,3.007700e-05,5.375706e-07,8.048178e-03,8.798241e-03,8.725927e-03,1.132554e+00,4.666009e-01,6.972972e-02,3.464557e-02,7.265712e-03,4.344854e+00,4.133868e+00,2.383821e-01,0.000000e+00,0.000000e+00,2.192891e-04,3.464557e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.489230e-02,7.549318e-01,4.666009e-01,7.265712e-03,1.342198e+00,6.172202e+01,5.713363e-01
2.500000e+01,1.172747e+00,4.048733e-01,4.986176e-02,2.568078e-02,7.487856e-03,1.040123e-01,1.295898e+01,6.815141e-02,2.508801e-04,2.337894e-06,2.848327e-05,5.971986e-07,7.781769e-03,8.317743e-03,8.249572e-03,1.172496e+00,4.048710e-01,9.969504e-02,2.568018e-02,7.193943e-03,4.224217e+00,4.023597e+00,3.427410e-01,0.000000e+00,0.000000e+00,2.416734e-02,2.568018e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.234906e-02,6.545324e-01,4.048710e-01,7.193943e-03,1.164531e+00,6.017789e+01,4.953729e-01
2.500000e+01,1.167898e+00,3.887680e-01,4.791150e-02,2.865424e-02,8.154865e-03,1.492684e-01,1.288683e+01,1.137526e-01,5.280789e-04,3.774133e-06,3.980627e-05,6.714536e-07,1.055059e-02,1.165395e-02,1.155861e-02,1.167370e+00,3.887642e-01,9.578319e-02,2.865357e-02,5.759137e-03,4.178193e+00,4.001559e+00,3.658713e-01,0.000000e+00,0.000000e+00,1.923803e-02,2.865357e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.905915e-02,6.291703e-01,3.887642e-01,5.759137e-03,1.118330e+00,5.973988e+01,4.761525e-01
2.500000e+01,1.266324e+00,4.127722e-01,3.864447e-02,4.229632e-02,1.177532e-02,1.463130e-01,1.302920e+01,1.073595e-01,3.167874e-04,3.843350e-06,1.802757e-05,1.218090e-05,1.484329e-02,1.552547e-02,1.542752e-02,1.266007e+00,4.127684e-01,7.727091e-02,4.228414e-02,8.707347e-03,4.540810e+00,4.404308e+00,4.413269e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.681111e-02,0.000000e+00,1.824341e-03,0.000000e+00,0.000000e+00,8.397184e-02,6.664898e-01,4.127684e-01,8.707347e-03,1.187093e+00,6.550450e+01,5.044485e-01
2.500000e+01,1.302469e+00,5.250032e-01,4.909540e-02,2.211222e-02,8.751901e-03,8.881716e-02,1.302330e+01,4.830600e-02,1.450812e-04,1.722882e-06,2.364747e-05,6.062962e-07,6.580159e-03,6.899067e-03,6.842341e-03,1.302324e+00,5.250015e-01,9.816715e-02,2.211161e-02,1.092364e-02,4.837814e+00,4.532880e+00,2.851618e-01,0.000000e+00,0.000000e+00,2.697196e-02,2.211161e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.068022e-01,8.477998e-01,5.250015e-01,1.092364e-02,1.509884e+00,6.839054e+01,6.416746e-01
2.500000e+01,1.145243e+00,5.044235e-01,6.459410e-02,3.599447e-02,6.205383e-03,8.768308e-02,1.290212e+01,4.782011e-02,2.112679e-04,1.596606e-06,1.737580e-05,3.066620e-07,4.640353e-03,5.084596e-03,5.041950e-03,1.145032e+00,5.044219e-01,1.291708e-01,3.599416e-02,7.770413e-03,4.685074e+00,4.451150e+00,9.910787e-02,0.000000e+00,0.000000e+00,2.859125e-02,3.599416e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.025829e-01,8.161735e-01,5.044219e-01,7.770413e-03,1.451001e+00,6.524316e+01,6.176824e-01
2.500000e+01,1.236634e+00,3.361728e-01,3.359543e-02,4.896122e-02,9.593020e-03,1.349220e-01,1.300291e+01,9.735920e-02,3.120252e-04,3.425248e-06,1.532839e-05,9.525744e-06,1.253499e-02,1.319916e-02,1.311843e-02,1.236322e+00,3.361694e-01,6.717553e-02,4.895169e-02,6.651051e-03,4.278498e+00,4.237787e+00,5.435403e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.590580e-02,0.000000e+00,7.681964e-03,0.000000e+00,0.000000e+00,6.838360e-02,5.430667e-01,3.361694e-01,6.651051e-03,9.668490e-01,6.246900e+01,4.110250e-01
2.500000e+01,1.084790e+00,5.955846e-01,4.827531e-02,2.910396e-02,6.208268e-03,9.561352e-02,1.283111e+01,5.622555e-02,2.608640e-04,2.086983e-06,2.258222e-05,2.927980e-07,4.484115e-03,5.033260e-03,4.978826e-03,1.084529e+00,5.955825e-01,9.652804e-02,2.910367e-02,7.932421e-03,4.710734e+00,4.397941e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.255769e-03,2.910367e-02,0.000000e+00,0.000000e+00,1.390458e-02,0.000000e+00,1.168717e-01,9.245380e-01,5.816779e-01,7.932421e-03,1.648748e+00,6.537619e+01,6.996595e-01
2.500000e+01,1.072446e+00,3.940646e-01,6.527922e-02,2.465646e-02,6.867441e-03,5.563476e-02,1.311155e+01,2.088121e-02,4.762748e-05,7.996346e-07,1.268719e-05,4.321976e-07,3.591716e-03,3.703409e-03,3.671993e-03,1.072398e+00,3.940638e-01,1.305458e-01,2.465603e-02,1.014317e-02,4.074078e+00,3.877387e+00,2.167170e-01,0.000000e+00,0.000000e+00,4.061685e-02,2.465603e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.018849e-02,6.352067e-01,3.940638e-01,1.014317e-02,1.133091e+00,5.712749e+01,4.807980e-01
2.500000e+01,1.173721e+00,4.801750e-01,4.115348e-02,3.024696e-02,6.812569e-03,7.588834e-02,1.298099e+01,3.803274e-02,1.305448e-04,1.320781e-06,1.677976e-05,3.766295e-07,4.616510e-03,4.898570e-03,4.857657e-03,1.173590e+00,4.801737e-01,8.229018e-02,3.024658e-02,9.008628e-03,4.466451e+00,4.227668e+00,2.439196e-01,0.000000e+00,0.000000e+00,1.089851e-02,3.024658e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.767105e-02,7.759890e-01,4.801737e-01,9.008628e-03,1.381071e+00,6.326303e+01,5.873050e-01
2.500000e+01,1.351877e+00,5.258154e-01,4.599942e-02,2.923159e-02,1.155311e-02,1.130342e-01,1.306813e+01,7.108165e-02,1.855438e-04,2.621016e-06,3.883939e-05,1.149271e-06,1.091204e-02,1.132916e-02,1.123728e-02,1.351691e+00,5.258128e-01,9.196000e-02,2.923044e-02,1.219418e-02,4.992995e+00,4.715900e+00,3.361513e-01,0.000000e+00,0.000000e+00,1.674956e-02,2.923044e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.069823e-01,8.483698e-01,5.258128e-01,1.219418e-02,1.512075e+00,7.096931e+01,6.421262e-01
2.500000e+01,9.222788e-01,5.705849e-01,6.283936e-02,2.383431e-02,1.034746e-02,9.865277e-02,1.297276e+01,6.188218e-02,7.892810e-05,4.919585e-06,4.368601e-05,1.437125e-05,7.615115e-03,7.853240e-03,7.692544e-03,9.221999e-01,5.705800e-01,1.256350e-01,2.381994e-02,1.307980e-02,4.391248e+00,4.122871e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.940875e-03,0.000000e+00,5.293021e-03,4.958362e-02,0.000000e+00,9.944823e-02,7.595110e-01,5.209964e-01,1.307980e-02,1.384218e+00,6.046483e+01,5.646579e-01
2.500000e+01,1.186632e+00,4.367070e-01,4.284890e-02,3.062415e-02,9.404427e-03,1.347912e-01,1.295646e+01,9.787941e-02,3.632163e-04,3.353235e-06,4.065506e-05,8.458159e-07,1.109765e-02,1.187206e-02,1.177559e-02,1.186269e+00,4.367036e-01,8.565714e-02,3.062330e-02,7.711205e-03,4.363079e+00,4.158383e+00,3.211367e-01,0.000000e+00,0.000000e+00,1.220527e-02,3.062330e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.882311e-02,7.060230e-01,4.367036e-01,7.711205e-03,1.256097e+00,6.219903e+01,5.343418e-01
2.500000e+01,1.303739e+00,3.953387e-01,5.010511e-02,4.482088e-02,1.076517e-02,9.672269e-02,1.314377e+01,5.637812e-02,1.164064e-04,2.229080e-06,3.705172e-05,1.402737e-06,1.053997e-02,1.081712e-02,1.072897e-02,1.303623e+00,3.953365e-01,1.001732e-01,4.481948e-02,1.099037e-02,4.652008e+00,4.534998e+00,4.717667e-01,0.000000e+00,0.000000e+00,5.267107e-03,4.481948e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.045714e-02,6.367767e-01,3.953365e-01,1.099037e-02,1.136657e+00,6.706200e+01,4.819955e-01
2.500000e+01,1.033591e+00,4.208586e-01,5.354951e-02,2.110226e-02,1.132533e-02,1.108933e-01,1.308515e+01,7.775005e-02,1.924779e-04,2.907719e-06,4.428952e-05,1.384621e-06,1.248259e-02,1.291981e-02,1.281527e-02,1.033399e+00,4.208557e-01,1.070547e-01,2.110088e-02,1.016807e-02,3.977184e+00,3.746210e+00,1.729292e-01,0.000000e+00,0.000000e+00,3.242649e-02,2.110088e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.563249e-02,6.787863e-01,4.208557e-01,1.016807e-02,1.210205e+00,5.570823e+01,5.137754e-01
2.500000e+01,1.248870e+00,5.323824e-01,3.509106e-02,3.276742e-02,9.678717e-03,1.281840e-01,1.295590e+01,8.807287e-02,3.274197e-04,3.016347e-06,3.653101e-05,7.586991e-07,9.969963e-03,1.066812e-02,1.058123e-02,1.248543e+00,5.323794e-01,7.014559e-02,3.276666e-02,9.387471e-03,4.775222e+00,4.507417e+00,2.498468e-01,0.000000e+00,0.000000e+00,2.306133e-03,3.276666e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.082829e-01,8.607107e-01,5.323794e-01,9.387471e-03,1.531292e+00,6.774702e+01,6.514143e-01
2.500000e+01,1.129055e+00,3.062124e-01,3.653365e-02,4.071423e-02,7.269805e-03,1.091086e-01,1.297322e+01,7.507515e-02,2.642918e-04,2.594968e-06,1.098960e-05,6.221073e-06,8.907602e-03,9.464438e-03,9.408015e-03,1.128791e+00,3.062098e-01,7.305631e-02,4.070801e-02,5.632008e-03,3.889057e+00,3.826644e+00,4.835784e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.443823e-02,0.000000e+00,2.089927e-03,0.000000e+00,0.000000e+00,6.228410e-02,4.949198e-01,3.062098e-01,5.632008e-03,8.807306e-01,5.664973e+01,3.745764e-01
