T, CaO, SiO2, Al2O3, SO3, K2O, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, S_aq, K_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, S_s, K_s, O_s,  H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Monosulfate, Gypsum, Ettringite, Straetlingite, Chabazite, mCSHQ, Ca_ss, Si_ss, K_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.045372e+00,4.088209e-01,3.796387e-02,3.550086e-02,7.210833e-03,8.386775e-02,1.300137e+01,4.953542e-02,1.594133e-04,1.741529e-06,2.297773e-05,5.497164e-07,6.358364e-03,6.705168e-03,6.649947e-03,1.045213e+00,4.088192e-01,7.590476e-02,3.550031e-02,8.063302e-03,4.010167e+00,3.845852e+00,2.354113e-01,0.000000e+00,0.000000e+00,2.452071e-03,3.550031e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.316171e-02,6.604439e-01,4.088192e-01,8.063302e-03,1.175798e+00,5.698629e+01,4.998625e-01
2.500000e+01,1.140409e+00,4.759671e-01,4.507802e-02,3.416896e-02,1.109498e-02,7.496737e-02,1.318254e+01,3.719333e-02,6.816160e-05,1.535471e-06,2.685452e-05,1.155604e-06,7.678297e-03,7.847502e-03,7.782744e-03,1.140341e+00,4.759656e-01,9.012919e-02,3.416780e-02,1.451166e-02,4.454374e+00,4.234299e+00,2.050886e-01,0.000000e+00,0.000000e+00,1.089679e-02,3.416780e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.688157e-02,7.658907e-01,4.759656e-01,1.451166e-02,1.368331e+00,6.284967e+01,5.797371e-01
2.500000e+01,1.355458e+00,5.162713e-01,5.863291e-02,4.090518e-02,7.280223e-03,1.117450e-01,1.290326e+01,6.762767e-02,2.976803e-04,2.259020e-06,2.464208e-05,4.363820e-07,6.584405e-03,7.209712e-03,7.150078e-03,1.355160e+00,5.162690e-01,1.172412e-01,4.090474e-02,7.976041e-03,5.157367e+00,4.934208e+00,3.030648e-01,0.000000e+00,0.000000e+00,1.771585e-02,4.090474e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.049925e-01,8.353290e-01,5.162690e-01,7.976041e-03,1.485078e+00,7.306059e+01,6.321799e-01
2.500000e+01,1.004709e+00,3.439406e-01,4.068608e-02,2.306073e-02,9.346184e-03,1.242171e-01,1.299874e+01,9.378885e-02,3.043400e-04,3.291998e-06,4.322392e-05,1.025545e-06,1.195244e-02,1.261199e-02,1.250986e-02,1.004405e+00,3.439373e-01,8.132894e-02,2.305970e-02,6.739928e-03,3.608181e+00,3.442719e+00,3.036980e-01,0.000000e+00,0.000000e+00,1.760476e-02,2.305970e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.996296e-02,5.556536e-01,3.439373e-01,6.739928e-03,9.891972e-01,5.150495e+01,4.205503e-01
2.500000e+01,1.396317e+00,5.653302e-01,6.458081e-02,3.654252e-02,1.157248e-02,5.061819e-02,1.328438e+01,4.490607e-03,6.028761e-06,2.132935e-07,4.141324e-06,2.506462e-07,1.197338e-03,1.216279e-03,1.204381e-03,1.396311e+00,5.653300e-01,1.291575e-01,3.654227e-02,2.194762e-02,5.404939e+00,5.127262e+00,2.591327e-01,0.000000e+00,0.000000e+00,2.803647e-02,3.654227e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.151270e-01,9.068998e-01,5.653300e-01,2.194762e-02,1.624688e+00,7.604243e+01,6.864889e-01
2.500000e+01,9.090794e-01,3.143097e-01,3.721093e-02,4.135925e-02,9.668402e-03,1.049994e-01,1.308019e+01,7.474661e-02,1.881186e-04,2.782223e-06,1.421684e-05,1.132555e-05,1.183655e-02,1.225473e-02,1.217093e-02,9.088913e-01,3.143069e-01,7.440764e-02,4.134792e-02,7.500251e-03,3.487826e+00,3.421832e+00,2.489397e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.513177e-02,0.000000e+00,2.072051e-03,0.000000e+00,0.000000e+00,6.395165e-02,5.069922e-01,3.143069e-01,7.500251e-03,9.038258e-01,4.982936e+01,3.837426e-01
2.500000e+01,1.071232e+00,4.506099e-01,4.124949e-02,4.518442e-02,1.006876e-02,6.265105e-02,1.320722e+01,2.534000e-02,4.312932e-05,1.077040e-06,6.556926e-06,7.959478e-06,5.570483e-03,5.682424e-03,5.632371e-03,1.071189e+00,4.506088e-01,8.249242e-02,4.517646e-02,1.456704e-02,4.324791e+00,4.171665e+00,1.776756e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.928109e-02,0.000000e+00,1.965124e-03,0.000000e+00,0.000000e+00,9.173008e-02,7.245982e-01,4.506088e-01,1.456704e-02,1.295338e+00,6.109337e+01,5.484864e-01
2.500000e+01,1.180972e+00,4.245431e-01,4.056610e-02,2.744786e-02,1.078579e-02,5.985949e-02,1.326223e+01,2.351034e-02,3.376635e-05,1.079472e-06,2.056531e-05,1.155075e-06,5.932517e-03,6.026141e-03,5.975287e-03,1.180938e+00,4.245420e-01,8.111163e-02,2.744670e-02,1.563906e-02,4.275215e+00,4.066731e+00,3.502763e-01,0.000000e+00,0.000000e+00,1.310911e-02,2.744670e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.644623e-02,6.815478e-01,4.245420e-01,1.563906e-02,1.220180e+00,6.107126e+01,5.159058e-01
2.500000e+01,1.069716e+00,4.300543e-01,4.427085e-02,3.490778e-02,8.663860e-03,8.484068e-02,1.306303e+01,4.936060e-02,1.309101e-04,1.812705e-06,2.663638e-05,7.753519e-07,7.476134e-03,7.770136e-03,7.706506e-03,1.069585e+00,4.300525e-01,8.851506e-02,3.490700e-02,9.851586e-03,4.161590e+00,3.978962e+00,2.079677e-01,0.000000e+00,0.000000e+00,9.350527e-03,3.490700e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.749736e-02,6.939378e-01,4.300525e-01,9.851586e-03,1.236712e+00,5.882829e+01,5.252357e-01
2.500000e+01,1.304393e+00,3.619739e-01,4.421284e-02,3.485894e-02,1.144640e-02,1.258489e-01,1.308543e+01,8.801687e-02,2.177019e-04,3.292474e-06,5.017276e-05,1.569992e-06,1.414144e-02,1.463579e-02,1.451763e-02,1.304175e+00,3.619706e-01,8.837551e-02,3.485737e-02,8.751357e-03,4.407434e+00,4.275613e+00,5.529460e-01,0.000000e+00,0.000000e+00,9.330384e-03,3.485737e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.365107e-02,5.838087e-01,3.619706e-01,8.751357e-03,1.040875e+00,6.403922e+01,4.418866e-01
2.500000e+01,1.170271e+00,3.297548e-01,4.819954e-02,3.174750e-02,9.229316e-03,7.656940e-02,1.317775e+01,4.176955e-02,7.768094e-05,1.714726e-06,2.981124e-05,1.262642e-06,8.518609e-03,8.710223e-03,8.638605e-03,1.170193e+00,3.297531e-01,9.636927e-02,3.174624e-02,9.940023e-03,4.028755e+00,3.908585e+00,4.632102e-01,0.000000e+00,0.000000e+00,1.643840e-02,3.174624e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.711905e-02,5.306830e-01,3.297531e-01,9.940023e-03,9.480047e-01,5.816831e+01,4.016970e-01
2.500000e+01,1.095372e+00,3.820550e-01,3.208643e-02,4.600480e-02,8.244713e-03,8.801852e-02,1.305929e+01,5.219359e-02,1.401838e-04,1.910288e-06,9.433458e-06,7.021957e-06,7.820616e-03,8.128562e-03,8.074068e-03,1.095232e+00,3.820531e-01,6.416343e-02,4.599778e-02,8.668810e-03,4.107442e+00,4.019063e+00,3.364543e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.512368e-02,0.000000e+00,6.958032e-03,0.000000e+00,0.000000e+00,7.773054e-02,6.165346e-01,3.820531e-01,8.668810e-03,1.098689e+00,5.900193e+01,4.666486e-01
2.500000e+01,1.259091e+00,3.017341e-01,6.512317e-02,4.382694e-02,1.097169e-02,8.875235e-02,1.322714e+01,5.069548e-02,8.104263e-05,2.214575e-06,4.076405e-05,2.035212e-06,1.171583e-02,1.192723e-02,1.182919e-02,1.259010e+00,3.017319e-01,1.302056e-01,4.382490e-02,1.022755e-02,4.337861e+00,4.286980e+00,5.349592e-01,0.000000e+00,0.000000e+00,2.127788e-02,4.382490e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.142889e-02,4.849175e-01,3.017319e-01,1.022755e-02,8.673148e-01,6.272234e+01,3.670618e-01
2.500000e+01,9.710375e-01,3.277755e-01,5.555107e-02,4.566847e-02,6.359379e-03,8.009954e-02,1.300937e+01,4.670112e-02,1.465477e-04,1.650283e-06,2.209292e-05,5.420259e-07,6.126375e-03,6.446450e-03,6.393298e-03,9.708910e-01,3.277738e-01,1.110800e-01,4.566793e-02,6.592383e-03,3.803795e+00,3.740873e+00,2.291623e-01,0.000000e+00,0.000000e+00,9.872096e-03,4.566793e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.667706e-02,5.294406e-01,3.277738e-01,6.592383e-03,9.426905e-01,5.391320e+01,4.007139e-01
2.500000e+01,1.353712e+00,4.061297e-01,3.923259e-02,4.957060e-02,9.967152e-03,8.509027e-02,1.315524e+01,4.329296e-02,8.640900e-05,1.731286e-06,9.882298e-06,1.008066e-05,8.334002e-03,8.540792e-03,8.473708e-03,1.353626e+00,4.061280e-01,7.845530e-02,4.956052e-02,1.160030e-02,4.780284e+00,4.684477e+00,5.324065e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.406121e-02,0.000000e+00,5.166435e-03,0.000000e+00,0.000000e+00,8.265706e-02,6.539756e-01,4.061280e-01,1.160030e-02,1.167649e+00,6.933860e+01,4.950169e-01
2.500000e+01,1.270821e+00,4.999770e-01,5.746562e-02,3.512217e-02,9.929057e-03,7.324175e-02,1.314440e+01,3.170971e-02,6.534513e-05,1.254567e-06,2.087162e-05,7.918228e-07,5.937812e-03,6.094353e-03,6.043820e-03,1.270756e+00,4.999757e-01,1.149104e-01,3.512138e-02,1.392030e-02,4.876568e+00,4.642343e+00,2.579598e-01,0.000000e+00,0.000000e+00,2.233381e-02,3.512138e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.017531e-01,8.053089e-01,4.999757e-01,1.392030e-02,1.437510e+00,6.881198e+01,6.095629e-01
2.500000e+01,1.022312e+00,3.964367e-01,6.637197e-02,3.104749e-02,7.502592e-03,5.668692e-02,1.314060e+01,2.193366e-02,4.573186e-05,8.643589e-07,1.430419e-05,5.359302e-07,4.067227e-03,4.177028e-03,4.141779e-03,1.022266e+00,3.964358e-01,1.327296e-01,3.104695e-02,1.093796e-02,4.052763e+00,3.879841e+00,1.535284e-01,0.000000e+00,0.000000e+00,3.531786e-02,3.104695e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.067989e-02,6.385965e-01,3.964358e-01,1.093796e-02,1.139827e+00,5.657304e+01,4.833721e-01
2.500000e+01,9.100953e-01,5.466222e-01,5.633582e-02,4.274195e-02,8.025806e-03,7.443523e-02,1.294548e+01,3.621743e-02,5.030027e-05,2.779204e-06,2.384931e-05,7.189561e-06,4.150171e-03,4.294283e-03,4.207993e-03,9.100450e-01,5.466194e-01,1.126478e-01,4.273476e-02,1.190144e-02,4.438936e+00,4.265051e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.657287e-03,0.000000e+00,1.335916e-02,4.030745e-02,0.000000e+00,9.664054e-02,7.386460e-01,5.063120e-01,1.190144e-02,1.345371e+00,6.119859e+01,5.492640e-01
2.500000e+01,1.311191e+00,3.380737e-01,3.520156e-02,2.221045e-02,1.018914e-02,5.206964e-02,1.334912e+01,1.623538e-02,1.790458e-05,8.608089e-07,1.745408e-05,1.315942e-06,5.077537e-03,5.136406e-03,5.091764e-03,1.311173e+00,3.380728e-01,7.038567e-02,2.220913e-02,1.530074e-02,4.169666e+00,4.004983e+00,6.423405e-01,0.000000e+00,0.000000e+00,1.298370e-02,2.220913e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.887253e-02,5.410450e-01,3.380728e-01,1.530074e-02,9.713207e-01,6.111982e+01,4.095422e-01
2.500000e+01,1.137400e+00,4.575561e-01,4.241719e-02,2.516793e-02,8.532302e-03,1.270887e-01,1.292793e+01,9.123368e-02,3.709076e-04,3.081433e-06,3.532508e-05,6.736558e-07,9.540802e-03,1.032462e-02,1.024028e-02,1.137029e+00,4.575530e-01,8.479905e-02,2.516726e-02,7.523802e-03,4.275066e+00,4.032937e+00,2.446054e-01,0.000000e+00,0.000000e+00,1.723227e-02,2.516726e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.305707e-02,7.400579e-01,4.575530e-01,7.523802e-03,1.316128e+00,6.050760e+01,5.600886e-01
2.500000e+01,1.288582e+00,3.261204e-01,5.571319e-02,4.027880e-02,1.023419e-02,1.198302e-01,1.307506e+01,8.172994e-02,2.087828e-04,3.030733e-06,4.542158e-05,1.374420e-06,1.277810e-02,1.324918e-02,1.314206e-02,1.288373e+00,3.261174e-01,1.113810e-01,4.027743e-02,7.690275e-03,4.381445e+00,4.298176e+00,5.549272e-01,0.000000e+00,0.000000e+00,1.541305e-02,4.027743e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.635361e-02,5.260971e-01,3.261174e-01,7.690275e-03,9.377984e-01,6.356510e+01,3.982018e-01
2.500000e+01,1.193379e+00,5.563189e-01,5.410919e-02,2.081723e-02,9.534195e-03,1.250137e-01,1.294698e+01,8.581664e-02,3.282327e-04,2.925597e-06,3.482294e-05,7.037178e-07,9.473958e-03,1.017182e-02,1.008883e-02,1.193051e+00,5.563160e-01,1.081836e-01,2.081653e-02,9.594432e-03,4.736875e+00,4.403340e+00,1.104226e-01,0.000000e+00,0.000000e+00,3.327525e-02,2.081653e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.131488e-01,8.995363e-01,5.563160e-01,9.594432e-03,1.600165e+00,6.598355e+01,6.807943e-01
2.500000e+01,1.220034e+00,5.099633e-01,4.349932e-02,4.667410e-02,8.011053e-03,1.277596e-01,1.289778e+01,8.634454e-02,3.870004e-04,2.877220e-06,1.050145e-05,4.721419e-06,8.259176e-03,9.058216e-03,9.007913e-03,1.219647e+00,5.099604e-01,8.698814e-02,4.666938e-02,7.762930e-03,4.835684e+00,4.643488e+00,2.173056e-01,0.000000e+00,0.000000e+00,0.000000e+00,4.190641e-02,0.000000e+00,1.587655e-03,0.000000e+00,0.000000e+00,1.037082e-01,8.251898e-01,5.099604e-01,7.762930e-03,1.466944e+00,6.845677e+01,6.245039e-01
2.500000e+01,1.277004e+00,3.353514e-01,3.218834e-02,2.322262e-02,7.462546e-03,7.433487e-02,1.309896e+01,3.934764e-02,9.331869e-05,1.489471e-06,2.318359e-05,7.580246e-07,6.549719e-03,6.764703e-03,6.708993e-03,1.276911e+00,3.353499e-01,6.435350e-02,2.322186e-02,8.375373e-03,4.077568e+00,3.919147e+00,6.164435e-01,0.000000e+00,0.000000e+00,8.954886e-03,2.322186e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.823768e-02,5.407151e-01,3.353499e-01,8.375373e-03,9.642946e-01,5.980911e+01,4.092725e-01
2.500000e+01,9.933771e-01,5.571022e-01,3.389722e-02,2.756808e-02,1.172637e-02,5.710230e-02,1.320319e+01,2.137903e-02,3.023100e-05,1.098221e-06,2.197886e-05,9.147777e-07,4.667735e-03,4.755254e-03,4.702491e-03,9.933469e-01,5.571011e-01,6.777246e-02,2.756717e-02,1.878500e-02,4.296611e+00,3.990619e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.219478e-03,2.756717e-02,0.000000e+00,0.000000e+00,5.099588e-03,0.000000e+00,1.109215e-01,8.692206e-01,5.520015e-01,1.878500e-02,1.561256e+00,5.954077e+01,6.573270e-01
