T, CaO, SiO2, Al2O3, SO3, K2O, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, S_aq, K_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, S_s, K_s, O_s,  H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Monosulfate, Gypsum, Ettringite, Straetlingite, Chabazite, mCSHQ, Ca_ss, Si_ss, K_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.286159e+00,5.439029e-01,6.772487e-02,3.447202e-02,8.019573e-03,1.211195e-01,1.290423e+01,7.799604e-02,3.422425e-04,2.606455e-06,2.848802e-05,5.059469e-07,7.615489e-03,8.334280e-03,8.265660e-03,1.285817e+00,5.439003e-01,1.354213e-01,3.447151e-02,8.423657e-03,5.099159e+00,4.829567e+00,1.681889e-01,0.000000e+00,0.000000e+00,3.323911e-02,3.447151e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.106121e-01,8.800244e-01,5.439003e-01,8.423657e-03,1.564559e+00,7.129815e+01,6.660061e-01
2.500000e+01,1.170837e+00,4.984085e-01,5.501153e-02,4.461852e-02,6.617239e-03,8.164116e-02,1.295069e+01,4.086713e-02,1.544702e-04,1.395849e-06,1.673512e-05,3.420556e-07,4.559036e-03,4.888908e-03,4.847998e-03,1.170683e+00,4.984071e-01,1.100063e-01,4.461818e-02,8.675442e-03,4.746453e+00,4.551510e+00,1.552014e-01,0.000000e+00,0.000000e+00,1.038498e-02,4.461818e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.013717e-01,8.058535e-01,4.984071e-01,8.675442e-03,1.433589e+00,6.667777e+01,6.098942e-01
2.500000e+01,1.124601e+00,5.079971e-01,4.856062e-02,3.219173e-02,1.064144e-02,9.989392e-02,1.306823e+01,6.186044e-02,1.614218e-04,2.281188e-06,3.380933e-05,1.000760e-06,9.499024e-03,9.862190e-03,9.781956e-03,1.124440e+00,5.079948e-01,9.708743e-02,3.219073e-02,1.178386e-02,4.525146e+00,4.273244e+00,1.269980e-01,0.000000e+00,0.000000e+00,1.635299e-02,3.219073e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.033571e-01,8.196197e-01,5.079948e-01,1.178386e-02,1.460836e+00,6.336205e+01,6.203656e-01
2.500000e+01,1.391052e+00,3.640560e-01,4.981519e-02,2.822921e-02,1.052054e-02,9.590709e-02,1.314952e+01,5.682028e-02,1.152601e-04,2.260237e-06,3.786771e-05,1.461009e-06,1.078071e-02,1.105654e-02,1.096643e-02,1.390937e+00,3.640537e-01,9.959251e-02,2.822775e-02,1.026037e-02,4.556558e+00,4.396623e+00,6.270139e-01,0.000000e+00,0.000000e+00,2.156851e-02,2.822775e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.409227e-02,5.863063e-01,3.640537e-01,1.026037e-02,1.046698e+00,6.629780e+01,4.437944e-01
2.500000e+01,1.267405e+00,4.932572e-01,3.238428e-02,3.712709e-02,1.121780e-02,1.463348e-01,1.298584e+01,1.064319e-01,3.599917e-04,3.705639e-06,1.606986e-05,9.463510e-06,1.307673e-02,1.383775e-02,1.375496e-02,1.267045e+00,4.932535e-01,6.475249e-02,3.711763e-02,9.358870e-03,4.717066e+00,4.500706e+00,3.357335e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.000555e-02,0.000000e+00,2.370691e-03,0.000000e+00,0.000000e+00,1.003329e-01,7.970651e-01,4.932535e-01,9.358870e-03,1.418680e+00,6.744816e+01,6.032584e-01
2.500000e+01,1.335168e+00,3.151326e-01,6.834514e-02,2.301208e-02,9.831179e-03,1.464081e-01,1.299040e+01,1.092761e-01,3.640825e-04,3.816001e-06,4.933981e-05,1.140455e-06,1.361189e-02,1.439783e-02,1.428149e-02,1.334804e+00,3.151288e-01,1.366409e-01,2.301094e-02,6.050466e-03,4.340093e+00,4.196024e+00,5.976464e-01,0.000000e+00,0.000000e+00,4.530953e-02,2.301094e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.410130e-02,5.091852e-01,3.151288e-01,6.050466e-03,9.063551e-01,6.274335e+01,3.853780e-01
2.500000e+01,1.099137e+00,5.782653e-01,3.345746e-02,4.366417e-02,6.850328e-03,1.152342e-01,1.284252e+01,7.515224e-02,4.033374e-04,2.453364e-06,7.980040e-06,3.053637e-06,6.076238e-03,6.901621e-03,6.864253e-03,1.098734e+00,5.782628e-01,6.690694e-02,4.366112e-02,7.624418e-03,4.732488e+00,4.484146e+00,1.830563e-02,0.000000e+00,0.000000e+00,0.000000e+00,2.834965e-02,0.000000e+00,5.103823e-03,0.000000e+00,0.000000e+00,1.175842e-01,9.364065e-01,5.782628e-01,7.624418e-03,1.663550e+00,6.607356e+01,7.086441e-01
2.500000e+01,1.220574e+00,3.900853e-01,5.159375e-02,4.198310e-02,6.834138e-03,7.000260e-02,1.306282e+01,3.129213e-02,8.304507e-05,1.148970e-06,1.687735e-05,4.909449e-07,4.736834e-03,4.924048e-03,4.882998e-03,1.220491e+00,3.900842e-01,1.031706e-01,4.198261e-02,8.931442e-03,4.447281e+00,4.322905e+00,3.943053e-01,0.000000e+00,0.000000e+00,9.602702e-03,4.198261e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.936545e-02,6.294471e-01,3.900842e-01,8.931442e-03,1.121775e+00,6.375013e+01,4.764232e-01
2.500000e+01,1.069425e+00,5.246252e-01,6.276121e-02,3.419892e-02,9.192842e-03,8.300978e-02,1.305522e+01,4.443401e-02,1.207460e-04,1.621528e-06,2.352548e-05,6.677913e-07,6.591987e-03,6.862122e-03,6.805697e-03,1.069304e+00,5.246236e-01,1.254989e-01,3.419825e-02,1.179370e-02,4.574256e+00,4.317929e+00,1.920813e-04,0.000000e+00,0.000000e+00,2.855120e-02,3.419825e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.067354e-01,8.466656e-01,5.246236e-01,1.179370e-02,1.508690e+00,6.317171e+01,6.408308e-01
2.500000e+01,1.249934e+00,4.805062e-01,5.940262e-02,4.073576e-02,1.104249e-02,7.275139e-02,1.320132e+01,3.124839e-02,5.406106e-05,1.319914e-06,2.361054e-05,1.081466e-06,6.766026e-03,6.903400e-03,6.846051e-03,1.249880e+00,4.805049e-01,1.187816e-01,4.073468e-02,1.531895e-02,4.840624e+00,4.643398e+00,2.581736e-01,0.000000e+00,0.000000e+00,1.865614e-02,4.073468e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.781345e-02,7.727992e-01,4.805049e-01,1.531895e-02,1.381303e+00,6.834916e+01,5.849710e-01
2.500000e+01,1.093020e+00,3.107046e-01,5.224722e-02,3.873319e-02,1.127415e-02,1.353609e-01,1.306364e+01,1.016480e-01,2.690705e-04,3.734683e-06,5.493383e-05,1.602185e-06,1.542035e-02,1.602274e-02,1.589364e-02,1.092751e+00,3.107009e-01,1.044395e-01,3.873159e-02,7.127949e-03,3.903246e+00,3.825351e+00,3.960157e-01,0.000000e+00,0.000000e+00,1.348817e-02,3.873159e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.321451e-02,5.013444e-01,3.107009e-01,7.127949e-03,8.934886e-01,5.611524e+01,3.794636e-01
2.500000e+01,1.291009e+00,5.114985e-01,4.432726e-02,4.969631e-02,9.998231e-03,9.332378e-02,1.307748e+01,5.005535e-02,1.270441e-04,1.858941e-06,9.457706e-06,7.468127e-06,7.870101e-03,8.152633e-03,8.096459e-03,1.290882e+00,5.114966e-01,8.864506e-02,4.968884e-02,1.212636e-02,5.024771e+00,4.845598e+00,2.831100e-01,0.000000e+00,0.000000e+00,0.000000e+00,4.163938e-02,0.000000e+00,2.683155e-03,0.000000e+00,0.000000e+00,1.040727e-01,8.251156e-01,5.114966e-01,1.212636e-02,1.470877e+00,7.142042e+01,6.245291e-01
2.500000e+01,1.275250e+00,4.392044e-01,6.535505e-02,2.173305e-02,7.641775e-03,9.939763e-02,1.297341e+01,6.053846e-02,2.128529e-04,2.093241e-06,2.621598e-05,5.747375e-07,7.195987e-03,7.653333e-03,7.590504e-03,1.275037e+00,4.392023e-01,1.306839e-01,2.173248e-02,8.087563e-03,4.595279e+00,4.353141e+00,3.474121e-01,0.000000e+00,0.000000e+00,4.360947e-02,2.173248e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.933532e-02,7.098668e-01,4.392023e-01,8.087563e-03,1.263247e+00,6.504450e+01,5.372576e-01
2.500000e+01,1.119269e+00,5.660002e-01,6.695812e-02,4.119507e-02,7.683787e-03,9.134266e-02,1.293736e+01,4.966575e-02,1.627564e-04,1.944562e-06,2.606648e-05,4.630534e-07,5.395751e-03,5.752385e-03,5.690751e-03,1.119106e+00,5.659983e-01,1.338902e-01,4.119461e-02,9.971823e-03,4.908623e+00,4.656230e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.770601e-02,4.119461e-02,0.000000e+00,0.000000e+00,8.044466e-03,0.000000e+00,1.121078e-01,8.851208e-01,5.579538e-01,9.971823e-03,1.580798e+00,6.782933e+01,6.697547e-01
2.500000e+01,1.171793e+00,4.956140e-01,5.209574e-02,2.451696e-02,7.384319e-03,1.372697e-01,1.284655e+01,9.945015e-02,5.266090e-04,3.251200e-06,3.151751e-05,4.731010e-07,8.157874e-03,9.249030e-03,9.172572e-03,1.171266e+00,4.956107e-01,1.041600e-01,2.451649e-02,6.610764e-03,4.517952e+00,4.244739e+00,1.879905e-01,0.000000e+00,0.000000e+00,2.756349e-02,2.451649e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.007786e-01,8.025194e-01,4.956107e-01,6.610764e-03,1.425767e+00,6.343131e+01,6.073243e-01
2.500000e+01,1.342847e+00,3.370291e-01,3.211502e-02,2.040161e-02,6.521259e-03,1.075793e-01,1.292767e+01,7.181229e-02,2.921980e-04,2.425159e-06,2.778751e-05,5.294968e-07,7.504201e-03,8.122062e-03,8.055288e-03,1.342555e+00,3.370267e-01,6.420225e-02,2.040108e-02,5.538317e-03,4.182872e+00,4.011977e+00,6.807327e-01,0.000000e+00,0.000000e+00,1.170005e-02,2.040108e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.854439e-02,5.451176e-01,3.370267e-01,5.538317e-03,9.694403e-01,6.158674e+01,4.125544e-01
2.500000e+01,1.225400e+00,5.747091e-01,6.972260e-02,2.999208e-02,1.038390e-02,7.515235e-02,1.311843e+01,3.271966e-02,7.305780e-05,1.261194e-06,2.021641e-05,7.043288e-07,5.729406e-03,5.900545e-03,5.851648e-03,1.225327e+00,5.747078e-01,1.394250e-01,2.999138e-02,1.503839e-02,5.052016e+00,4.741284e+00,5.994948e-02,0.000000e+00,0.000000e+00,3.972112e-02,2.999138e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.169509e-01,9.262486e-01,5.747078e-01,1.503839e-02,1.652487e+00,6.994606e+01,7.010952e-01
2.500000e+01,1.164012e+00,4.940239e-01,4.661993e-02,3.532338e-02,1.178425e-02,1.140341e-01,1.307718e+01,7.543035e-02,1.914220e-04,2.802052e-06,4.213869e-05,1.283849e-06,1.185923e-02,1.229187e-02,1.219234e-02,1.163821e+00,4.940211e-01,9.319772e-02,3.532210e-02,1.170927e-02,4.578049e+00,4.349137e+00,1.917753e-01,0.000000e+00,0.000000e+00,1.127676e-02,3.532210e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.005169e-01,7.969266e-01,4.940211e-01,1.170927e-02,1.420623e+00,6.451341e+01,6.031929e-01
2.500000e+01,1.156292e+00,5.508814e-01,4.063440e-02,2.073838e-02,1.156715e-02,1.332692e-01,1.300108e+01,9.572156e-02,3.083362e-04,3.364662e-06,4.436972e-05,1.060514e-06,1.227694e-02,1.294578e-02,1.284101e-02,1.155984e+00,5.508780e-01,8.122443e-02,2.073732e-02,1.085736e-02,4.564627e+00,4.234820e+00,1.234663e-01,0.000000e+00,0.000000e+00,1.987490e-02,2.073732e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.120591e-01,8.899434e-01,5.508780e-01,1.085736e-02,1.584372e+00,6.387770e+01,6.735610e-01
2.500000e+01,1.007020e+00,3.765333e-01,3.825338e-02,4.643841e-02,9.265467e-03,5.752332e-02,1.323746e+01,2.297278e-02,3.565360e-05,1.016323e-06,6.391419e-06,8.592773e-06,5.451353e-03,5.549379e-03,5.497302e-03,1.006984e+00,3.765323e-01,7.650037e-02,4.642982e-02,1.307958e-02,3.952897e+00,3.864537e+00,2.408611e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.416037e-02,0.000000e+00,4.089816e-03,0.000000e+00,0.000000e+00,7.666107e-02,6.049429e-01,3.765323e-01,1.307958e-02,1.082288e+00,5.627069e+01,4.579170e-01
2.500000e+01,9.096710e-01,3.986707e-01,5.610186e-02,3.182243e-02,9.710028e-03,5.862831e-02,1.322310e+01,2.638345e-02,4.270097e-05,1.146294e-06,2.100962e-05,1.034866e-06,6.035593e-03,6.147361e-03,6.095903e-03,9.096283e-01,3.986696e-01,1.121827e-01,3.182140e-02,1.338446e-02,3.783239e+00,3.611683e+00,6.874926e-02,0.000000e+00,0.000000e+00,2.426996e-02,3.182140e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.116268e-02,6.407836e-01,3.986696e-01,1.338446e-02,1.145973e+00,5.255488e+01,4.850452e-01
2.500000e+01,1.179312e+00,5.109186e-01,6.784245e-02,4.100757e-02,8.360064e-03,1.497218e-01,1.286795e+01,1.085509e-01,5.358738e-04,3.575673e-06,3.626131e-05,5.788341e-07,9.511931e-03,1.062693e-02,1.053962e-02,1.178776e+00,5.109150e-01,1.356486e-01,4.100699e-02,7.208197e-03,4.842685e+00,4.623961e+00,1.072267e-01,0.000000e+00,0.000000e+00,2.681733e-02,4.100699e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.038954e-01,8.270695e-01,5.109150e-01,7.208197e-03,1.469752e+00,6.750282e+01,6.259129e-01
2.500000e+01,1.238696e+00,3.290506e-01,3.536859e-02,2.411480e-02,6.259725e-03,1.077756e-01,1.291169e+01,7.341683e-02,3.144888e-04,2.461386e-06,2.731214e-05,4.959885e-07,7.325974e-03,7.987908e-03,7.922107e-03,1.238382e+00,3.290481e-01,7.070987e-02,2.411430e-02,5.193476e-03,4.004904e+00,3.854843e+00,5.758636e-01,0.000000e+00,0.000000e+00,1.124063e-02,2.411430e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.691914e-02,5.323388e-01,3.290481e-01,5.193476e-03,9.465140e-01,5.856054e+01,4.028784e-01
2.500000e+01,1.041634e+00,3.847452e-01,5.931324e-02,3.074629e-02,1.146759e-02,6.876687e-02,1.326306e+01,3.454222e-02,4.948549e-05,1.587957e-06,3.027527e-05,1.705196e-06,8.734312e-03,8.870757e-03,8.796822e-03,1.041585e+00,3.847436e-01,1.185962e-01,3.074458e-02,1.420087e-02,4.011143e+00,3.845686e+00,2.153056e-01,0.000000e+00,0.000000e+00,2.855352e-02,3.074458e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.834271e-02,6.176401e-01,3.847436e-01,1.420087e-02,1.105792e+00,5.641217e+01,4.675301e-01
2.500000e+01,1.162138e+00,5.531233e-01,6.979758e-02,3.549098e-02,9.643889e-03,9.753395e-02,1.302595e+01,5.616033e-02,1.672760e-04,2.006656e-06,2.767178e-05,7.154547e-07,7.704768e-03,8.072620e-03,8.006585e-03,1.161971e+00,5.531213e-01,1.395675e-01,3.549026e-02,1.158301e-02,4.907162e+00,4.634671e+00,2.396393e-02,0.000000e+00,0.000000e+00,3.429348e-02,3.549026e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.125236e-01,8.931653e-01,5.531213e-01,1.158301e-02,1.590747e+00,6.783626e+01,6.760117e-01
2.500000e+01,9.129948e-01,3.926541e-01,5.666444e-02,2.024096e-02,6.432940e-03,8.673793e-02,1.294417e+01,5.607401e-02,2.164102e-04,1.908919e-06,2.259683e-05,4.527352e-07,6.141404e-03,6.601793e-03,6.547219e-03,9.127784e-01,3.926522e-01,1.133063e-01,2.024051e-02,6.724476e-03,3.651034e+00,3.437816e+00,8.765075e-02,0.000000e+00,0.000000e+00,3.641263e-02,2.024051e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.986077e-02,6.349277e-01,3.926522e-01,6.724476e-03,1.129414e+00,5.066812e+01,4.805301e-01
2.500000e+01,9.233424e-01,4.913694e-01,6.391512e-02,4.330777e-02,7.196517e-03,5.439867e-02,1.302066e+01,1.751657e-02,2.696180e-05,1.101194e-06,1.273085e-05,1.548749e-06,2.418163e-03,2.491189e-03,2.454401e-03,9.233154e-01,4.913683e-01,1.278175e-01,4.330622e-02,1.197487e-02,4.287404e+00,4.107439e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.330622e-02,0.000000e+00,0.000000e+00,2.060253e-02,0.000000e+00,9.170872e-02,7.088855e-01,4.707658e-01,1.197487e-02,1.282612e+00,5.907022e+01,5.317219e-01
2.500000e+01,1.386198e+00,3.726928e-01,4.984123e-02,3.581442e-02,1.092110e-02,5.345257e-02,1.336746e+01,1.291937e-02,1.347717e-05,7.086981e-07,1.450012e-05,1.163879e-06,4.225442e-03,4.272026e-03,4.234338e-03,1.386185e+00,3.726921e-01,9.966796e-02,3.581326e-02,1.761676e-02,4.658390e+00,4.522141e+00,6.048649e-01,0.000000e+00,0.000000e+00,1.402072e-02,3.581326e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.593395e-02,5.960045e-01,3.726921e-01,1.761676e-02,1.070696e+00,6.767172e+01,4.511376e-01
2.500000e+01,1.037418e+00,5.048294e-01,3.699105e-02,4.379797e-02,1.184485e-02,8.659425e-02,1.315178e+01,4.921086e-02,9.927330e-05,1.960623e-06,1.113922e-05,1.123251e-05,9.389062e-03,9.625396e-03,9.550528e-03,1.037319e+00,5.048274e-01,7.397096e-02,4.378674e-02,1.430064e-02,4.396477e+00,4.200072e+00,6.959689e-02,0.000000e+00,0.000000e+00,0.000000e+00,3.358485e-02,0.000000e+00,3.400629e-03,0.000000e+00,0.000000e+00,1.027434e-01,8.129787e-01,5.048274e-01,1.430064e-02,1.451431e+00,6.157354e+01,6.153708e-01
2.500000e+01,1.300576e+00,3.365901e-01,6.537688e-02,4.783992e-02,1.099938e-02,7.216220e-02,1.329259e+01,3.187892e-02,4.174243e-05,1.534089e-06,2.998075e-05,1.865513e-06,8.674816e-03,8.795743e-03,8.721914e-03,1.300534e+00,3.365886e-01,1.307238e-01,4.783805e-02,1.332394e-02,4.578941e+00,4.517936e+00,5.168087e-01,0.000000e+00,0.000000e+00,1.752384e-02,4.783805e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.854780e-02,5.398018e-01,3.365886e-01,1.332394e-02,9.672835e-01,6.603035e+01,4.086093e-01
2.500000e+01,1.305819e+00,3.745353e-01,4.037965e-02,4.154105e-02,1.163863e-02,1.449244e-01,1.304089e+01,1.061861e-01,3.020613e-04,3.833065e-06,1.834802e-05,1.287099e-05,1.514911e-02,1.580353e-02,1.570222e-02,1.305517e+00,3.745315e-01,8.074095e-02,4.152818e-02,8.128151e-03,4.495308e+00,4.381937e+00,5.382622e-01,0.000000e+00,0.000000e+00,0.000000e+00,3.979162e-02,0.000000e+00,5.788515e-04,0.000000e+00,0.000000e+00,7.619581e-02,6.046151e-01,3.745315e-01,8.128151e-03,1.077100e+00,6.534876e+01,4.576210e-01
2.500000e+01,1.277041e+00,4.726611e-01,6.748140e-02,4.987157e-02,7.365565e-03,5.702661e-02,1.311871e+01,1.343765e-02,2.997815e-05,5.180996e-07,8.308353e-06,2.897253e-07,2.354719e-03,2.426137e-03,2.404864e-03,1.277011e+00,4.726606e-01,1.349545e-01,4.987128e-02,1.237641e-02,5.006396e+00,4.851661e+00,2.629324e-01,0.000000e+00,0.000000e+00,1.760597e-02,4.987128e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.618473e-02,7.617756e-01,4.726606e-01,1.237641e-02,1.359064e+00,7.069188e+01,5.766025e-01
2.500000e+01,1.396666e+00,3.233547e-01,6.504350e-02,4.406358e-02,1.037588e-02,6.338411e-02,1.333369e+01,2.205808e-02,2.549191e-05,1.137622e-06,2.286719e-05,1.635768e-06,6.642612e-03,6.723021e-03,6.665479e-03,1.396641e+00,3.233536e-01,1.300641e-01,4.406194e-02,1.410915e-02,4.689148e+00,4.622927e+00,6.396822e-01,0.000000e+00,0.000000e+00,2.097012e-02,4.406194e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.586777e-02,5.178002e-01,3.233536e-01,1.410915e-02,9.290934e-01,6.814726e+01,3.919504e-01
