T, CaO, SiO2, Al2O3, CO2, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, C_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, C_s, O_s,  H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Straetlingite, Calcite, Hemicarbonate, Monocarbonate, Chabazite, mCSHQ, Ca_ss, Si_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.118153e+00,4.710685e-01,3.549241e-02,4.601438e-03,1.488737e-01,1.247216e+01,1.155414e-01,2.350113e-03,3.575609e-06,1.485395e-05,2.006933e-10,4.720773e-03,4.678456e-03,1.115803e+00,4.710649e-01,7.096997e-02,4.601438e-03,4.031180e+00,3.715178e+00,2.337128e-01,0.000000e+00,0.000000e+00,2.628211e-02,0.000000e+00,0.000000e+00,9.202876e-03,0.000000e+00,0.000000e+00,9.570736e-02,7.664322e-01,4.710649e-01,1.355749e+00,5.706453e+01,5.798126e-01
2.500000e+01,1.024067e+00,5.707653e-01,3.280895e-02,5.976387e-01,8.493552e-02,1.097442e+01,6.627781e-02,6.689461e-05,5.741698e-05,4.980108e-06,8.288975e-07,2.505911e-04,1.154691e-04,1.024000e+00,5.707079e-01,6.561292e-02,5.976379e-01,4.495188e+00,2.072155e+00,0.000000e+00,0.000000e+00,6.561292e-02,0.000000e+00,0.000000e+00,5.976379e-01,0.000000e+00,0.000000e+00,0.000000e+00,7.509206e-02,4.263622e-01,5.707079e-01,9.376579e-01,5.693277e+01,3.394238e-01
2.500000e+01,1.319443e+00,3.559523e-01,4.403979e-02,7.182219e-01,1.332248e-01,1.208660e+01,1.088752e-01,8.300121e-04,1.127286e-05,1.155627e-05,7.735058e-07,1.687022e-03,1.627165e-03,1.318613e+00,3.559410e-01,8.806802e-02,7.182211e-01,4.953308e+00,2.708538e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.741871e-01,0.000000e+00,4.403401e-02,0.000000e+00,6.331836e-02,4.682898e-01,3.559410e-01,8.698947e-01,6.366706e+01,3.384369e-01
2.500000e+01,1.285371e+00,3.902980e-01,3.080113e-02,2.214223e-01,5.143430e-02,1.247258e+01,1.906015e-02,3.868842e-04,5.898595e-07,1.396275e-07,1.253313e-07,7.766427e-04,7.722375e-04,1.284984e+00,3.902974e-01,6.160212e-02,2.214222e-01,4.399071e+00,3.596489e+00,3.361369e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.906211e-01,0.000000e+00,3.080106e-02,0.000000e+00,7.929764e-02,6.350219e-01,3.902974e-01,1.123296e+00,6.167099e+01,4.803995e-01
2.500000e+01,1.266665e+00,5.946532e-01,3.954427e-02,2.532421e-01,1.259136e-01,1.234085e+01,8.921195e-02,1.285817e-03,4.465742e-06,1.608504e-06,5.992802e-07,2.580541e-03,2.560362e-03,1.265379e+00,5.946487e-01,7.908693e-02,2.532415e-01,5.121067e+00,4.082553e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.136980e-01,0.000000e+00,3.954347e-02,0.000000e+00,1.147726e-01,8.935073e-01,5.946487e-01,1.606298e+00,6.872040e+01,6.698438e-01
2.500000e+01,1.350352e+00,4.782884e-01,5.044915e-02,6.012804e-01,1.093907e-01,1.206972e+01,7.963750e-02,5.830737e-04,8.593578e-06,9.516739e-06,5.683513e-07,1.187950e-03,1.140555e-03,1.349769e+00,4.782798e-01,1.008888e-01,6.012798e-01,5.313648e+00,3.306854e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.168432e-02,5.625198e-01,0.000000e+00,3.876007e-02,0.000000e+00,8.259923e-02,6.088402e-01,4.665955e-01,1.133591e+00,6.894506e+01,4.392758e-01
2.500000e+01,1.278039e+00,5.038785e-01,4.784453e-02,3.486587e-01,7.259297e-02,1.240256e+01,3.791116e-02,6.410036e-04,1.531519e-06,4.474891e-07,2.519982e-07,1.286303e-03,1.278122e-03,1.277398e+00,5.038770e-01,9.568861e-02,3.486584e-01,5.053137e+00,3.854270e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.008141e-01,0.000000e+00,4.784431e-02,0.000000e+00,9.954413e-02,7.852066e-01,5.038770e-01,1.400848e+00,6.774265e+01,5.930379e-01
2.500000e+01,9.115645e-01,4.303911e-01,6.274758e-02,7.358515e-01,6.395518e-02,9.791885e+00,5.261734e-02,5.616890e-05,2.074876e-04,6.664843e-08,1.376608e-06,5.306257e-04,1.092567e-04,9.115083e-01,4.301836e-01,1.254951e-01,7.358501e-01,4.062036e+00,1.260435e+00,0.000000e+00,1.189288e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.358501e-01,0.000000e+00,0.000000e+00,6.274755e-02,2.095493e-02,1.129107e-01,1.673005e-01,2.537322e-01,5.252427e+01,8.669091e-02
2.500000e+01,9.780278e-01,4.298352e-01,6.112855e-02,8.456830e-02,1.383719e-01,1.247258e+01,1.039351e-01,2.109684e-03,3.216516e-06,7.613794e-07,6.834329e-07,4.226136e-03,4.211020e-03,9.759181e-01,4.298320e-01,1.222563e-01,8.456762e-02,4.106211e+00,3.836218e+00,8.620531e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.343945e-02,0.000000e+00,6.112817e-02,0.000000e+00,8.732997e-02,6.993455e-01,4.298320e-01,1.237079e+00,5.620383e+01,5.290609e-01
2.500000e+01,1.022844e+00,3.938398e-01,5.508542e-02,3.767819e-02,7.659681e-02,1.247248e+01,4.178306e-02,8.483472e-04,1.293029e-06,1.534453e-06,1.092745e-08,1.701575e-03,1.692637e-03,1.021996e+00,3.938385e-01,1.101693e-01,3.767818e-02,3.985388e+00,3.870211e+00,1.608737e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.481295e-02,2.027171e-02,0.000000e+00,8.001709e-02,6.407833e-01,3.938385e-01,1.133488e+00,5.630457e+01,4.847581e-01
2.500000e+01,1.192547e+00,4.749546e-01,5.159426e-02,3.421725e-01,8.197965e-02,1.229385e+01,4.915028e-02,6.279301e-04,2.863747e-06,1.226135e-06,3.330658e-07,1.262458e-03,1.248591e-03,1.191919e+00,4.749517e-01,1.031873e-01,3.421722e-01,4.805223e+00,3.648551e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.905785e-01,0.000000e+00,5.159365e-02,0.000000e+00,9.014967e-02,6.949660e-01,4.749517e-01,1.256745e+00,6.368363e+01,5.172329e-01
2.500000e+01,1.097273e+00,3.052188e-01,5.216694e-02,5.971538e-01,8.783939e-02,1.206972e+01,6.651093e-02,4.869662e-04,7.177099e-06,7.948108e-06,4.746706e-07,9.924713e-04,9.525588e-04,1.096786e+00,3.052116e-01,1.043259e-01,5.971533e-01,4.243478e+00,2.370946e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.391195e-02,5.689023e-01,0.000000e+00,2.825102e-02,0.000000e+00,4.979717e-02,3.670558e-01,2.812997e-01,6.834162e-01,5.497634e+01,2.648292e-01
2.500000e+01,1.369672e+00,3.977895e-01,4.953801e-02,2.543071e-01,6.929089e-02,1.247258e+01,3.314245e-02,6.727277e-04,1.025664e-06,2.427879e-07,2.179304e-07,1.348976e-03,1.342794e-03,1.368999e+00,3.977885e-01,9.907578e-02,2.543069e-01,4.830445e+00,4.017283e+00,3.188687e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.047690e-01,0.000000e+00,4.953789e-02,0.000000e+00,8.081962e-02,6.472100e-01,3.977885e-01,1.144856e+00,6.721129e+01,4.896200e-01
2.500000e+01,1.305437e+00,5.639805e-01,4.816785e-02,4.979449e-01,1.212764e-01,1.206972e+01,9.020806e-02,6.604674e-04,9.734265e-06,1.077993e-05,6.437903e-07,1.345366e-03,1.291946e-03,1.304777e+00,5.639708e-01,9.632492e-02,4.979443e-01,5.299771e+00,3.453354e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.191353e-02,4.816953e-01,0.000000e+00,1.624893e-02,0.000000e+00,9.418762e-02,6.942584e-01,5.320572e-01,1.292631e+00,6.941382e+01,5.009046e-01
2.500000e+01,1.018940e+00,3.786904e-01,4.792282e-02,7.908954e-01,1.227360e-01,1.016700e+01,1.107151e-01,1.027875e-04,2.528294e-04,1.295268e-06,2.088563e-06,7.141336e-04,1.951345e-04,1.018837e+00,3.784376e-01,9.584434e-02,7.908933e-01,4.169702e+00,1.336872e+00,0.000000e+00,0.000000e+00,6.071554e-02,0.000000e+00,0.000000e+00,7.908933e-01,0.000000e+00,0.000000e+00,1.756440e-02,3.881711e-02,2.103795e-01,3.081800e-01,4.719765e-01,5.265744e+01,1.626402e-01
2.500000e+01,1.289943e+00,4.262325e-01,3.521017e-02,6.607536e-01,1.247072e-01,1.206972e+01,1.005325e-01,7.360587e-04,1.084836e-05,1.201370e-05,7.174729e-07,1.499116e-03,1.439811e-03,1.289207e+00,4.262217e-01,7.040833e-02,6.607529e-01,4.913035e+00,2.688532e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.445495e-02,6.400037e-01,0.000000e+00,2.074921e-02,0.000000e+00,7.289315e-02,5.372965e-01,4.117667e-01,1.000385e+00,6.351711e+01,3.876573e-01
2.500000e+01,1.054957e+00,3.862595e-01,6.773125e-02,8.129681e-03,1.133164e-01,1.247216e+01,8.060299e-02,1.639465e-03,2.494378e-06,1.036239e-05,1.400052e-10,3.293868e-03,3.263742e-03,1.053318e+00,3.862570e-01,1.354521e-01,8.129681e-03,3.866281e+00,3.642024e+00,2.054320e-01,0.000000e+00,0.000000e+00,5.146671e-02,0.000000e+00,0.000000e+00,1.625936e-02,0.000000e+00,0.000000e+00,7.847674e-02,6.284480e-01,3.862570e-01,1.111668e+00,5.420463e+01,4.754264e-01
2.500000e+01,1.391001e+00,4.601368e-01,6.984912e-02,4.592973e-01,7.446032e-02,1.241281e+01,3.749497e-02,6.510734e-04,1.459105e-06,4.126448e-07,2.488199e-07,1.306327e-03,1.298437e-03,1.390350e+00,4.601353e-01,1.396978e-01,4.592971e-01,5.492683e+00,4.107844e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.894481e-01,0.000000e+00,6.984891e-02,0.000000e+00,9.126727e-02,7.215061e-01,4.601353e-01,1.285584e+00,7.316600e+01,5.453709e-01
2.500000e+01,1.234475e+00,4.249185e-01,5.935877e-02,3.873451e-01,6.225410e-02,1.241836e+01,2.907453e-02,5.122142e-04,1.108498e-06,3.080627e-07,1.927703e-07,1.028082e-03,1.021606e-03,1.233963e+00,4.249174e-01,1.187172e-01,3.873449e-01,4.879909e+00,3.686691e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.279863e-01,0.000000e+00,5.935862e-02,0.000000e+00,8.446639e-02,6.685420e-01,4.249174e-01,1.190401e+00,6.515764e+01,5.055257e-01
2.500000e+01,1.173560e+00,4.177011e-01,5.457479e-02,5.754202e-01,1.453387e-01,1.206972e+01,1.210256e-01,8.861027e-04,1.305953e-05,1.446277e-05,8.637304e-07,1.804300e-03,1.733313e-03,1.172674e+00,4.176880e-01,1.091351e-01,5.754193e-01,4.675016e+00,2.704849e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.836360e-02,5.692154e-01,0.000000e+00,6.203963e-03,0.000000e+00,6.537979e-02,4.819155e-01,3.693244e-01,8.972720e-01,6.119212e+01,3.477001e-01
2.500000e+01,1.162789e+00,4.592570e-01,4.494216e-02,2.318369e-01,1.318219e-01,1.247258e+01,9.837113e-02,1.996743e-03,3.044330e-06,7.206242e-07,6.468460e-07,4.000000e-03,3.985586e-03,1.160792e+00,4.592540e-01,8.988360e-02,2.318363e-01,4.540830e+00,3.726063e+00,4.691504e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.868945e-01,0.000000e+00,4.494180e-02,0.000000e+00,9.330770e-02,7.472156e-01,4.592540e-01,1.321757e+00,6.193903e+01,5.652750e-01
2.500000e+01,1.211059e+00,3.567870e-01,3.559526e-02,5.857865e-01,5.781439e-02,1.227989e+01,3.387686e-02,4.176587e-04,2.061226e-06,9.309429e-07,2.301922e-07,8.406723e-04,8.300686e-04,1.210641e+00,3.567849e-01,7.118959e-02,5.857863e-01,4.532614e+00,2.660091e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.501915e-01,0.000000e+00,3.559479e-02,0.000000e+00,6.739664e-02,5.180707e-01,3.567849e-01,9.385030e-01,5.908495e+01,3.847107e-01
2.500000e+01,1.120176e+00,4.979634e-01,4.240875e-02,3.766658e-01,1.426414e-01,1.206972e+01,1.139475e-01,8.342782e-04,1.229597e-05,1.361680e-05,8.132121e-07,1.698891e-03,1.631938e-03,1.119342e+00,4.979511e-01,8.480388e-02,3.766650e-01,4.591209e+00,3.190859e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.487464e-02,3.491377e-01,0.000000e+00,2.752730e-02,0.000000e+00,8.551678e-02,6.303455e-01,4.830765e-01,1.173632e+00,6.006453e+01,4.547918e-01
2.500000e+01,1.274710e+00,5.068648e-01,3.143015e-02,7.273690e-01,1.107601e-01,1.162754e+01,8.872993e-02,2.372510e-04,2.460299e-05,1.190194e-05,7.550239e-07,5.250510e-04,4.344622e-04,1.274473e+00,5.068402e-01,6.284840e-02,7.273682e-01,5.060880e+00,2.447436e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.142420e-02,7.273682e-01,0.000000e+00,0.000000e+00,0.000000e+00,7.323758e-02,4.842561e-01,4.754160e-01,9.723244e-01,6.497381e+01,3.577390e-01
