T, CaO, SiO2, Al2O3, CO2, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, C_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, C_s, O_s,  H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Straetlingite, Calcite, Hemicarbonate, Monocarbonate, Chabazite, mCSHQ, Ca_ss, Si_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.182226e+00,3.558920e-01,4.297347e-02,3.442572e-01,5.716075e-02,1.247258e+01,2.789215e-02,5.661568e-04,8.631858e-07,2.043271e-07,1.834067e-07,1.135593e-03,1.130073e-03,1.181660e+00,3.558911e-01,8.594674e-02,3.442570e-01,4.337297e+00,3.252842e+00,1.294406e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.012836e-01,0.000000e+00,4.297337e-02,0.000000e+00,7.230724e-02,5.790422e-01,3.558911e-01,1.024273e+00,5.898846e+01,4.380504e-01
2.500000e+01,1.338232e+00,5.680059e-01,4.273797e-02,6.274897e-01,1.056016e-01,1.188802e+01,7.792172e-02,3.694958e-04,1.273487e-05,9.270472e-06,5.899016e-07,7.665568e-04,7.090116e-04,1.337863e+00,5.679932e-01,8.546667e-02,6.274891e-01,5.394715e+00,3.075376e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.273333e-02,6.274891e-01,0.000000e+00,0.000000e+00,0.000000e+00,8.814609e-02,6.249067e-01,5.252598e-01,1.195821e+00,7.004768e+01,4.472693e-01
2.500000e+01,1.287947e+00,3.297629e-01,6.550573e-02,1.631236e-01,1.230880e-01,1.247258e+01,8.608087e-02,1.747276e-03,2.663950e-06,6.305915e-07,5.660310e-07,3.500501e-03,3.487639e-03,1.286200e+00,3.297602e-01,1.310108e-01,1.631230e-01,4.528143e+00,4.119321e+00,3.900338e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.761762e-02,0.000000e+00,6.550541e-02,0.000000e+00,6.699816e-02,5.365267e-01,3.297602e-01,9.490671e-01,6.361054e+01,4.058871e-01
2.500000e+01,1.344861e+00,5.970338e-01,6.785951e-02,4.469315e-02,7.859449e-02,1.247248e+01,3.156613e-02,6.409075e-04,9.769041e-07,1.159286e-06,8.255360e-09,1.285992e-03,1.278750e-03,1.344220e+00,5.970328e-01,1.357179e-01,4.469314e-02,5.443720e+00,5.224942e+00,1.013998e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.633158e-02,2.152735e-02,0.000000e+00,1.213006e-01,9.713846e-01,5.970328e-01,1.718291e+00,7.639993e+01,7.348609e-01
2.500000e+01,1.096278e+00,5.555817e-01,3.372057e-02,5.763653e-01,1.061087e-01,1.135960e+01,8.407401e-02,1.379453e-04,3.847373e-05,1.439827e-05,8.327913e-07,3.585811e-04,2.368509e-04,1.096140e+00,5.555432e-01,6.742674e-02,5.763645e-01,4.684809e+00,2.447426e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.371337e-02,5.763645e-01,0.000000e+00,0.000000e+00,0.000000e+00,7.390703e-02,4.523488e-01,5.218299e-01,9.540060e-01,6.044820e+01,3.536526e-01
2.500000e+01,1.266394e+00,4.540318e-01,4.564168e-02,6.322023e-01,1.152564e-01,1.206972e+01,9.044553e-02,6.622066e-04,9.759870e-06,1.080830e-05,6.454851e-07,1.348904e-03,1.295348e-03,1.265732e+00,4.540220e-01,9.127255e-02,6.322017e-01,4.954428e+00,2.758681e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.156982e-02,6.281352e-01,0.000000e+00,4.066455e-03,0.000000e+00,7.301451e-02,5.381911e-01,4.124522e-01,1.002051e+00,6.462052e+01,3.883027e-01
2.500000e+01,9.991396e-01,3.967611e-01,4.802273e-02,7.093800e-02,7.932028e-02,1.247258e+01,4.680581e-02,9.500676e-04,1.448503e-06,3.428794e-07,3.077748e-07,1.904282e-03,1.896376e-03,9.981895e-01,3.967597e-01,9.604512e-02,7.093769e-02,3.885443e+00,3.615582e+00,1.376481e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.291513e-02,0.000000e+00,4.802256e-02,0.000000e+00,8.061059e-02,6.455361e-01,3.967597e-01,1.141895e+00,5.401315e+01,4.883536e-01
2.500000e+01,1.091129e+00,4.894808e-01,6.066119e-02,1.919231e-01,6.232699e-02,1.229550e+01,2.697587e-02,3.460925e-04,1.563642e-06,6.653134e-07,1.827433e-07,6.966919e-04,6.882174e-04,1.090783e+00,4.894792e-01,1.213217e-01,1.919229e-01,4.598939e+00,3.926739e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.312621e-01,0.000000e+00,6.066086e-02,0.000000e+00,9.296027e-02,7.168774e-01,4.894792e-01,1.296100e+00,6.141127e+01,5.336819e-01
2.500000e+01,1.316660e+00,4.420032e-01,3.498793e-02,5.697924e-01,5.210796e-02,1.227931e+01,2.425085e-02,2.985403e-04,1.478173e-06,6.691093e-07,1.648027e-07,6.014878e-04,5.933158e-04,1.316361e+00,4.420017e-01,6.997519e-02,5.697922e-01,4.992153e+00,3.094482e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.348046e-01,0.000000e+00,3.498760e-02,0.000000e+00,8.347756e-02,6.416064e-01,4.420017e-01,1.162377e+00,6.537979e+01,4.764016e-01
2.500000e+01,1.211560e+00,3.229981e-01,3.183723e-02,2.981956e-01,9.019542e-02,1.247258e+01,6.196624e-02,1.257796e-03,1.917682e-06,4.539394e-07,4.074633e-07,2.520434e-03,2.510615e-03,1.210302e+00,3.229962e-01,6.367401e-02,2.981952e-01,4.119077e+00,3.141763e+00,2.910746e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.663582e-01,0.000000e+00,3.183700e-02,0.000000e+00,6.562389e-02,5.255214e-01,3.229962e-01,9.295998e-01,5.713715e+01,3.975615e-01
2.500000e+01,1.111157e+00,5.997581e-01,3.293037e-02,7.336013e-01,1.100565e-01,1.016700e+01,9.278795e-02,8.614401e-05,2.118912e-04,1.085535e-06,1.750383e-06,5.988245e-04,1.635381e-04,1.111071e+00,5.995462e-01,6.585965e-02,7.335995e-01,4.835686e+00,1.919069e+00,0.000000e+00,0.000000e+00,2.909822e-02,0.000000e+00,0.000000e+00,7.335995e-01,0.000000e+00,0.000000e+00,1.838072e-02,6.625579e-02,3.590906e-01,5.260233e-01,8.056029e-01,6.181988e+01,2.776059e-01
2.500000e+01,1.148849e+00,4.077211e-01,6.748649e-02,2.794950e-01,1.378273e-01,1.247258e+01,1.034061e-01,2.098944e-03,3.200112e-06,7.575155e-07,6.799542e-07,4.204631e-03,4.189582e-03,1.146750e+00,4.077179e-01,1.349722e-01,2.794943e-01,4.640845e+00,3.834425e+00,1.432155e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.120082e-01,0.000000e+00,6.748611e-02,0.000000e+00,8.283699e-02,6.633652e-01,4.077179e-01,1.173433e+00,6.258774e+01,5.018416e-01
2.500000e+01,1.203853e+00,4.388016e-01,5.062875e-02,3.795783e-01,6.389514e-02,1.237316e+01,3.221758e-02,5.047493e-04,1.444727e-06,4.651542e-07,2.152031e-07,1.013691e-03,1.005848e-03,1.203348e+00,4.388002e-01,1.012570e-01,3.795781e-01,4.751940e+00,3.519899e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.289496e-01,0.000000e+00,5.062852e-02,0.000000e+00,8.571560e-02,6.718846e-01,4.388002e-01,1.203036e+00,6.324775e+01,5.058852e-01
2.500000e+01,1.099032e+00,4.982688e-01,3.648734e-02,5.176189e-01,1.288109e-01,1.175133e+01,1.056320e-01,3.675194e-04,2.292932e-05,1.314538e-05,8.461302e-07,7.818116e-04,6.900465e-04,1.098664e+00,4.982459e-01,7.296153e-02,5.176181e-01,4.527721e+00,2.575772e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.648077e-02,5.176181e-01,0.000000e+00,0.000000e+00,0.000000e+00,7.418087e-02,5.080849e-01,4.617651e-01,9.960399e-01,5.865980e+01,3.672525e-01
2.500000e+01,1.317157e+00,5.156618e-01,6.694705e-02,2.639797e-01,1.133618e-01,1.247258e+01,7.322855e-02,1.486399e-03,2.266220e-06,5.364410e-07,4.815195e-07,2.978157e-03,2.966916e-03,1.315671e+00,5.156595e-01,1.338936e-01,2.639792e-01,5.308160e+00,4.464744e+00,1.186239e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.970324e-01,0.000000e+00,6.694678e-02,0.000000e+00,1.047678e-01,8.389886e-01,5.156595e-01,1.484095e+00,7.204213e+01,6.347022e-01
2.500000e+01,1.302599e+00,3.167609e-01,4.758184e-02,2.350358e-01,8.164775e-02,1.247258e+01,4.849174e-02,9.842889e-04,1.500676e-06,3.552296e-07,3.188608e-07,1.972802e-03,1.964683e-03,1.301615e+00,3.167594e-01,9.516332e-02,2.350355e-01,4.391458e+00,3.687017e+00,4.084602e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.874538e-01,0.000000e+00,4.758166e-02,0.000000e+00,6.435675e-02,5.153741e-01,3.167594e-01,9.116500e-01,6.166164e+01,3.898849e-01
2.500000e+01,9.715385e-01,5.571053e-01,5.777049e-02,4.460848e-01,1.339455e-01,1.133673e+01,1.102282e-01,1.746458e-04,5.251963e-05,1.932774e-05,1.106584e-06,4.619757e-04,2.981719e-04,9.713639e-01,5.570528e-01,1.155217e-01,4.460837e-01,4.468208e+00,2.634576e+00,0.000000e+00,0.000000e+00,3.137540e-02,0.000000e+00,4.207312e-02,4.460837e-01,0.000000e+00,0.000000e+00,0.000000e+00,7.249964e-02,4.411339e-01,5.149797e-01,9.336401e-01,5.786365e+01,3.460635e-01
2.500000e+01,9.275371e-01,4.579615e-01,6.840460e-02,1.828113e-01,1.388986e-01,1.206972e+01,1.078424e-01,7.895788e-04,1.163716e-05,1.288724e-05,7.696417e-07,1.607974e-03,1.544502e-03,9.267475e-01,4.579499e-01,1.367963e-01,1.828105e-01,4.139877e+00,3.452829e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.551847e-02,1.399308e-01,0.000000e+00,4.287969e-02,0.000000e+00,7.655132e-02,5.642610e-01,4.324314e-01,1.050590e+00,5.480742e+01,4.071120e-01
2.500000e+01,1.012394e+00,4.625124e-01,5.851751e-02,1.601062e-01,7.779270e-02,1.229228e+01,4.419548e-02,5.623739e-04,2.587707e-06,1.114557e-06,2.995804e-07,1.130909e-03,1.118177e-03,1.011832e+00,4.625098e-01,1.170339e-01,1.601059e-01,4.299305e+00,3.733383e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.015889e-01,0.000000e+00,5.851695e-02,0.000000e+00,8.774051e-02,6.761749e-01,4.625098e-01,1.223005e+00,5.745687e+01,5.031209e-01
2.500000e+01,1.116697e+00,5.761486e-01,3.753499e-02,6.087996e-01,1.079265e-01,1.133673e+01,8.637668e-02,1.368553e-04,4.115012e-05,1.514425e-05,8.670556e-07,3.624332e-04,2.336543e-04,1.116560e+00,5.761074e-01,7.505484e-02,6.087987e-01,4.795762e+00,2.393614e+00,0.000000e+00,0.000000e+00,5.010257e-02,0.000000e+00,1.247613e-02,6.087987e-01,0.000000e+00,0.000000e+00,0.000000e+00,7.934890e-02,4.828091e-01,5.636313e-01,1.021844e+00,6.103194e+01,3.787571e-01
2.500000e+01,9.384128e-01,3.461679e-01,6.528342e-02,6.708225e-01,1.021743e-01,1.109413e+01,8.815315e-02,9.952981e-05,6.382060e-05,8.751405e-06,1.031134e-06,3.293919e-04,1.700631e-04,9.383133e-01,3.461041e-01,1.305581e-01,6.708215e-01,3.946845e+00,1.557687e+00,0.000000e+00,0.000000e+00,1.305581e-01,0.000000e+00,0.000000e+00,6.708215e-01,0.000000e+00,0.000000e+00,0.000000e+00,4.629870e-02,2.674918e-01,3.461041e-01,5.830064e-01,4.908867e+01,2.133063e-01
2.500000e+01,1.277699e+00,3.382802e-01,3.999463e-02,4.409692e-01,1.202716e-01,1.247258e+01,9.194816e-02,1.866372e-03,2.845541e-06,6.735745e-07,6.046115e-07,3.738961e-03,3.725358e-03,1.275833e+00,3.382774e-01,7.998859e-02,4.409686e-01,4.532321e+00,3.156028e+00,1.644970e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.009743e-01,0.000000e+00,3.999429e-02,0.000000e+00,6.872861e-02,5.503842e-01,3.382774e-01,9.735798e-01,6.144921e+01,4.163704e-01
2.500000e+01,1.130291e+00,5.540606e-01,5.541274e-02,4.911379e-02,1.128330e-01,1.247248e+01,7.287855e-02,1.479705e-03,2.255360e-06,2.676405e-06,1.905989e-08,2.966436e-03,2.952334e-03,1.128811e+00,5.540583e-01,1.108228e-01,4.911377e-02,4.723821e+00,4.444862e+00,5.700599e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.259526e-02,4.281614e-02,0.000000e+00,1.125694e-01,9.014651e-01,5.540583e-01,1.594610e+00,6.531122e+01,6.819661e-01
2.500000e+01,1.394121e+00,4.040155e-01,5.260224e-02,4.783867e-02,1.448061e-01,1.247248e+01,1.039370e-01,2.110297e-03,3.216450e-06,3.817032e-06,2.718250e-08,4.229761e-03,4.210503e-03,1.392011e+00,4.040123e-01,1.052007e-01,4.783864e-02,4.728682e+00,4.550337e+00,5.242731e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.523377e-03,4.307695e-02,0.000000e+00,8.208412e-02,6.573363e-01,4.040123e-01,1.162768e+00,6.802136e+01,4.972806e-01
2.500000e+01,1.177866e+00,3.737690e-01,4.003982e-02,6.648300e-01,6.646069e-02,1.205645e+01,4.617097e-02,3.272529e-04,5.146052e-06,5.501885e-06,3.307462e-07,6.681880e-04,6.394574e-04,1.177539e+00,3.737639e-01,8.007414e-02,6.648297e-01,4.502140e+00,2.254607e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.003707e-02,6.648297e-01,0.000000e+00,0.000000e+00,0.000000e+00,5.885125e-02,4.326349e-01,3.337268e-01,8.070068e-01,5.847610e+01,3.117602e-01
2.500000e+01,9.497803e-01,4.341121e-01,3.486956e-02,6.834313e-02,9.428777e-02,1.247258e+01,6.369510e-02,1.292888e-03,1.971176e-06,4.666033e-07,4.188316e-07,2.590698e-03,2.580660e-03,9.484874e-01,4.341101e-01,6.973865e-02,6.834271e-02,3.760186e+00,3.404369e+00,6.923063e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.347338e-02,0.000000e+00,3.486933e-02,0.000000e+00,8.819917e-02,7.063061e-01,4.341101e-01,1.249391e+00,5.208805e+01,5.343267e-01
2.500000e+01,1.318416e+00,4.101997e-01,4.046146e-02,5.148750e-01,1.423275e-01,1.247258e+01,1.129454e-01,2.292568e-03,3.495351e-06,8.273961e-07,7.426805e-07,4.592318e-03,4.576065e-03,1.316123e+00,4.101962e-01,8.092209e-02,5.148743e-01,4.925753e+00,3.276211e+00,1.246881e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.744132e-01,0.000000e+00,4.046105e-02,0.000000e+00,8.334049e-02,6.673972e-01,4.101962e-01,1.180565e+00,6.578993e+01,5.048918e-01
2.500000e+01,1.243019e+00,4.204622e-01,6.267329e-02,4.564555e-01,7.385566e-02,1.224155e+01,4.184910e-02,4.680964e-04,2.857059e-06,1.501094e-06,2.865918e-07,9.430470e-04,9.288233e-04,1.242551e+00,4.204593e-01,1.253451e-01,4.564552e-01,4.962503e+00,3.556212e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.937827e-01,0.000000e+00,6.267254e-02,0.000000e+00,7.841507e-02,5.980781e-01,4.204593e-01,1.088708e+00,6.508525e+01,4.413885e-01
2.500000e+01,1.268223e+00,5.981732e-01,6.614254e-02,5.983369e-01,1.193226e-01,1.161437e+01,9.031755e-02,2.350966e-04,2.569115e-05,1.223331e-05,7.738633e-07,5.230097e-04,4.292662e-04,1.267988e+00,5.981475e-01,1.322728e-01,5.983361e-01,5.470245e+00,3.221761e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.613642e-02,5.983361e-01,0.000000e+00,0.000000e+00,0.000000e+00,8.158908e-02,5.373789e-01,5.320111e-01,1.081789e+00,7.129221e+01,3.981179e-01
2.500000e+01,1.313853e+00,3.537976e-01,3.146997e-02,7.199656e-01,6.351434e-02,1.222557e+01,4.090418e-02,4.394313e-04,2.925306e-06,1.640095e-06,2.810745e-07,8.859356e-04,8.712628e-04,1.313414e+00,3.537947e-01,6.293830e-02,7.199653e-01,4.811779e+00,2.512876e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.884962e-01,0.000000e+00,3.146915e-02,0.000000e+00,6.564134e-02,4.990408e-01,3.537947e-01,9.102774e-01,6.219536e+01,3.673703e-01
2.500000e+01,1.021289e+00,4.732897e-01,4.534098e-02,5.787386e-01,1.313151e-01,1.133673e+01,1.115651e-01,1.767638e-04,5.315646e-05,1.956182e-05,1.120003e-06,4.675537e-04,3.017884e-04,1.021112e+00,4.732365e-01,9.066240e-02,5.787375e-01,4.358135e+00,2.194163e+00,0.000000e+00,0.000000e+00,2.594606e-02,0.000000e+00,3.235817e-02,5.787375e-01,0.000000e+00,0.000000e+00,0.000000e+00,6.206755e-02,3.776584e-01,4.408784e-01,7.992971e-01,5.598729e+01,2.962678e-01
2.500000e+01,1.112183e+00,4.413366e-01,6.607083e-02,7.957103e-01,5.796611e-02,1.076111e+01,4.173712e-02,3.750360e-05,4.776424e-05,1.913978e-06,5.786962e-07,1.723104e-04,6.649998e-05,1.112145e+00,4.412888e-01,1.321397e-01,7.957097e-01,4.685482e+00,1.802259e+00,0.000000e+00,0.000000e+00,1.321397e-01,0.000000e+00,0.000000e+00,7.957097e-01,0.000000e+00,0.000000e+00,0.000000e+00,5.692274e-02,3.164358e-01,4.412888e-01,7.029199e-01,5.854446e+01,2.498225e-01
2.500000e+01,1.087157e+00,4.105116e-01,6.878106e-02,6.755758e-01,1.184317e-01,1.133673e+01,9.831726e-02,1.557713e-04,4.683155e-05,1.723360e-05,9.869781e-07,4.122387e-04,2.659599e-04,1.087001e+00,4.104648e-01,1.375449e-01,6.755748e-01,4.582613e+00,2.234431e+00,0.000000e+00,0.000000e+00,3.290847e-02,0.000000e+00,5.231821e-02,6.755748e-01,0.000000e+00,0.000000e+00,0.000000e+00,5.042044e-02,3.067900e-01,3.581466e-01,6.493073e-01,5.907271e+01,2.406725e-01
2.500000e+01,1.206897e+00,3.572201e-01,4.430146e-02,6.013113e-01,8.745548e-02,1.209632e+01,6.292376e-02,4.910663e-04,6.359692e-06,6.238229e-06,4.459019e-07,9.979386e-04,9.638075e-04,1.206406e+00,3.572137e-01,8.859668e-02,6.013109e-01,4.619636e+00,2.726572e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.570125e-01,0.000000e+00,4.429834e-02,0.000000e+00,6.372417e-02,4.722001e-01,3.572137e-01,8.760045e-01,5.959879e+01,3.416140e-01
2.500000e+01,1.217004e+00,4.851434e-01,3.908664e-02,8.619920e-02,1.262366e-01,1.247258e+01,8.943243e-02,1.815307e-03,2.767683e-06,6.551452e-07,5.880693e-07,3.636717e-03,3.623431e-03,1.215189e+00,4.851406e-01,7.817262e-02,8.619861e-02,4.523733e+00,4.097214e+00,2.223974e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.711230e-02,0.000000e+00,3.908631e-02,0.000000e+00,9.856716e-02,7.893338e-01,4.851406e-01,1.396260e+00,6.339507e+01,5.971378e-01
2.500000e+01,1.341993e+00,3.738867e-01,3.893868e-02,6.060639e-01,1.200746e-01,1.247258e+01,9.291828e-02,1.886063e-03,2.875589e-06,6.806725e-07,6.109907e-07,3.778389e-03,3.764663e-03,1.340107e+00,3.738838e-01,7.787668e-02,6.060633e-01,4.930107e+00,3.026582e+00,8.911972e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.671249e-01,0.000000e+00,3.893834e-02,0.000000e+00,7.596285e-02,6.083167e-01,3.738838e-01,1.076057e+00,6.539957e+01,4.601968e-01
2.500000e+01,1.397736e+00,3.081006e-01,5.101547e-02,6.633552e-01,1.080061e-01,1.247258e+01,8.060122e-02,1.636050e-03,2.494371e-06,5.904503e-07,5.299992e-07,3.277797e-03,3.265626e-03,1.396100e+00,3.080981e-01,1.020303e-01,6.633547e-01,5.018358e+00,3.052614e+00,7.841781e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.123395e-01,0.000000e+00,5.101517e-02,0.000000e+00,6.259702e-02,5.012819e-01,3.080981e-01,8.867223e-01,6.655593e+01,3.792241e-01
2.500000e+01,1.080109e+00,4.278647e-01,5.997151e-02,3.677819e-01,6.092494e-02,1.206972e+01,3.143557e-02,2.301586e-04,3.392184e-06,3.756582e-06,2.243470e-07,4.701341e-04,4.502152e-04,1.079879e+00,4.278613e-01,1.199393e-01,3.677817e-01,4.488721e+00,3.275295e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.132801e-02,3.191401e-01,0.000000e+00,4.864163e-02,0.000000e+00,7.373696e-02,5.435163e-01,4.165333e-01,1.011966e+00,5.865977e+01,3.921448e-01
