T, CaO, SiO2, Al2O3, CO2, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, C_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, C_s, O_s,  H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Straetlingite, Calcite, Hemicarbonate, Monocarbonate, Chabazite, mCSHQ, Ca_ss, Si_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.258366e+00,4.718126e-01,5.055907e-02,4.546715e-01,1.107494e-01,1.218350e+01,7.925742e-02,7.662697e-04,6.378561e-06,4.263222e-06,5.497437e-07,1.546301e-03,1.515560e-03,1.257600e+00,4.718062e-01,1.011139e-01,4.546710e-01,5.012716e+00,3.500983e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.041140e-01,0.000000e+00,5.055694e-02,0.000000e+00,8.638585e-02,6.512580e-01,4.718062e-01,1.194365e+00,6.557134e+01,4.764001e-01
2.500000e+01,1.055401e+00,5.436332e-01,4.381161e-02,5.696531e-01,7.973106e-02,1.133673e+01,5.861187e-02,9.286451e-05,2.792598e-05,1.027749e-05,5.883747e-07,2.465831e-04,1.585473e-04,1.055308e+00,5.436053e-01,8.761294e-02,5.696525e-01,4.585949e+00,2.345412e+00,0.000000e+00,0.000000e+00,5.262790e-02,0.000000e+00,1.749252e-02,5.696525e-01,0.000000e+00,0.000000e+00,0.000000e+00,7.406698e-02,4.506706e-01,5.261128e-01,9.538240e-01,5.847108e+01,3.535449e-01
2.500000e+01,1.127649e+00,4.501836e-01,5.645572e-02,4.475494e-01,5.382224e-02,1.206972e+01,2.620487e-02,1.918615e-04,2.827741e-06,3.131507e-06,1.870169e-07,3.922392e-04,3.753019e-04,1.127457e+00,4.501808e-01,1.129083e-01,4.475492e-01,4.625893e+00,3.067226e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.335389e-02,4.244490e-01,0.000000e+00,2.310026e-02,0.000000e+00,7.378893e-02,5.438994e-01,4.168269e-01,1.012679e+00,6.064083e+01,3.924212e-01
2.500000e+01,1.101257e+00,5.597144e-01,5.154295e-02,5.710262e-01,1.300119e-01,1.129809e+01,1.062249e-01,1.590936e-04,5.411792e-05,1.938753e-05,1.090485e-06,4.351202e-04,2.690570e-04,1.101098e+00,5.596603e-01,1.030665e-01,5.710251e-01,4.838182e+00,2.642226e+00,0.000000e+00,0.000000e+00,1.027814e-07,0.000000e+00,5.153320e-02,5.710251e-01,0.000000e+00,0.000000e+00,0.000000e+00,7.084903e-02,4.270064e-01,5.081271e-01,9.088474e-01,6.284827e+01,3.366490e-01
2.500000e+01,1.036896e+00,5.120239e-01,3.427712e-02,7.540264e-01,1.320794e-01,9.791884e+00,1.183507e-01,1.263432e-04,4.667118e-04,1.499061e-07,3.096467e-06,1.191063e-03,2.457561e-04,1.036770e+00,5.115572e-01,6.855409e-02,7.540233e-01,4.434783e+00,1.528042e+00,0.000000e+00,6.290232e-03,0.000000e+00,0.000000e+00,0.000000e+00,7.540233e-01,0.000000e+00,0.000000e+00,3.427705e-02,4.611308e-02,2.484693e-01,3.681588e-01,5.583588e-01,5.697793e+01,1.907706e-01
2.500000e+01,1.364061e+00,5.006464e-01,6.975373e-02,2.629189e-01,7.652805e-02,1.247258e+01,3.540757e-02,7.187052e-04,1.095763e-06,2.593811e-07,2.328248e-07,1.441035e-03,1.434567e-03,1.363342e+00,5.006453e-01,1.395072e-01,2.629187e-01,5.384506e+00,4.569551e+00,7.660265e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.931651e-01,0.000000e+00,6.975360e-02,0.000000e+00,1.017173e-01,8.145602e-01,5.006453e-01,1.440883e+00,7.341118e+01,6.162218e-01
2.500000e+01,1.213368e+00,5.204710e-01,6.338309e-02,3.232719e-01,1.228489e-01,1.212928e+01,8.706527e-02,7.361934e-04,8.093576e-06,6.848180e-06,6.118016e-07,1.490809e-03,1.449865e-03,1.212632e+00,5.204629e-01,1.267593e-01,3.232713e-01,5.078874e+00,3.977269e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.598916e-01,0.000000e+00,6.337967e-02,0.000000e+00,9.374818e-02,6.992215e-01,5.204629e-01,1.291458e+00,6.662836e+01,5.077853e-01
2.500000e+01,1.123472e+00,4.276060e-01,4.194876e-02,9.508875e-02,8.984085e-02,1.247258e+01,5.571523e-02,1.130912e-03,1.724234e-06,4.081475e-07,3.663594e-07,2.266380e-03,2.257350e-03,1.122341e+00,4.276043e-01,8.389711e-02,9.508838e-02,4.191360e+00,3.795575e+00,2.056861e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.313983e-02,0.000000e+00,4.194856e-02,0.000000e+00,8.687737e-02,6.957209e-01,4.276043e-01,1.230667e+00,5.858918e+01,5.263189e-01
2.500000e+01,1.345841e+00,5.672058e-01,5.894300e-02,3.972383e-01,5.974173e-02,1.215442e+01,2.248419e-02,2.022417e-04,1.957095e-06,1.482691e-06,1.570250e-07,4.102732e-04,3.991585e-04,1.345639e+00,5.672038e-01,1.178845e-01,3.972381e-01,5.520097e+00,4.137495e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.382959e-01,0.000000e+00,5.894226e-02,0.000000e+00,1.029365e-01,7.715738e-01,5.672038e-01,1.420383e+00,7.240295e+01,5.621373e-01
2.500000e+01,1.011389e+00,3.172846e-01,4.145002e-02,6.094323e-01,1.214864e-01,1.183466e+01,1.044554e-01,4.380387e-04,1.911246e-05,1.258551e-05,8.073438e-07,9.157953e-04,8.340774e-04,1.010951e+00,3.172655e-01,8.288745e-02,6.094315e-01,3.935509e+00,1.893665e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.144373e-02,6.094315e-01,0.000000e+00,0.000000e+00,0.000000e+00,4.552511e-02,3.186320e-01,2.758218e-01,6.152827e-01,5.089231e+01,2.285097e-01
2.500000e+01,1.365848e+00,3.195921e-01,6.372811e-02,6.635779e-01,1.238447e-01,1.243928e+01,9.501915e-02,1.767800e-03,3.348666e-06,8.729446e-07,6.279402e-07,3.542574e-03,3.527022e-03,1.364080e+00,3.195888e-01,1.274553e-01,6.635773e-01,5.127177e+00,3.211163e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.998496e-01,0.000000e+00,6.372767e-02,0.000000e+00,6.405983e-02,5.093199e-01,3.195888e-01,9.045770e-01,6.736133e+01,3.854836e-01
2.500000e+01,9.132100e-01,5.472124e-01,4.414041e-02,1.443824e-01,1.053197e-01,1.206972e+01,7.597243e-02,5.562397e-04,8.198137e-06,9.078756e-06,5.421942e-07,1.133371e-03,1.088065e-03,9.126538e-01,5.472042e-01,8.827174e-02,1.443819e-01,4.059041e+00,3.261616e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.391047e-02,1.341565e-01,0.000000e+00,1.022540e-02,0.000000e+00,9.086601e-02,6.697748e-01,5.132937e-01,1.247045e+00,5.400427e+01,4.832398e-01
2.500000e+01,9.466438e-01,4.281380e-01,3.432771e-02,7.230899e-01,1.117560e-01,9.791885e+00,1.004191e-01,1.072002e-04,3.959981e-04,1.271932e-07,2.627305e-06,1.010902e-03,2.085201e-04,9.465366e-01,4.277420e-01,6.865529e-02,7.230873e-01,3.982137e+00,1.261918e+00,0.000000e+00,1.020844e-02,0.000000e+00,0.000000e+00,0.000000e+00,7.230873e-01,0.000000e+00,0.000000e+00,3.432765e-02,3.509883e-02,1.891217e-01,2.802230e-01,4.249932e-01,5.110403e+01,1.452045e-01
2.500000e+01,1.168453e+00,5.075391e-01,3.618220e-02,2.363997e-01,7.909796e-02,1.246641e+01,4.574579e-02,9.136577e-04,1.450880e-06,3.494523e-07,3.010782e-07,1.831466e-03,1.823560e-03,1.167539e+00,5.075376e-01,7.236405e-02,2.363994e-01,4.618136e+00,3.708354e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.002174e-01,0.000000e+00,3.618203e-02,0.000000e+00,1.028574e-01,8.225939e-01,5.075376e-01,1.456175e+00,6.281697e+01,6.224816e-01
2.500000e+01,1.237840e+00,4.804547e-01,5.535867e-02,2.807760e-01,6.784366e-02,1.247258e+01,3.184313e-02,6.463540e-04,9.854542e-07,2.332695e-07,2.093866e-07,1.296169e-03,1.290150e-03,1.237194e+00,4.804537e-01,1.107171e-01,2.807758e-01,4.926077e+00,4.000698e+00,8.634138e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.254172e-01,0.000000e+00,5.535855e-02,0.000000e+00,9.761491e-02,7.817081e-01,4.804537e-01,1.382771e+00,6.675052e+01,5.913689e-01
2.500000e+01,1.190998e+00,5.816171e-01,4.260841e-02,3.511894e-01,6.820968e-02,1.206972e+01,3.632878e-02,2.659847e-04,3.920196e-06,4.341319e-06,2.592685e-07,5.430031e-04,5.202949e-04,1.190732e+00,5.816132e-01,8.521248e-02,3.511891e-01,4.954668e+00,3.541025e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.047750e-02,3.290604e-01,0.000000e+00,2.212874e-02,0.000000e+00,9.933524e-02,7.322017e-01,5.611357e-01,1.363276e+00,6.505700e+01,5.282805e-01
2.500000e+01,9.002608e-01,4.189623e-01,4.019365e-02,6.116255e-02,7.149746e-02,1.247258e+01,4.120775e-02,8.364377e-04,1.275281e-06,3.018710e-07,2.709645e-07,1.676766e-03,1.669566e-03,8.994244e-01,4.189610e-01,8.038700e-02,6.116228e-02,3.664195e+00,3.367887e+00,3.602342e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.096878e-02,0.000000e+00,4.019350e-02,0.000000e+00,8.512129e-02,6.816582e-01,4.189610e-01,1.205792e+00,5.054714e+01,5.156803e-01
2.500000e+01,1.285840e+00,5.386885e-01,3.358623e-02,3.696112e-01,6.917115e-02,1.235258e+01,3.619115e-02,5.376365e-04,1.741691e-06,6.019105e-07,2.426078e-07,1.079946e-03,1.070877e-03,1.285302e+00,5.386868e-01,6.717186e-02,3.696110e-01,5.035005e+00,3.664699e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.360250e-01,0.000000e+00,3.358593e-02,0.000000e+00,1.044206e-01,8.149336e-01,5.386868e-01,1.462904e+00,6.718840e+01,6.119539e-01
2.500000e+01,1.399862e+00,4.830221e-01,4.350993e-02,1.709243e-01,6.156300e-02,1.247258e+01,2.230000e-02,4.526466e-04,6.901171e-07,1.633597e-07,1.466350e-07,9.083161e-04,9.035020e-04,1.399409e+00,4.830214e-01,8.701970e-02,1.709242e-01,5.018669e+00,4.361678e+00,3.120699e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.274143e-01,0.000000e+00,4.350985e-02,0.000000e+00,9.813659e-02,7.858857e-01,4.830214e-01,1.390161e+00,7.029182e+01,5.945294e-01
2.500000e+01,1.356944e+00,4.759417e-01,3.819978e-02,5.067077e-01,1.404644e-01,1.238497e+01,1.093559e-01,1.766444e-03,4.704928e-06,1.456095e-06,7.290098e-07,3.541988e-03,3.520985e-03,1.355178e+00,4.759370e-01,7.639810e-02,5.067070e-01,5.167364e+00,3.464603e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.685079e-01,0.000000e+00,3.819905e-02,0.000000e+00,9.338814e-02,7.338734e-01,4.759370e-01,1.312112e+00,6.859223e+01,5.533100e-01
2.500000e+01,1.005695e+00,5.663281e-01,4.979599e-02,1.596656e-01,1.236904e-01,1.206972e+01,9.089901e-02,6.655262e-04,9.808803e-06,1.086250e-05,6.487216e-07,1.355656e-03,1.301841e-03,1.005029e+00,5.663183e-01,9.958112e-02,1.596650e-01,4.428705e+00,3.644674e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.864383e-02,1.285182e-01,0.000000e+00,3.114673e-02,0.000000e+00,9.695227e-02,7.146367e-01,5.476745e-01,1.330573e+00,5.859235e+01,5.156075e-01
2.500000e+01,1.138207e+00,5.590390e-01,3.447709e-02,3.688849e-01,9.066186e-02,1.206972e+01,6.210533e-02,4.547105e-04,6.701710e-06,7.421630e-06,4.432288e-07,9.268643e-04,8.894631e-04,1.137752e+00,5.590323e-01,6.894676e-02,3.688845e-01,4.683594e+00,3.173176e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.777153e-02,3.621826e-01,0.000000e+00,6.701849e-03,0.000000e+00,9.404663e-02,6.932192e-01,5.312608e-01,1.290696e+00,6.154310e+01,5.001549e-01
2.500000e+01,1.208332e+00,3.009779e-01,4.429255e-02,4.862606e-01,1.065276e-01,1.247258e+01,8.047374e-02,1.633463e-03,2.490442e-06,5.895178e-07,5.291606e-07,3.272617e-03,3.260462e-03,1.206699e+00,3.009754e-01,8.858451e-02,4.862601e-01,4.365352e+00,2.902612e+00,9.786854e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.419678e-01,0.000000e+00,4.429226e-02,0.000000e+00,6.114988e-02,4.896932e-01,3.009754e-01,8.662229e-01,5.849841e+01,3.704571e-01
2.500000e+01,1.079808e+00,5.585650e-01,3.304742e-02,1.867439e-02,1.309671e-01,1.247248e+01,9.438264e-02,1.916311e-03,2.920842e-06,3.466188e-06,2.468365e-08,3.841130e-03,3.823458e-03,1.077892e+00,5.585621e-01,6.609137e-02,1.867437e-02,4.368234e+00,4.073466e+00,3.691699e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.874264e-02,4.303044e-03,0.000000e+00,1.134844e-01,9.087919e-01,5.585621e-01,1.607571e+00,6.125761e+01,6.875090e-01
2.500000e+01,9.330704e-01,4.660949e-01,6.400282e-02,4.929585e-02,8.381448e-02,1.233826e+01,4.889826e-02,7.031325e-04,2.464055e-06,6.780130e-06,5.697874e-09,1.417644e-03,1.394803e-03,9.323673e-01,4.660924e-01,1.279989e-01,4.929584e-02,4.095502e+00,3.880721e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.615716e-03,0.000000e+00,1.617574e-02,4.120797e-02,0.000000e+00,8.861802e-02,6.896010e-01,4.594767e-01,1.240038e+00,5.578572e+01,5.168280e-01
2.500000e+01,1.280075e+00,3.407345e-01,3.969741e-02,5.029280e-01,9.739683e-02,1.247258e+01,7.010135e-02,1.422923e-03,2.169445e-06,5.135341e-07,4.609562e-07,2.851062e-03,2.840215e-03,1.278652e+00,3.407323e-01,7.939431e-02,5.029275e-01,4.604632e+00,3.039137e+00,1.022546e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.632304e-01,0.000000e+00,3.969715e-02,0.000000e+00,6.922739e-02,5.543785e-01,3.407323e-01,9.806454e-01,6.183598e+01,4.193921e-01
2.500000e+01,1.176213e+00,4.735769e-01,6.032927e-02,2.374826e-01,1.387777e-01,1.244164e+01,1.027542e-01,1.923520e-03,3.588892e-06,9.289521e-07,6.788113e-07,3.854368e-03,3.837840e-03,1.174289e+00,4.735733e-01,1.206576e-01,2.374819e-01,4.782993e+00,4.011214e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.771531e-01,0.000000e+00,6.032881e-02,0.000000e+00,9.501516e-02,7.558211e-01,4.735733e-01,1.341990e+00,6.465001e+01,5.720796e-01
2.500000e+01,1.258701e+00,3.802951e-01,6.522676e-02,1.748083e-01,1.048347e-01,1.247258e+01,6.743815e-02,1.368865e-03,2.087022e-06,4.940244e-07,4.434442e-07,2.742824e-03,2.732314e-03,1.257332e+00,3.802930e-01,1.304530e-01,1.748079e-01,4.643308e+00,4.160190e+00,2.681002e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.095813e-01,0.000000e+00,6.522651e-02,0.000000e+00,7.726502e-02,6.187445e-01,3.802930e-01,1.094503e+00,6.453794e+01,4.680856e-01
