T, CaO, SiO2, Al2O3, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, O_s,  H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Straetlingite, Chabazite, mCSHQ, Ca_ss, Si_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.081513e+00,4.481201e-01,3.252784e-02,9.675020e-02,1.247216e+01,6.550840e-02,1.332443e-03,2.027278e-06,8.421805e-06,2.677401e-03,2.652543e-03,1.080181e+00,4.481181e-01,6.504726e-02,3.812349e+00,3.476722e+00,2.535124e-01,0.000000e+00,0.000000e+00,3.252363e-02,0.000000e+00,0.000000e+00,9.104519e-02,7.290972e-01,4.481181e-01,1.289707e+00,5.395094e+01,5.515684e-01
2.500000e+01,9.746470e-01,5.545032e-01,5.586141e-02,1.295287e-01,1.244426e+01,9.571474e-02,1.811628e-03,3.299833e-06,1.486000e-05,3.643535e-03,3.602036e-03,9.728354e-01,5.544999e-01,1.117080e-01,4.132052e+00,3.765309e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.451816e-02,3.133582e-02,0.000000e+00,1.050990e-01,8.366093e-01,5.231641e-01,1.484859e+00,5.725478e+01,6.332598e-01
2.500000e+01,1.229935e+00,4.229343e-01,6.233158e-02,7.409364e-02,1.247216e+01,3.909470e-02,7.951867e-04,1.209840e-06,5.026099e-06,1.598649e-03,1.583007e-03,1.229140e+00,4.229331e-01,1.246581e-01,4.207223e+00,3.890459e+00,3.540319e-01,0.000000e+00,0.000000e+00,6.232907e-02,0.000000e+00,0.000000e+00,8.592830e-02,6.881207e-01,4.229331e-01,1.217223e+00,5.944858e+01,5.205693e-01
2.500000e+01,1.103361e+00,3.834246e-01,6.025762e-02,1.421818e-01,1.247216e+01,1.105743e-01,2.249081e-03,3.421886e-06,1.421552e-05,4.517913e-03,4.477329e-03,1.101112e+00,3.834212e-01,1.205010e-01,3.810241e+00,3.523071e+00,2.965263e-01,0.000000e+00,0.000000e+00,6.025051e-02,0.000000e+00,0.000000e+00,7.790058e-02,6.238341e-01,3.834212e-01,1.103506e+00,5.364756e+01,4.719359e-01
2.500000e+01,1.106777e+00,5.042151e-01,3.493697e-02,1.029678e-01,1.247216e+01,6.988307e-02,1.421422e-03,2.162630e-06,8.984224e-06,2.856062e-03,2.829677e-03,1.105356e+00,5.042129e-01,6.986496e-02,4.059518e+00,3.681878e+00,1.801934e-01,0.000000e+00,0.000000e+00,3.493248e-02,0.000000e+00,0.000000e+00,1.024421e-01,8.203647e-01,5.042129e-01,1.451151e+00,5.698252e+01,6.206130e-01
2.500000e+01,1.286362e+00,3.747398e-01,4.630193e-02,9.088333e-02,1.247216e+01,5.684735e-02,1.156274e-03,1.759197e-06,7.308342e-06,2.323674e-03,2.301837e-03,1.285206e+00,3.747380e-01,9.259655e-02,4.066486e+00,3.785819e+00,5.366045e-01,0.000000e+00,0.000000e+00,4.629828e-02,0.000000e+00,0.000000e+00,7.613640e-02,6.097064e-01,3.747380e-01,1.078515e+00,5.870721e+01,4.612482e-01
2.500000e+01,9.323620e-01,5.010924e-01,4.730729e-02,1.183509e-01,1.244426e+01,8.778343e-02,1.661509e-03,3.027785e-06,1.362864e-05,3.341785e-03,3.303554e-03,9.307005e-01,5.010894e-01,9.460095e-02,3.776755e+00,3.403949e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.248741e-02,4.813063e-03,0.000000e+00,9.969749e-02,7.936121e-01,4.962763e-01,1.408545e+00,5.180708e+01,6.007137e-01
2.500000e+01,1.010264e+00,4.735463e-01,4.213197e-02,5.810017e-02,1.247216e+01,2.699131e-02,5.490026e-04,8.352820e-07,3.470020e-06,1.104338e-03,1.092920e-03,1.009715e+00,4.735455e-01,8.426047e-02,3.811722e+00,3.457052e+00,1.128562e-01,0.000000e+00,0.000000e+00,4.213023e-02,0.000000e+00,0.000000e+00,9.621134e-02,7.704681e-01,4.735455e-01,1.362888e+00,5.304845e+01,5.828658e-01
2.500000e+01,1.317076e+00,4.541074e-01,3.544683e-02,5.690929e-02,1.247216e+01,2.106352e-02,4.284313e-04,6.518415e-07,2.707934e-06,8.622439e-04,8.528940e-04,1.316648e+00,4.541067e-01,7.089095e-02,4.322283e+00,3.982171e+00,4.714702e-01,0.000000e+00,0.000000e+00,3.544548e-02,0.000000e+00,0.000000e+00,9.226193e-02,7.388409e-01,4.541067e-01,1.306943e+00,6.213796e+01,5.589395e-01
2.500000e+01,1.016014e+00,5.924660e-01,3.148692e-02,7.823061e-02,1.244426e+01,4.473705e-02,8.467526e-04,1.543556e-06,6.945573e-06,1.704050e-03,1.683585e-03,1.015167e+00,5.924645e-01,6.296689e-02,4.156382e+00,3.723670e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.120583e-02,1.027762e-02,0.000000e+00,1.169561e-01,9.309945e-01,5.821868e-01,1.652379e+00,5.748935e+01,7.047034e-01
2.500000e+01,9.073981e-01,5.802426e-01,6.458942e-02,6.747761e-02,1.234680e+01,3.302869e-02,4.854995e-04,1.617530e-06,4.615777e-06,9.793145e-04,9.633125e-04,9.069126e-01,5.802410e-01,1.291742e-01,4.174891e+00,3.827470e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.458711e-02,0.000000e+00,9.976431e-02,7.777384e-01,5.156539e-01,1.397038e+00,5.786047e+01,5.835995e-01
2.500000e+01,9.891687e-01,3.108127e-01,6.113442e-02,1.400536e-01,1.247216e+01,1.120947e-01,2.280006e-03,3.468930e-06,1.441111e-05,4.580007e-03,4.538892e-03,9.868887e-01,3.108092e-01,1.222544e-01,3.350991e+00,3.118205e+00,2.978141e-01,0.000000e+00,0.000000e+00,6.112721e-02,0.000000e+00,0.000000e+00,6.314784e-02,5.056929e-01,3.108092e-01,8.945250e-01,4.722629e+01,3.825611e-01
2.500000e+01,1.089880e+00,4.574895e-01,5.743793e-02,1.463518e-01,1.247216e+01,1.134747e-01,2.308072e-03,3.511611e-06,1.458847e-05,4.636360e-03,4.594765e-03,1.087572e+00,4.574860e-01,1.148613e-01,4.007029e+00,3.664386e+00,1.709410e-01,0.000000e+00,0.000000e+00,5.743064e-02,0.000000e+00,0.000000e+00,9.294850e-02,7.443390e-01,4.574860e-01,1.316668e+00,5.580061e+01,5.630989e-01
2.500000e+01,1.240085e+00,3.493913e-01,4.316286e-02,8.482862e-02,1.247216e+01,5.236047e-02,1.065012e-03,1.620385e-06,6.731504e-06,2.140429e-03,2.120158e-03,1.239020e+00,3.493897e-01,8.631899e-02,3.872874e+00,3.611192e+00,5.410774e-01,0.000000e+00,0.000000e+00,4.315949e-02,0.000000e+00,0.000000e+00,7.098632e-02,5.684641e-01,3.493897e-01,1.005561e+00,5.608290e+01,4.300480e-01
2.500000e+01,9.108752e-01,5.451073e-01,5.740267e-02,1.180382e-01,1.244426e+01,8.483519e-02,1.605703e-03,2.927053e-06,1.317094e-05,3.229611e-03,3.192594e-03,9.092695e-01,5.451044e-01,1.147922e-01,4.019760e+00,3.696188e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.604409e-03,5.179168e-02,0.000000e+00,9.910212e-02,7.888729e-01,4.933127e-01,1.400134e+00,5.617299e+01,5.971264e-01
2.500000e+01,1.388412e+00,4.589146e-01,6.220440e-02,8.143500e-02,1.247216e+01,4.278261e-02,8.701968e-04,1.323965e-06,5.500081e-06,1.749261e-03,1.732333e-03,1.387542e+00,4.589133e-01,1.244033e-01,4.640235e+00,4.296523e+00,4.542756e-01,0.000000e+00,0.000000e+00,6.220165e-02,0.000000e+00,0.000000e+00,9.323848e-02,7.466613e-01,4.589133e-01,1.320776e+00,6.601152e+01,5.648557e-01
2.500000e+01,1.399379e+00,3.094043e-01,5.737022e-02,6.391865e-02,1.247216e+01,2.867814e-02,5.833126e-04,8.874736e-07,3.686897e-06,1.173229e-03,1.161222e-03,1.398796e+00,3.094034e-01,1.147368e-01,4.147682e+00,3.915948e+00,7.232849e-01,0.000000e+00,0.000000e+00,5.736838e-02,0.000000e+00,0.000000e+00,6.286221e-02,5.034056e-01,3.094034e-01,8.904789e-01,6.060197e+01,3.808307e-01
2.500000e+01,1.033819e+00,4.691107e-01,5.529484e-02,1.402731e-01,1.247216e+01,1.082519e-01,2.201845e-03,3.350052e-06,1.391686e-05,4.423068e-03,4.383295e-03,1.031617e+00,4.691073e-01,1.105758e-01,3.920044e+00,3.568697e+00,1.025063e-01,0.000000e+00,0.000000e+00,5.528788e-02,0.000000e+00,0.000000e+00,9.530963e-02,7.632472e-01,4.691073e-01,1.350115e+00,5.427291e+01,5.774031e-01
2.500000e+01,1.375669e+00,5.019179e-01,6.169908e-02,1.141413e-01,1.247216e+01,7.482532e-02,1.521948e-03,2.315591e-06,9.619613e-06,3.057908e-03,3.029798e-03,1.374147e+00,5.019156e-01,1.233885e-01,4.750203e+00,4.374284e+00,3.724374e-01,0.000000e+00,0.000000e+00,6.169427e-02,0.000000e+00,0.000000e+00,1.019754e-01,8.166269e-01,5.019156e-01,1.444539e+00,6.713573e+01,6.177853e-01
2.500000e+01,1.184125e+00,5.676404e-01,6.036535e-02,6.195816e-02,1.247216e+01,2.460741e-02,5.005142e-04,7.615099e-07,3.163557e-06,1.006979e-03,9.963921e-04,1.183624e+00,5.676396e-01,1.207275e-01,4.574846e+00,4.149701e+00,7.897196e-02,0.000000e+00,0.000000e+00,6.036377e-02,0.000000e+00,0.000000e+00,1.153287e-01,9.235612e-01,5.676396e-01,1.633696e+00,6.320407e+01,6.986821e-01
2.500000e+01,1.215648e+00,4.323350e-01,5.705428e-02,9.533263e-02,1.247216e+01,6.069724e-02,1.234583e-03,1.878391e-06,7.803286e-06,2.480910e-03,2.457730e-03,1.214413e+00,4.323331e-01,1.141008e-01,4.176658e+00,3.852854e+00,3.398475e-01,0.000000e+00,0.000000e+00,5.705038e-02,0.000000e+00,0.000000e+00,8.783813e-02,7.034148e-01,4.323331e-01,1.244277e+00,5.904319e+01,5.321394e-01
2.500000e+01,9.295120e-01,5.905835e-01,6.394661e-02,8.798088e-02,1.236083e+01,5.294126e-02,8.068720e-04,2.472273e-06,7.498076e-06,1.625834e-03,1.601541e-03,9.287051e-01,5.905810e-01,1.278857e-01,4.249231e+00,3.895070e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.394286e-02,0.000000e+00,1.024204e-01,8.008194e-01,5.266382e-01,1.435992e+00,5.896447e+01,6.020698e-01
2.500000e+01,1.067417e+00,3.213526e-01,4.828939e-02,1.470395e-01,1.247216e+01,1.181368e-01,2.402904e-03,3.656115e-06,1.518844e-05,4.826773e-03,4.783548e-03,1.065014e+00,3.213489e-01,9.656359e-02,3.464434e+00,3.223754e+00,3.973274e-01,0.000000e+00,0.000000e+00,4.828180e-02,0.000000e+00,0.000000e+00,6.528921e-02,5.228413e-01,3.213489e-01,9.248588e-01,4.955050e+01,3.955340e-01
2.500000e+01,9.972181e-01,4.286648e-01,5.156676e-02,7.646856e-02,1.247216e+01,4.612542e-02,9.381905e-04,1.427414e-06,5.929918e-06,1.885785e-03,1.867690e-03,9.962799e-01,4.286634e-01,1.031276e-01,3.695541e+00,3.374485e+00,1.441445e-01,0.000000e+00,0.000000e+00,5.156380e-02,0.000000e+00,0.000000e+00,8.709254e-02,6.974440e-01,4.286634e-01,1.233715e+00,5.141858e+01,5.276225e-01
2.500000e+01,1.301634e+00,5.746324e-01,3.425106e-02,1.021554e-01,1.247216e+01,6.400135e-02,1.301787e-03,1.980615e-06,8.228073e-06,2.615848e-03,2.591516e-03,1.300332e+00,5.746304e-01,6.849389e-02,4.674287e+00,4.243907e+00,2.626560e-01,0.000000e+00,0.000000e+00,3.424695e-02,0.000000e+00,0.000000e+00,1.167490e-01,9.349354e-01,5.746304e-01,1.653816e+00,6.600187e+01,7.072867e-01
2.500000e+01,9.059206e-01,4.638999e-01,6.140985e-02,1.236383e-01,1.244426e+01,9.350887e-02,1.769869e-03,3.226188e-06,1.451757e-05,3.559599e-03,3.519003e-03,9.041507e-01,4.638967e-01,1.228052e-01,3.694153e+00,3.356001e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.298063e-02,8.421966e-03,0.000000e+00,9.150081e-02,7.283649e-01,4.554747e-01,1.292741e+00,5.050695e+01,5.513257e-01
2.500000e+01,9.149278e-01,3.333690e-01,4.752215e-02,1.132803e-01,1.247216e+01,8.684789e-02,1.766486e-03,2.687634e-06,1.116523e-05,3.548914e-03,3.516609e-03,9.131613e-01,3.333663e-01,9.503313e-02,3.195206e+00,2.945525e+00,2.282178e-01,0.000000e+00,0.000000e+00,4.751657e-02,0.000000e+00,0.000000e+00,6.773081e-02,5.423938e-01,3.333663e-01,9.594454e-01,4.493668e+01,4.103256e-01
2.500000e+01,1.311071e+00,3.556955e-01,6.046713e-02,8.677333e-02,1.247216e+01,5.194840e-02,1.056630e-03,1.607603e-06,6.678551e-06,2.123599e-03,2.103472e-03,1.310014e+00,3.556939e-01,1.209276e-01,4.139183e+00,3.872780e+00,5.499018e-01,0.000000e+00,0.000000e+00,6.046379e-02,0.000000e+00,0.000000e+00,7.226716e-02,5.787212e-01,3.556939e-01,1.023705e+00,5.953771e+01,4.378076e-01
2.500000e+01,1.114752e+00,5.665584e-01,3.011350e-02,1.288263e-01,1.247216e+01,9.449094e-02,1.921946e-03,2.924175e-06,1.214782e-05,3.861061e-03,3.826089e-03,1.112830e+00,5.665555e-01,6.021485e-02,4.248194e+00,3.823862e+00,1.007105e-01,0.000000e+00,0.000000e+00,3.010743e-02,0.000000e+00,0.000000e+00,1.151084e-01,9.217973e-01,5.665555e-01,1.630576e+00,5.929484e+01,6.973476e-01
2.500000e+01,1.152558e+00,5.796437e-01,5.144228e-02,7.751912e-02,1.247216e+01,4.097365e-02,8.334032e-04,1.267987e-06,5.267613e-06,1.675384e-03,1.659087e-03,1.151725e+00,5.796424e-01,1.028793e-01,4.496523e+00,4.062388e+00,5.431573e-02,0.000000e+00,0.000000e+00,5.143965e-02,0.000000e+00,0.000000e+00,1.177673e-01,9.430899e-01,5.796424e-01,1.668241e+00,6.214314e+01,7.134557e-01
2.500000e+01,9.946218e-01,3.261533e-01,3.342761e-02,9.712681e-02,1.247216e+01,7.015767e-02,1.427005e-03,2.171121e-06,9.019543e-06,2.867272e-03,2.840791e-03,9.931948e-01,3.261511e-01,6.684620e-02,3.247256e+00,3.002979e+00,3.622710e-01,0.000000e+00,0.000000e+00,3.342310e-02,0.000000e+00,0.000000e+00,6.626489e-02,5.306545e-01,3.261511e-01,9.386797e-01,4.660332e+01,4.014447e-01
