T, CaO, SiO2, Al2O3, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, O_s,  H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Straetlingite, Chabazite, mCSHQ, Ca_ss, Si_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.079197e+00,3.086642e-01,5.989700e-02,8.459698e-02,1.247216e+01,5.504484e-02,1.119611e-03,1.703425e-06,7.076641e-06,2.250058e-03,2.228851e-03,1.078077e+00,3.086625e-01,1.197869e-01,3.518987e+00,3.287808e+00,3.961969e-01,0.000000e+00,0.000000e+00,5.989346e-02,0.000000e+00,0.000000e+00,6.271168e-02,5.022002e-01,3.086625e-01,8.883466e-01,5.009915e+01,3.799188e-01
2.500000e+01,1.291497e+00,5.574114e-01,6.294907e-02,1.031257e-01,1.247216e+01,6.399137e-02,1.301585e-03,1.980311e-06,8.226805e-06,2.615443e-03,2.591114e-03,1.290195e+00,5.574094e-01,1.258899e-01,4.770216e+00,4.352734e+00,1.944441e-01,0.000000e+00,0.000000e+00,6.294496e-02,0.000000e+00,0.000000e+00,1.132502e-01,9.069165e-01,5.574094e-01,1.604253e+00,6.647881e+01,6.860902e-01
2.500000e+01,1.147686e+00,3.848967e-01,4.174761e-02,7.259489e-02,1.247216e+01,4.105042e-02,8.349655e-04,1.270363e-06,5.277487e-06,1.678521e-03,1.662197e-03,1.146851e+00,3.848954e-01,8.348994e-02,3.795479e+00,3.507204e+00,3.953834e-01,0.000000e+00,0.000000e+00,4.174497e-02,0.000000e+00,0.000000e+00,7.820010e-02,6.262327e-01,3.848954e-01,1.107749e+00,5.427936e+01,4.737505e-01
2.500000e+01,9.897121e-01,4.404940e-01,6.169823e-02,9.911109e-02,1.247216e+01,6.812242e-02,1.385610e-03,2.108143e-06,8.757876e-06,2.784156e-03,2.758386e-03,9.883265e-01,4.404919e-01,1.233877e-01,3.778869e+00,3.448954e+00,8.655568e-02,0.000000e+00,0.000000e+00,6.169385e-02,0.000000e+00,0.000000e+00,8.949576e-02,7.166893e-01,4.404919e-01,1.267758e+00,5.210553e+01,5.421816e-01
2.500000e+01,1.378429e+00,3.678291e-01,3.524759e-02,9.462574e-02,1.247216e+01,5.968865e-02,1.214066e-03,1.847083e-06,7.673627e-06,2.439713e-03,2.416886e-03,1.377215e+00,3.678273e-01,7.048751e-02,4.161710e+00,3.886219e+00,6.730212e-01,0.000000e+00,0.000000e+00,3.524375e-02,0.000000e+00,0.000000e+00,7.473232e-02,5.984624e-01,3.678273e-01,1.058626e+00,6.093458e+01,4.527420e-01
2.500000e+01,9.347864e-01,5.178180e-01,5.811410e-02,1.279985e-01,1.244426e+01,9.574686e-02,1.812232e-03,3.303572e-06,1.486531e-05,3.644753e-03,3.603231e-03,9.329742e-01,5.178147e-01,1.162133e-01,3.938858e+00,3.591869e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.140520e-02,2.670147e-02,0.000000e+00,9.866027e-02,7.853556e-01,4.911132e-01,1.393891e+00,5.441636e+01,5.944640e-01
2.500000e+01,9.818082e-01,5.699657e-01,3.379303e-02,1.475332e-01,1.244426e+01,1.150544e-01,2.177670e-03,3.969721e-06,1.786270e-05,4.379317e-03,4.329826e-03,9.796305e-01,5.699617e-01,6.756820e-02,4.030596e+00,3.619379e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.102341e-02,1.276069e-02,0.000000e+00,1.119367e-01,8.910389e-01,5.572010e-01,1.581464e+00,5.576294e+01,6.744595e-01
2.500000e+01,1.260373e+00,3.216801e-01,4.770661e-02,1.123628e-01,1.247216e+01,7.995008e-02,1.626185e-03,2.474278e-06,1.027852e-05,3.267204e-03,3.237306e-03,1.258747e+00,3.216776e-01,9.540294e-02,3.849486e+00,3.608560e+00,5.922664e-01,0.000000e+00,0.000000e+00,4.770147e-02,0.000000e+00,0.000000e+00,6.535599e-02,5.233760e-01,3.216776e-01,9.258048e-01,5.593816e+01,3.959385e-01
2.500000e+01,1.103168e+00,5.495678e-01,6.899196e-02,9.454534e-02,1.247216e+01,5.864587e-02,1.192859e-03,1.814482e-06,7.539700e-06,2.397132e-03,2.374669e-03,1.101975e+00,5.495660e-01,1.379764e-01,4.404536e+00,3.992928e+00,8.553134e-04,0.000000e+00,0.000000e+00,6.898819e-02,0.000000e+00,0.000000e+00,1.116566e-01,8.941553e-01,5.495660e-01,1.581680e+00,6.027107e+01,6.764362e-01
2.500000e+01,9.906453e-01,3.910499e-01,5.083777e-02,6.437859e-02,1.247216e+01,3.502414e-02,7.123902e-04,1.083871e-06,4.502707e-06,1.432403e-03,1.418182e-03,9.899329e-01,3.910488e-01,1.016710e-01,3.556191e+00,3.263307e+00,2.011820e-01,0.000000e+00,0.000000e+00,5.083552e-02,0.000000e+00,0.000000e+00,7.945030e-02,6.362444e-01,3.910488e-01,1.125459e+00,4.977882e+01,4.813244e-01
2.500000e+01,1.008752e+00,4.563214e-01,4.726569e-02,5.174258e-02,1.247216e+01,2.076224e-02,4.223032e-04,6.425161e-07,2.669207e-06,8.499392e-04,8.406945e-04,1.008330e+00,4.563208e-01,9.452871e-02,3.783759e+00,3.441988e+00,1.240935e-01,0.000000e+00,0.000000e+00,4.726436e-02,0.000000e+00,0.000000e+00,9.271175e-02,7.424431e-01,4.563208e-01,1.313315e+00,5.262408e+01,5.616647e-01
2.500000e+01,1.347484e+00,3.601365e-01,6.938577e-02,7.646450e-02,1.247216e+01,4.038391e-02,8.214082e-04,1.249739e-06,5.191788e-06,1.651299e-03,1.635208e-03,1.346663e+00,3.601353e-01,1.387663e-01,4.280435e+00,4.010705e+00,5.525657e-01,0.000000e+00,0.000000e+00,6.938317e-02,0.000000e+00,0.000000e+00,7.316952e-02,5.859474e-01,3.601353e-01,1.036488e+00,6.136442e+01,4.432743e-01
2.500000e+01,1.172269e+00,5.812223e-01,4.508150e-02,9.224849e-02,1.247216e+01,5.567847e-02,1.132498e-03,1.723009e-06,7.157997e-06,2.275934e-03,2.254506e-03,1.171137e+00,5.812206e-01,9.015584e-02,4.502307e+00,4.066991e+00,9.024504e-02,0.000000e+00,0.000000e+00,4.507792e-02,0.000000e+00,0.000000e+00,1.180879e-01,9.456577e-01,5.812206e-01,1.672783e+00,6.252194e+01,7.153982e-01
2.500000e+01,9.293552e-01,5.672810e-01,4.836378e-02,5.868238e-02,1.244427e+01,2.519272e-02,4.768310e-04,8.692173e-07,3.911255e-06,9.604741e-04,9.480755e-04,9.288784e-01,5.672801e-01,9.672365e-02,4.068981e+00,3.720913e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.982791e-04,4.746355e-02,0.000000e+00,1.044265e-01,8.312564e-01,5.198166e-01,1.475358e+00,5.690468e+01,6.292080e-01
2.500000e+01,1.318950e+00,3.376314e-01,4.158880e-02,1.406015e-01,1.247216e+01,1.071459e-01,2.179348e-03,3.315923e-06,1.377488e-05,4.377896e-03,4.338508e-03,1.316771e+00,3.376281e-01,8.316383e-02,3.980672e+00,3.727799e+00,6.426971e-01,0.000000e+00,0.000000e+00,4.158191e-02,0.000000e+00,0.000000e+00,6.859669e-02,5.493278e-01,3.376281e-01,9.717110e-01,5.813802e+01,4.155712e-01
2.500000e+01,9.935830e-01,3.567183e-01,6.757313e-02,9.313805e-02,1.247216e+01,6.364344e-02,1.294507e-03,1.969524e-06,8.182050e-06,2.601230e-03,2.577022e-03,9.922885e-01,3.567163e-01,1.351381e-01,3.549687e+00,3.282518e+00,2.091966e-01,0.000000e+00,0.000000e+00,6.756904e-02,0.000000e+00,0.000000e+00,7.247489e-02,5.803847e-01,3.567163e-01,1.026648e+00,4.943053e+01,4.390661e-01
2.500000e+01,1.061189e+00,3.330470e-01,3.200093e-02,6.153242e-02,1.247216e+01,3.322968e-02,6.758909e-04,1.028338e-06,4.272027e-06,1.359116e-03,1.345521e-03,1.060513e+00,3.330460e-01,6.399759e-02,3.395762e+00,3.146321e+00,4.226442e-01,0.000000e+00,0.000000e+00,3.199879e-02,0.000000e+00,0.000000e+00,6.766573e-02,5.418726e-01,3.330460e-01,9.585234e-01,4.901227e+01,4.099313e-01
2.500000e+01,1.009295e+00,3.845004e-01,3.654607e-02,1.057692e-01,1.247216e+01,7.706268e-02,1.567456e-03,2.384815e-06,9.907237e-06,3.149282e-03,3.120392e-03,1.007728e+00,3.844980e-01,7.308223e-02,3.484717e+00,3.196740e+00,2.725181e-01,0.000000e+00,0.000000e+00,3.654112e-02,0.000000e+00,0.000000e+00,7.811936e-02,6.255861e-01,3.844980e-01,1.106605e+00,4.940231e+01,4.732613e-01
2.500000e+01,1.075558e+00,5.974085e-01,4.528112e-02,1.169860e-01,1.244426e+01,8.173314e-02,1.546990e-03,2.820028e-06,1.268934e-05,3.111592e-03,3.075856e-03,1.074011e+00,5.974057e-01,9.054955e-02,4.366340e+00,3.923386e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.867841e-02,6.596360e-03,0.000000e+00,1.186883e-01,9.447830e-01,5.908093e-01,1.676852e+00,6.008101e+01,7.151404e-01
2.500000e+01,9.851185e-01,5.477625e-01,6.303126e-02,9.922272e-02,1.244426e+01,6.494326e-02,1.229204e-03,2.240746e-06,1.008268e-05,2.472812e-03,2.444006e-03,9.838893e-01,5.477603e-01,1.260524e-01,4.175149e+00,3.813322e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.181151e-02,3.121471e-02,0.000000e+00,1.037694e-01,8.260253e-01,5.165456e-01,1.466074e+00,5.772821e+01,6.252484e-01
2.500000e+01,1.192694e+00,3.537231e-01,5.969001e-02,9.547736e-02,1.247216e+01,6.288811e-02,1.279143e-03,1.946159e-06,8.084931e-06,2.570382e-03,2.546438e-03,1.191415e+00,3.537212e-01,1.193719e-01,3.890904e+00,3.625978e+00,4.368454e-01,0.000000e+00,0.000000e+00,5.968597e-02,0.000000e+00,0.000000e+00,7.186635e-02,5.755115e-01,3.537212e-01,1.018028e+00,5.550445e+01,4.353794e-01
2.500000e+01,1.174786e+00,4.381116e-01,5.780537e-02,1.377556e-01,1.247216e+01,1.037510e-01,2.110295e-03,3.210760e-06,1.333830e-05,4.239246e-03,4.201043e-03,1.172676e+00,4.381084e-01,1.155974e-01,4.116448e+00,3.788318e+00,2.864683e-01,0.000000e+00,0.000000e+00,5.779870e-02,0.000000e+00,0.000000e+00,8.901150e-02,7.128113e-01,4.381084e-01,1.260899e+00,5.791504e+01,5.392479e-01
2.500000e+01,1.155424e+00,4.248405e-01,4.967914e-02,1.363931e-01,1.247216e+01,1.034751e-01,2.104685e-03,3.202205e-06,1.330285e-05,4.227980e-03,4.189873e-03,1.153319e+00,4.248373e-01,9.934498e-02,3.985833e+00,3.667643e+00,3.130829e-01,0.000000e+00,0.000000e+00,4.967249e-02,0.000000e+00,0.000000e+00,8.631519e-02,6.912189e-01,4.248373e-01,1.222704e+00,5.637305e+01,5.229131e-01
2.500000e+01,1.206901e+00,4.519786e-01,4.208881e-02,1.356394e-01,1.247216e+01,1.015898e-01,2.066336e-03,3.143842e-06,1.306047e-05,4.150981e-03,4.113532e-03,1.204835e+00,4.519755e-01,8.416456e-02,4.131549e+00,3.793034e+00,3.432146e-01,0.000000e+00,0.000000e+00,4.208228e-02,0.000000e+00,0.000000e+00,9.182891e-02,7.353733e-01,4.519755e-01,1.300809e+00,5.869779e+01,5.563162e-01
2.500000e+01,1.341326e+00,3.081237e-01,6.597090e-02,6.249165e-02,1.247216e+01,2.785977e-02,5.666672e-04,8.621632e-07,3.581664e-06,1.139807e-03,1.128085e-03,1.340759e+00,3.081228e-01,1.319382e-01,4.079050e+00,3.848276e+00,6.415299e-01,0.000000e+00,0.000000e+00,6.596911e-02,0.000000e+00,0.000000e+00,6.260203e-02,5.013221e-01,3.081228e-01,8.867934e-01,5.907038e+01,3.792545e-01
2.500000e+01,9.193063e-01,4.189430e-01,6.480975e-02,9.094574e-02,1.247216e+01,6.153299e-02,1.251580e-03,1.904225e-06,7.910744e-06,2.515037e-03,2.491566e-03,9.180547e-01,4.189411e-01,1.296116e-01,3.586935e+00,3.273161e+00,4.201175e-02,0.000000e+00,0.000000e+00,6.480579e-02,0.000000e+00,0.000000e+00,8.511723e-02,6.816256e-01,4.189411e-01,1.205734e+00,4.914138e+01,5.156557e-01
2.500000e+01,1.339357e+00,5.615332e-01,5.181716e-02,1.408044e-01,1.247216e+01,1.013733e-01,2.061937e-03,3.137164e-06,1.303262e-05,4.142147e-03,4.104774e-03,1.337295e+00,5.615301e-01,1.036213e-01,4.811006e+00,4.390437e+00,2.682423e-01,0.000000e+00,0.000000e+00,5.181064e-02,0.000000e+00,0.000000e+00,1.140874e-01,9.136208e-01,5.615301e-01,1.616112e+00,6.762602e+01,6.911621e-01
2.500000e+01,1.142883e+00,5.643454e-01,4.958800e-02,7.090238e-02,1.247216e+01,3.496709e-02,7.112307e-04,1.082112e-06,4.495450e-06,1.430075e-03,1.415873e-03,1.142172e+00,5.643443e-01,9.917150e-02,4.416559e+00,3.993883e+00,7.521486e-02,0.000000e+00,0.000000e+00,4.958575e-02,0.000000e+00,0.000000e+00,1.146591e-01,9.181997e-01,5.643443e-01,1.624212e+00,6.116707e+01,6.946260e-01
2.500000e+01,1.387766e+00,5.518207e-01,6.497333e-02,1.190924e-01,1.247216e+01,7.826206e-02,1.591849e-03,2.421920e-06,1.006144e-05,3.198262e-03,3.168953e-03,1.386174e+00,5.518183e-01,1.299366e-01,4.956137e+00,4.542842e+00,2.934497e-01,0.000000e+00,0.000000e+00,6.496830e-02,0.000000e+00,0.000000e+00,1.121142e-01,8.978196e-01,5.518183e-01,1.588161e+00,6.954701e+01,6.792083e-01
2.500000e+01,9.459866e-01,5.591377e-01,3.899246e-02,1.014306e-01,1.244426e+01,6.908690e-02,1.307631e-03,2.383702e-06,1.072597e-05,2.630458e-03,2.599941e-03,9.446790e-01,5.591353e-01,7.797419e-02,3.979368e+00,3.598915e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.343458e-02,2.555252e-02,0.000000e+00,1.071920e-01,8.532702e-01,5.335828e-01,1.514430e+00,5.527798e+01,6.458710e-01
2.500000e+01,9.113961e-01,5.815443e-01,6.254346e-02,8.984502e-02,1.235274e+01,5.547858e-02,8.280697e-04,2.663138e-06,7.796554e-06,1.668732e-03,1.643281e-03,9.105680e-01,5.815416e-01,1.250791e-01,4.171506e+00,3.820471e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.253956e-02,0.000000e+00,1.006322e-01,7.854889e-01,5.190021e-01,1.409919e+00,5.783060e+01,5.899026e-01
2.500000e+01,1.190785e+00,3.148498e-01,5.879979e-02,1.078483e-01,1.247216e+01,7.623798e-02,1.550680e-03,2.359303e-06,9.801238e-06,3.115599e-03,3.086996e-03,1.189234e+00,3.148474e-01,1.175898e-01,3.754817e+00,3.519006e+00,5.005865e-01,0.000000e+00,0.000000e+00,5.879489e-02,0.000000e+00,0.000000e+00,6.396829e-02,5.122632e-01,3.148474e-01,9.061472e-01,5.394757e+01,3.875315e-01
2.500000e+01,1.133664e+00,3.100486e-01,5.562652e-02,6.118043e-02,1.247216e+01,3.080981e-02,6.266711e-04,9.534563e-07,3.960928e-06,1.260288e-03,1.247537e-03,1.133037e+00,3.100476e-01,1.112491e-01,3.607796e+00,3.375580e+00,4.617099e-01,0.000000e+00,0.000000e+00,5.562454e-02,0.000000e+00,0.000000e+00,6.299310e-02,5.044538e-01,3.100476e-01,8.923331e-01,5.175175e+01,3.816237e-01
2.500000e+01,1.395540e+00,4.318996e-01,3.488943e-02,1.102727e-01,1.247216e+01,7.362391e-02,1.497511e-03,2.278464e-06,9.465143e-06,3.008841e-03,2.981151e-03,1.394042e+00,4.318973e-01,6.976939e-02,4.401505e+00,4.078027e+00,5.866827e-01,0.000000e+00,0.000000e+00,3.488470e-02,0.000000e+00,0.000000e+00,8.774959e-02,7.027057e-01,4.318973e-01,1.243023e+00,6.384573e+01,5.316030e-01
2.500000e+01,1.332044e+00,4.488291e-01,6.809459e-02,7.518629e-02,1.247216e+01,3.745025e-02,7.617381e-04,1.158950e-06,4.814677e-06,1.531488e-03,1.516420e-03,1.331282e+00,4.488279e-01,1.361844e-01,4.530271e+00,4.194113e+00,3.967535e-01,0.000000e+00,0.000000e+00,6.809218e-02,0.000000e+00,0.000000e+00,9.118942e-02,7.302522e-01,4.488279e-01,1.291750e+00,6.407565e+01,5.524421e-01
2.500000e+01,1.038165e+00,5.271436e-01,3.606956e-02,1.180751e-01,1.247216e+01,8.567248e-02,1.742579e-03,2.651284e-06,1.101412e-05,3.500910e-03,3.469015e-03,1.036422e+00,5.271409e-01,7.212811e-02,4.002981e+00,3.608169e+00,7.056125e-02,0.000000e+00,0.000000e+00,3.606405e-02,0.000000e+00,0.000000e+00,1.071005e-01,8.576690e-01,5.271409e-01,1.517139e+00,5.560994e+01,6.488340e-01
2.500000e+01,1.375047e+00,4.369149e-01,6.820091e-02,1.101893e-01,1.247216e+01,7.199384e-02,1.464355e-03,2.227947e-06,9.255586e-06,2.942267e-03,2.915145e-03,1.373583e+00,4.369127e-01,1.363926e-01,4.576760e+00,4.249526e+00,4.581280e-01,0.000000e+00,0.000000e+00,6.819628e-02,0.000000e+00,0.000000e+00,8.876857e-02,7.108658e-01,4.369127e-01,1.257457e+00,6.503805e+01,5.377761e-01
2.500000e+01,1.181175e+00,3.268827e-01,3.391838e-02,1.411317e-01,1.247216e+01,1.108205e-01,2.254088e-03,3.429319e-06,1.424719e-05,4.527966e-03,4.487297e-03,1.178921e+00,3.268793e-01,6.782251e-02,3.624004e+00,3.379182e+00,5.453479e-01,0.000000e+00,0.000000e+00,3.391126e-02,0.000000e+00,0.000000e+00,6.641282e-02,5.318392e-01,3.268793e-01,9.407754e-01,5.279506e+01,4.023410e-01
2.500000e+01,1.097600e+00,5.858101e-01,5.348488e-02,1.010370e-01,1.244427e+01,6.537810e-02,1.237436e-03,2.255735e-06,1.015010e-05,2.489361e-03,2.460375e-03,1.096363e+00,5.858078e-01,1.069596e-01,4.411676e+00,3.966516e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.314799e-02,3.318100e-04,0.000000e+00,1.176170e-01,9.362550e-01,5.854760e-01,1.661715e+00,6.041611e+01,7.086852e-01
2.500000e+01,1.277489e+00,5.337358e-01,3.288670e-02,6.235612e-02,1.247216e+01,2.557410e-02,5.201764e-04,7.914288e-07,3.287830e-06,1.046458e-03,1.035534e-03,1.276969e+00,5.337350e-01,6.577011e-02,4.486437e+00,4.086686e+00,3.099160e-01,0.000000e+00,0.000000e+00,3.288506e-02,0.000000e+00,0.000000e+00,1.084402e-01,8.683977e-01,5.337350e-01,1.536117e+00,6.364602e+01,6.569504e-01
2.500000e+01,1.062417e+00,4.720706e-01,5.112058e-02,8.505574e-02,1.247216e+01,5.259369e-02,1.069755e-03,1.627584e-06,6.761482e-06,2.149953e-03,2.129601e-03,1.061347e+00,4.720690e-01,1.022344e-01,3.964109e+00,3.610544e+00,1.399298e-01,0.000000e+00,0.000000e+00,5.111720e-02,0.000000e+00,0.000000e+00,9.591136e-02,7.680659e-01,4.720690e-01,1.358639e+00,5.515477e+01,5.810485e-01
2.500000e+01,1.052542e+00,4.350853e-01,5.863645e-02,1.394841e-01,1.247216e+01,1.077110e-01,2.190844e-03,3.333290e-06,1.384739e-05,4.400978e-03,4.361393e-03,1.050351e+00,4.350820e-01,1.172591e-01,3.866945e+00,3.541082e+00,1.665754e-01,0.000000e+00,0.000000e+00,5.862953e-02,0.000000e+00,0.000000e+00,8.839662e-02,7.078872e-01,4.350820e-01,1.252188e+00,5.380088e+01,5.355228e-01
2.500000e+01,1.354186e+00,5.444378e-01,3.483237e-02,1.341876e-01,1.247216e+01,9.578425e-02,1.948252e-03,2.964186e-06,1.231408e-05,3.913881e-03,3.878458e-03,1.352238e+00,5.444348e-01,6.965243e-02,4.683407e+00,4.275643e+00,3.619526e-01,0.000000e+00,0.000000e+00,3.482621e-02,0.000000e+00,0.000000e+00,1.106141e-01,8.858066e-01,5.444348e-01,1.566912e+00,6.662878e+01,6.701203e-01
2.500000e+01,1.304922e+00,4.916356e-01,4.416906e-02,1.088399e-01,1.247216e+01,7.197327e-02,1.463937e-03,2.227312e-06,9.252941e-06,2.941427e-03,2.914313e-03,1.303458e+00,4.916334e-01,8.832887e-02,4.470218e+00,4.102000e+00,3.710673e-01,0.000000e+00,0.000000e+00,4.416443e-02,0.000000e+00,0.000000e+00,9.988630e-02,7.998975e-01,4.916334e-01,1.414946e+00,6.353229e+01,6.051294e-01
2.500000e+01,1.202831e+00,4.394004e-01,4.595159e-02,1.308446e-01,1.247216e+01,9.693605e-02,1.971680e-03,2.999872e-06,1.246217e-05,3.960921e-03,3.925096e-03,1.200859e+00,4.393974e-01,9.189072e-02,4.105885e+00,3.776791e+00,3.481147e-01,0.000000e+00,0.000000e+00,4.594536e-02,0.000000e+00,0.000000e+00,8.927340e-02,7.149085e-01,4.393974e-01,1.264608e+00,5.829568e+01,5.408345e-01
2.500000e+01,1.026083e+00,4.739466e-01,5.298330e-02,1.111902e-01,1.247216e+01,7.928034e-02,1.612563e-03,2.453457e-06,1.019234e-05,3.239852e-03,3.210188e-03,1.024470e+00,4.739441e-01,1.059564e-01,3.907617e+00,3.552648e+00,9.441905e-02,0.000000e+00,0.000000e+00,5.297820e-02,0.000000e+00,0.000000e+00,9.629234e-02,7.711168e-01,4.739441e-01,1.364036e+00,5.409909e+01,5.833565e-01
2.500000e+01,1.138079e+00,5.568947e-01,4.022682e-02,9.713189e-02,1.247216e+01,6.199808e-02,1.261040e-03,1.918618e-06,7.970531e-06,2.534033e-03,2.510399e-03,1.136818e+00,5.568928e-01,8.044567e-02,4.325449e+00,3.908353e+00,1.100736e-01,0.000000e+00,0.000000e+00,4.022283e-02,0.000000e+00,0.000000e+00,1.131452e-01,9.060758e-01,5.568928e-01,1.602766e+00,6.024105e+01,6.854542e-01
2.500000e+01,1.166108e+00,4.337518e-01,6.247316e-02,7.313611e-02,1.247216e+01,3.903549e-02,7.939811e-04,1.208008e-06,5.018416e-06,1.596229e-03,1.580608e-03,1.165314e+00,4.337506e-01,1.249413e-01,4.115589e+00,3.790723e+00,2.721810e-01,0.000000e+00,0.000000e+00,6.247065e-02,0.000000e+00,0.000000e+00,8.812612e-02,7.057210e-01,4.337506e-01,1.248357e+00,5.774630e+01,5.338841e-01
