T, CaO, SiO2, Al2O3, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, O_s,  H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Straetlingite, Chabazite, mCSHQ, Ca_ss, Si_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.110914e+00,5.405035e-01,5.900112e-02,1.463197e-01,1.247216e+01,1.111046e-01,2.259865e-03,3.438290e-06,1.428373e-05,4.539566e-03,4.498797e-03,1.108654e+00,5.405001e-01,1.179880e-01,4.328455e+00,3.923637e+00,5.226778e-02,0.000000e+00,0.000000e+00,5.899398e-02,0.000000e+00,0.000000e+00,1.098146e-01,8.794044e-01,5.405001e-01,1.555587e+00,5.965117e+01,6.652771e-01
2.500000e+01,9.890347e-01,5.366544e-01,5.296449e-02,1.160110e-01,1.244426e+01,8.310787e-02,1.573011e-03,2.867608e-06,1.290276e-05,3.163895e-03,3.127591e-03,9.874617e-01,5.366515e-01,1.059161e-01,4.050984e+00,3.662690e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.157350e-02,1.138454e-02,0.000000e+00,1.055215e-01,8.399721e-01,5.252670e-01,1.490828e+00,5.568449e+01,6.358052e-01
2.500000e+01,1.103640e+00,4.159047e-01,3.727228e-02,9.120240e-02,1.247216e+01,6.002329e-02,1.220873e-03,1.857498e-06,7.716645e-06,2.453381e-03,2.430437e-03,1.102419e+00,4.159028e-01,7.453684e-02,3.780562e+00,3.469064e+00,3.139315e-01,0.000000e+00,0.000000e+00,3.726842e-02,0.000000e+00,0.000000e+00,8.449995e-02,6.766824e-01,4.159028e-01,1.196990e+00,5.373270e+01,5.119161e-01
2.500000e+01,1.395037e+00,5.819555e-01,4.058863e-02,6.977697e-02,1.247216e+01,2.938005e-02,5.975894e-04,9.092064e-07,3.777113e-06,1.201895e-03,1.189643e-03,1.394439e+00,5.819546e-01,8.117348e-02,4.924352e+00,4.488486e+00,3.258272e-01,0.000000e+00,0.000000e+00,4.058674e-02,0.000000e+00,0.000000e+00,1.182371e-01,9.468520e-01,5.819546e-01,1.674895e+00,6.970462e+01,7.163017e-01
2.500000e+01,1.219904e+00,3.980240e-01,6.315937e-02,1.303102e-01,1.247216e+01,9.609532e-02,1.954579e-03,2.973792e-06,1.235407e-05,3.926584e-03,3.891052e-03,1.217949e+00,3.980210e-01,1.263064e-01,4.108797e+00,3.810691e+00,3.809015e-01,0.000000e+00,0.000000e+00,6.315319e-02,0.000000e+00,0.000000e+00,8.086686e-02,6.475883e-01,3.980210e-01,1.145525e+00,5.819759e+01,4.899062e-01
2.500000e+01,1.004721e+00,3.731347e-01,4.193261e-02,1.166653e-01,1.247216e+01,8.802289e-02,1.790386e-03,2.723999e-06,1.131630e-05,3.596902e-03,3.564187e-03,1.002931e+00,3.731320e-01,8.385390e-02,3.470487e+00,3.191022e+00,2.700564e-01,0.000000e+00,0.000000e+00,4.192695e-02,0.000000e+00,0.000000e+00,7.581009e-02,6.070933e-01,3.731320e-01,1.073893e+00,4.909486e+01,4.592714e-01
2.500000e+01,9.650796e-01,5.925783e-01,4.907211e-02,9.248402e-02,1.243815e+01,5.776693e-02,1.076081e-03,2.040261e-06,8.901794e-06,2.165180e-03,2.139331e-03,9.640035e-01,5.925763e-01,9.813532e-02,4.226832e+00,3.860945e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.906766e-02,0.000000e+00,1.089183e-01,8.658682e-01,5.435086e-01,1.537931e+00,5.907904e+01,6.553314e-01
2.500000e+01,1.102617e+00,4.898801e-01,4.674256e-02,1.404816e-01,1.247216e+01,1.072135e-01,2.180722e-03,3.317873e-06,1.378346e-05,4.380655e-03,4.341244e-03,1.100436e+00,4.898768e-01,9.347134e-02,4.073891e+00,3.706989e+00,1.631898e-01,0.000000e+00,0.000000e+00,4.673567e-02,0.000000e+00,0.000000e+00,9.952941e-02,7.970395e-01,4.898768e-01,1.409891e+00,5.688523e+01,6.029673e-01
2.500000e+01,1.295907e+00,5.427335e-01,4.352800e-02,7.674284e-02,1.247216e+01,3.887131e-02,7.906416e-04,1.202924e-06,4.997319e-06,1.589523e-03,1.573960e-03,1.295116e+00,5.427323e-01,8.705100e-02,4.615825e+00,4.209336e+00,2.815034e-01,0.000000e+00,0.000000e+00,4.352550e-02,0.000000e+00,0.000000e+00,1.102682e-01,8.830365e-01,5.427323e-01,1.562011e+00,6.511679e+01,6.680247e-01
2.500000e+01,1.034135e+00,3.887708e-01,5.945791e-02,8.050114e-02,1.247216e+01,4.997140e-02,1.016418e-03,1.546433e-06,6.424364e-06,2.042857e-03,2.023420e-03,1.033119e+00,3.887693e-01,1.189094e-01,3.686866e+00,3.395690e+00,2.222190e-01,0.000000e+00,0.000000e+00,5.945470e-02,0.000000e+00,0.000000e+00,7.898716e-02,6.325355e-01,3.887693e-01,1.118898e+00,5.155757e+01,4.785186e-01
2.500000e+01,1.126893e+00,4.780193e-01,5.245363e-02,5.353503e-02,1.247216e+01,1.965526e-02,3.997872e-04,6.082593e-07,2.526896e-06,8.047297e-04,7.958712e-04,1.126493e+00,4.780187e-01,1.049047e-01,4.121754e+00,3.763733e+00,1.913900e-01,0.000000e+00,0.000000e+00,5.245237e-02,0.000000e+00,0.000000e+00,9.712017e-02,7.777461e-01,4.780187e-01,1.375762e+00,5.759631e+01,5.883717e-01
2.500000e+01,1.152072e+00,3.244210e-01,3.469168e-02,7.843341e-02,1.247216e+01,4.856567e-02,9.878243e-04,1.502931e-06,6.243649e-06,1.985445e-03,1.966498e-03,1.151084e+00,3.244195e-01,6.937712e-02,3.564998e+00,3.322017e+00,5.191814e-01,0.000000e+00,0.000000e+00,3.468856e-02,0.000000e+00,0.000000e+00,6.591307e-02,5.278371e-01,3.244195e-01,9.336960e-01,5.182295e+01,3.993134e-01
2.500000e+01,9.878240e-01,4.153811e-01,4.422808e-02,1.155468e-01,1.247216e+01,8.612972e-02,1.751876e-03,2.665376e-06,1.107291e-05,3.519578e-03,3.487524e-03,9.860721e-01,4.153784e-01,8.844509e-02,3.587888e+00,3.276782e+00,1.775753e-01,0.000000e+00,0.000000e+00,4.422254e-02,0.000000e+00,0.000000e+00,8.439341e-02,6.758292e-01,4.153784e-01,1.195481e+00,5.021818e+01,5.112706e-01
2.500000e+01,1.358759e+00,4.057439e-01,5.830257e-02,1.363936e-01,1.247216e+01,9.977120e-02,2.029346e-03,3.087561e-06,1.282671e-05,4.076708e-03,4.039894e-03,1.356730e+00,4.057408e-01,1.165923e-01,4.382312e+00,4.078425e+00,5.216926e-01,0.000000e+00,0.000000e+00,5.829616e-02,0.000000e+00,0.000000e+00,8.243531e-02,6.601486e-01,4.057408e-01,1.167743e+00,6.282620e+01,4.994081e-01
2.500000e+01,1.378601e+00,5.084408e-01,5.584171e-02,7.980409e-02,1.247216e+01,4.055273e-02,8.248425e-04,1.254960e-06,5.213533e-06,1.658195e-03,1.642044e-03,1.377776e+00,5.084395e-01,1.116782e-01,4.743540e+00,4.362734e+00,3.830174e-01,0.000000e+00,0.000000e+00,5.583910e-02,0.000000e+00,0.000000e+00,1.033008e-01,8.272415e-01,5.084395e-01,1.463315e+00,6.720153e+01,6.258153e-01
2.500000e+01,1.113015e+00,4.932246e-01,4.131562e-02,1.135180e-01,1.247216e+01,8.023960e-02,1.632075e-03,2.483172e-06,1.031566e-05,3.279030e-03,3.249032e-03,1.111383e+00,4.932221e-01,8.262092e-02,4.074109e+00,3.704701e+00,1.849691e-01,0.000000e+00,0.000000e+00,4.131046e-02,0.000000e+00,0.000000e+00,1.002091e-01,8.024825e-01,4.932221e-01,1.419519e+00,5.709694e+01,6.070849e-01
2.500000e+01,9.659164e-01,4.334196e-01,6.171730e-02,1.075633e-01,1.247216e+01,7.717551e-02,1.569751e-03,2.388375e-06,9.921751e-06,3.153892e-03,3.124962e-03,9.643466e-01,4.334172e-01,1.234247e-01,3.708020e+00,3.383404e+00,7.403102e-02,0.000000e+00,0.000000e+00,6.171234e-02,0.000000e+00,0.000000e+00,8.805838e-02,7.051786e-01,4.334172e-01,1.247397e+00,5.105166e+01,5.334737e-01
2.500000e+01,1.190127e+00,3.861221e-01,3.131217e-02,5.208990e-02,1.247216e+01,2.028566e-02,4.126097e-04,6.277695e-07,2.607943e-06,8.304758e-04,8.213973e-04,1.189714e+00,3.861215e-01,6.262173e-02,3.822587e+00,3.533394e+00,4.675543e-01,0.000000e+00,0.000000e+00,3.131087e-02,0.000000e+00,0.000000e+00,7.844920e-02,6.282275e-01,3.861215e-01,1.111277e+00,5.521468e+01,4.752595e-01
2.500000e+01,1.270236e+00,5.337240e-01,3.018820e-02,1.326375e-01,1.247216e+01,9.623968e-02,1.957514e-03,2.978246e-06,1.237266e-05,3.932477e-03,3.896896e-03,1.268278e+00,5.337210e-01,6.036403e-02,4.452793e+00,4.053052e+00,3.093575e-01,0.000000e+00,0.000000e+00,3.018201e-02,0.000000e+00,0.000000e+00,1.084373e-01,8.683750e-01,5.337210e-01,1.536077e+00,6.322164e+01,6.569332e-01
2.500000e+01,9.978415e-01,5.592347e-01,4.710076e-02,7.784957e-02,1.244426e+01,4.443607e-02,8.410525e-04,1.533277e-06,6.898999e-06,1.692593e-03,1.672251e-03,9.970004e-01,5.592332e-01,9.419462e-02,4.114132e+00,3.714746e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.225389e-02,1.484342e-02,0.000000e+00,1.093630e-01,8.705519e-01,5.443897e-01,1.545102e+00,5.674792e+01,6.589522e-01
2.500000e+01,1.310753e+00,4.615241e-01,3.129995e-02,1.158255e-01,1.247216e+01,8.024056e-02,1.632091e-03,2.483151e-06,1.031580e-05,3.279063e-03,3.249064e-03,1.309121e+00,4.615216e-01,6.258958e-02,4.306432e+00,3.960766e+00,4.643315e-01,0.000000e+00,0.000000e+00,3.129479e-02,0.000000e+00,0.000000e+00,9.376842e-02,7.509051e-01,4.615216e-01,1.328283e+00,6.195405e+01,5.680662e-01
2.500000e+01,9.712522e-01,4.323289e-01,6.922072e-02,6.013010e-02,1.247216e+01,2.919229e-02,5.937666e-04,9.033940e-07,3.752913e-06,1.194219e-03,1.182033e-03,9.706584e-01,4.323280e-01,1.384377e-01,3.762142e+00,3.438341e+00,5.959550e-02,0.000000e+00,0.000000e+00,6.921884e-02,0.000000e+00,0.000000e+00,8.783708e-02,7.034064e-01,4.323280e-01,1.244262e+00,5.159923e+01,5.321330e-01
2.500000e+01,1.211720e+00,3.582172e-01,5.595206e-02,5.885803e-02,1.247216e+01,2.597065e-02,5.282426e-04,8.037026e-07,3.338817e-06,1.062654e-03,1.051592e-03,1.211192e+00,3.582164e-01,1.119008e-01,3.922659e+00,3.654366e+00,4.605152e-01,0.000000e+00,0.000000e+00,5.595039e-02,0.000000e+00,0.000000e+00,7.277966e-02,5.828254e-01,3.582164e-01,1.030965e+00,5.613603e+01,4.409124e-01
2.500000e+01,1.379441e+00,4.801905e-01,4.300136e-02,9.310791e-02,1.247216e+01,5.519434e-02,1.122652e-03,1.708064e-06,7.095824e-06,2.256164e-03,2.234904e-03,1.378318e+00,4.801888e-01,8.599562e-02,4.575732e+00,4.216086e+00,4.680480e-01,0.000000e+00,0.000000e+00,4.299781e-02,0.000000e+00,0.000000e+00,9.756108e-02,7.812769e-01,4.801888e-01,1.382008e+00,6.552436e+01,5.910428e-01
2.500000e+01,9.987478e-01,3.845677e-01,4.170456e-02,7.703823e-02,1.247216e+01,4.819753e-02,9.803381e-04,1.491545e-06,6.196312e-06,1.970413e-03,1.951595e-03,9.977675e-01,3.845662e-01,8.340292e-02,3.495980e+00,3.207952e+00,2.469660e-01,0.000000e+00,0.000000e+00,4.170146e-02,0.000000e+00,0.000000e+00,7.813322e-02,6.256971e-01,3.845662e-01,1.106801e+00,4.933626e+01,4.733453e-01
2.500000e+01,9.622511e-01,5.260157e-01,4.299279e-02,1.345461e-01,1.244426e+01,1.031717e-01,1.952764e-03,3.559088e-06,1.601775e-05,3.927234e-03,3.882651e-03,9.602983e-01,5.260121e-01,8.596956e-02,3.888961e+00,3.495369e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.920671e-02,3.778070e-03,0.000000e+00,1.049122e-01,8.351221e-01,5.222341e-01,1.482219e+00,5.341496e+01,6.321340e-01
2.500000e+01,1.248474e+00,4.914333e-01,5.874391e-02,5.545146e-02,1.247216e+01,1.873769e-02,3.811240e-04,5.798664e-07,2.408937e-06,7.672560e-04,7.587177e-04,1.248093e+00,4.914327e-01,1.174854e-01,4.446305e+00,4.078237e+00,2.722937e-01,0.000000e+00,0.000000e+00,5.874271e-02,0.000000e+00,0.000000e+00,9.984553e-02,7.995710e-01,4.914327e-01,1.414369e+00,6.243101e+01,6.048824e-01
2.500000e+01,9.907811e-01,4.483513e-01,3.204338e-02,9.224127e-02,1.247216e+01,6.265067e-02,1.274312e-03,1.938789e-06,8.054428e-06,2.560682e-03,2.536821e-03,9.895068e-01,4.483494e-01,6.407871e-02,3.628847e+00,3.293048e+00,1.639152e-01,0.000000e+00,0.000000e+00,3.203935e-02,0.000000e+00,0.000000e+00,9.109219e-02,7.294735e-01,4.483494e-01,1.290373e+00,5.093736e+01,5.518531e-01
2.500000e+01,1.102014e+00,3.164378e-01,6.768341e-02,1.241213e-01,1.247216e+01,9.362073e-02,1.904245e-03,2.897195e-06,1.203588e-05,3.825518e-03,3.790850e-03,1.100110e+00,3.164349e-01,1.353548e-01,3.635024e+00,3.398024e+00,3.822316e-01,0.000000e+00,0.000000e+00,6.767739e-02,0.000000e+00,0.000000e+00,6.429082e-02,5.148460e-01,3.164349e-01,9.107160e-01,5.150867e+01,3.894855e-01
2.500000e+01,1.159854e+00,5.440030e-01,5.720053e-02,7.320477e-02,1.247216e+01,3.701390e-02,7.528634e-04,1.145457e-06,4.758622e-06,1.513669e-03,1.498753e-03,1.159101e+00,5.440019e-01,1.143963e-01,4.429958e+00,4.022518e+00,1.024046e-01,0.000000e+00,0.000000e+00,5.719815e-02,0.000000e+00,0.000000e+00,1.105261e-01,8.851021e-01,5.440019e-01,1.565665e+00,6.135792e+01,6.695874e-01
2.500000e+01,9.713390e-01,3.966092e-01,3.504025e-02,9.208028e-02,1.247216e+01,6.384593e-02,1.298624e-03,1.975788e-06,8.208096e-06,2.609498e-03,2.585219e-03,9.700404e-01,3.966072e-01,7.007229e-02,3.439680e+00,3.142634e+00,2.196439e-01,0.000000e+00,0.000000e+00,3.503615e-02,0.000000e+00,0.000000e+00,8.057961e-02,6.452880e-01,3.966072e-01,1.141456e+00,4.852883e+01,4.881660e-01
2.500000e+01,1.380401e+00,4.601542e-01,3.839685e-02,1.357100e-01,1.247216e+01,9.854539e-02,2.004415e-03,3.049683e-06,1.266905e-05,4.026649e-03,3.990263e-03,1.378397e+00,4.601512e-01,7.678103e-02,4.483102e+00,4.138463e+00,5.145498e-01,0.000000e+00,0.000000e+00,3.839052e-02,0.000000e+00,0.000000e+00,9.348998e-02,7.486753e-01,4.601512e-01,1.324339e+00,6.455204e+01,5.663793e-01
2.500000e+01,9.584498e-01,5.346187e-01,6.501677e-02,1.478752e-01,1.244426e+01,1.141792e-01,2.161095e-03,3.939471e-06,1.772668e-05,4.345998e-03,4.296869e-03,9.562887e-01,5.346148e-01,1.300158e-01,4.097744e+00,3.754404e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.897457e-02,3.603334e-02,0.000000e+00,1.001606e-01,7.972983e-01,4.985814e-01,1.415088e+00,5.673745e+01,6.035039e-01
2.500000e+01,1.303129e+00,5.437549e-01,6.221957e-02,8.248582e-02,1.247216e+01,4.345794e-02,8.839340e-04,1.344864e-06,5.586998e-06,1.776844e-03,1.759680e-03,1.302245e+00,5.437536e-01,1.244336e-01,4.745551e+00,4.338296e+00,2.308966e-01,0.000000e+00,0.000000e+00,6.221678e-02,0.000000e+00,0.000000e+00,1.104757e-01,8.846981e-01,5.437536e-01,1.564951e+00,6.633461e+01,6.692818e-01
2.500000e+01,9.319469e-01,4.669693e-01,3.751012e-02,9.103861e-02,1.247216e+01,6.179156e-02,1.256839e-03,1.912227e-06,7.943981e-06,2.525598e-03,2.502036e-03,9.306901e-01,4.669674e-01,7.501230e-02,3.604543e+00,3.254798e+00,5.840624e-02,0.000000e+00,0.000000e+00,3.750615e-02,0.000000e+00,0.000000e+00,9.487485e-02,7.597654e-01,4.669674e-01,1.343956e+00,4.995863e+01,5.747691e-01
2.500000e+01,9.270051e-01,5.510830e-01,4.731679e-02,1.126081e-01,1.244426e+01,7.996996e-02,1.513618e-03,2.759125e-06,1.241560e-05,3.044510e-03,3.009502e-03,9.254915e-01,5.510802e-01,9.462116e-02,3.986033e+00,3.632899e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.724518e-03,3.758606e-02,0.000000e+00,1.031564e-01,8.211458e-01,5.134942e-01,1.457414e+00,5.552563e+01,6.215549e-01
2.500000e+01,9.430362e-01,4.770143e-01,4.284735e-02,1.263489e-01,1.247216e+01,9.643992e-02,1.961586e-03,2.984469e-06,1.239842e-05,3.940653e-03,3.905002e-03,9.410746e-01,4.770113e-01,8.568230e-02,3.689975e+00,3.332708e+00,3.644417e-02,0.000000e+00,0.000000e+00,4.284115e-02,0.000000e+00,0.000000e+00,9.691549e-02,7.761070e-01,4.770113e-01,1.372863e+00,5.094348e+01,5.871317e-01
2.500000e+01,1.388611e+00,4.469060e-01,5.101014e-02,1.405839e-01,1.247216e+01,1.028949e-01,2.092882e-03,3.184241e-06,1.322825e-05,4.204281e-03,4.166377e-03,1.386518e+00,4.469028e-01,1.020071e-01,4.531952e+00,4.197236e+00,5.063876e-01,0.000000e+00,0.000000e+00,5.100353e-02,0.000000e+00,0.000000e+00,9.079829e-02,7.271200e-01,4.469028e-01,1.286209e+00,6.496709e+01,5.500726e-01
2.500000e+01,1.176749e+00,5.173857e-01,5.162062e-02,8.165014e-02,1.247216e+01,4.607013e-02,9.370648e-04,1.425691e-06,5.922742e-06,1.883525e-03,1.865450e-03,1.175812e+00,5.173843e-01,1.032353e-01,4.343362e+00,3.955858e+00,1.791642e-01,0.000000e+00,0.000000e+00,5.161766e-02,0.000000e+00,0.000000e+00,1.051182e-01,8.417947e-01,5.173843e-01,1.489059e+00,6.064260e+01,6.368250e-01
2.500000e+01,1.301545e+00,5.472974e-01,6.679937e-02,6.073036e-02,1.247216e+01,2.137008e-02,4.346669e-04,6.613268e-07,2.747357e-06,8.747644e-04,8.653075e-04,1.301110e+00,5.472967e-01,1.335960e-01,4.782287e+00,4.372379e+00,2.102534e-01,0.000000e+00,0.000000e+00,6.679800e-02,0.000000e+00,0.000000e+00,1.111956e-01,8.904629e-01,5.472967e-01,1.575148e+00,6.665978e+01,6.736429e-01
2.500000e+01,1.191351e+00,4.366149e-01,3.663634e-02,6.008925e-02,1.247216e+01,2.684719e-02,5.460711e-04,8.308235e-07,3.451496e-06,1.098452e-03,1.087084e-03,1.190805e+00,4.366141e-01,7.326923e-02,4.020863e+00,3.693853e+00,3.705211e-01,0.000000e+00,0.000000e+00,3.663461e-02,0.000000e+00,0.000000e+00,8.870790e-02,7.103800e-01,4.366141e-01,1.256598e+00,5.738980e+01,5.374086e-01
2.500000e+01,1.057816e+00,3.086656e-01,4.091836e-02,1.373968e-01,1.247216e+01,1.093380e-01,2.223935e-03,3.383936e-06,1.405758e-05,4.467424e-03,4.427269e-03,1.055592e+00,3.086622e-01,8.182266e-02,3.360123e+00,3.128944e+00,4.306584e-01,0.000000e+00,0.000000e+00,4.091133e-02,0.000000e+00,0.000000e+00,6.271162e-02,5.021997e-01,3.086622e-01,8.883458e-01,4.839676e+01,3.799184e-01
2.500000e+01,1.286213e+00,3.279700e-01,4.061121e-02,1.172142e-01,1.247216e+01,8.458473e-02,1.720453e-03,2.617749e-06,1.087444e-05,3.456485e-03,3.424970e-03,1.284493e+00,3.279674e-01,8.121155e-02,3.878852e+00,3.633215e+00,6.290656e-01,0.000000e+00,0.000000e+00,4.060577e-02,0.000000e+00,0.000000e+00,6.663390e-02,5.336096e-01,3.279674e-01,9.439070e-01,5.666378e+01,4.036803e-01
2.500000e+01,1.319731e+00,3.394425e-01,3.048459e-02,1.264836e-01,1.247216e+01,9.355267e-02,1.902862e-03,2.895333e-06,1.202720e-05,3.822743e-03,3.788098e-03,1.317828e+00,3.394396e-01,6.095715e-02,3.922056e+00,3.667827e+00,6.741173e-01,0.000000e+00,0.000000e+00,3.047858e-02,0.000000e+00,0.000000e+00,6.896474e-02,5.522751e-01,3.394396e-01,9.769247e-01,5.767911e+01,4.178009e-01
2.500000e+01,9.649941e-01,4.385167e-01,4.708615e-02,5.182025e-02,1.247216e+01,2.204114e-02,4.483164e-04,6.820933e-07,2.833629e-06,9.021711e-04,8.924801e-04,9.645458e-01,4.385160e-01,9.416947e-02,3.637229e+00,3.308794e+00,1.098171e-01,0.000000e+00,0.000000e+00,4.708473e-02,0.000000e+00,0.000000e+00,8.909432e-02,7.134745e-01,4.385160e-01,1.262072e+00,5.050807e+01,5.397496e-01
2.500000e+01,1.118565e+00,3.750701e-01,4.520653e-02,1.171325e-01,1.247216e+01,8.621585e-02,1.753630e-03,2.668070e-06,1.108398e-05,3.523101e-03,3.491016e-03,1.116811e+00,3.750674e-01,9.040198e-02,3.724185e+00,3.443271e+00,3.709661e-01,0.000000e+00,0.000000e+00,4.520099e-02,0.000000e+00,0.000000e+00,7.620333e-02,6.102423e-01,3.750674e-01,1.079463e+00,5.309685e+01,4.616536e-01
2.500000e+01,9.306053e-01,5.531961e-01,3.997923e-02,7.384426e-02,1.244426e+01,4.171649e-02,7.895811e-04,1.439328e-06,6.476615e-06,1.589130e-03,1.569911e-03,9.298157e-01,5.531947e-01,7.995198e-02,3.941976e+00,3.571687e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.121856e-02,2.875743e-02,0.000000e+00,1.053548e-01,8.386452e-01,5.244372e-01,1.488472e+00,5.482051e+01,6.348008e-01
2.500000e+01,1.051350e+00,3.304397e-01,6.589508e-02,1.371072e-01,1.247216e+01,1.073212e-01,2.182913e-03,3.321187e-06,1.379690e-05,4.385054e-03,4.345607e-03,1.049167e+00,3.304364e-01,1.317764e-01,3.567922e+00,3.320436e+00,3.138758e-01,0.000000e+00,0.000000e+00,6.588818e-02,0.000000e+00,0.000000e+00,6.713553e-02,5.376267e-01,3.304364e-01,9.510130e-01,5.025268e+01,4.067193e-01
