T, CaO, SiO2, Al2O3, H2O, pH, MassWater, Ca_aq, Si_aq, Al_aq, O_aq, H_aq, Ca_s, Si_s, Al_s, O_s,  H_s, Portlandite, AmorfSi, Gibbsite, Katoite, Straetlingite, Chabazite, mCSHQ, Ca_ss, Si_ss, H2O_ss, V_s, Gel_water
2.500000e+01,1.188711e+00,4.705768e-01,5.771945e-02,7.262401e-02,1.247216e+01,3.754089e-02,7.635805e-04,1.161756e-06,4.826232e-06,1.535187e-03,1.520088e-03,1.187947e+00,4.705756e-01,1.154341e-01,4.252053e+00,3.899607e+00,2.491602e-01,0.000000e+00,0.000000e+00,5.771704e-02,0.000000e+00,0.000000e+00,9.560795e-02,7.656361e-01,4.705756e-01,1.354341e+00,5.961829e+01,5.792104e-01
2.500000e+01,1.234451e+00,3.989916e-01,5.755449e-02,1.177620e-01,1.247216e+01,8.354708e-02,1.699347e-03,2.585470e-06,1.074088e-05,3.414107e-03,3.382954e-03,1.232752e+00,3.989890e-01,1.150982e-01,4.107924e+00,3.809093e+00,4.109410e-01,0.000000e+00,0.000000e+00,5.754912e-02,0.000000e+00,0.000000e+00,8.106353e-02,6.491633e-01,3.989890e-01,1.148311e+00,5.843968e+01,4.910976e-01
2.500000e+01,1.099767e+00,5.729801e-01,5.877524e-02,1.261231e-01,1.245385e+01,9.043296e-02,1.754441e-03,3.007098e-06,1.315783e-05,3.527153e-03,3.489921e-03,1.098013e+00,5.729771e-01,1.175373e-01,4.406887e+00,3.973229e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.876866e-02,0.000000e+00,0.000000e+00,1.155509e-01,9.217066e-01,5.729771e-01,1.634002e+00,6.032980e+01,6.976846e-01
2.500000e+01,1.082372e+00,4.084858e-01,6.478154e-02,5.099284e-02,1.247216e+01,1.881470e-02,3.826910e-04,5.822514e-07,2.418834e-06,7.704024e-04,7.618372e-04,1.081989e+00,4.084852e-01,1.295607e-01,3.880659e+00,3.574716e+00,2.230345e-01,0.000000e+00,0.000000e+00,6.478033e-02,0.000000e+00,0.000000e+00,8.299289e-02,6.646138e-01,4.084852e-01,1.175641e+00,5.417252e+01,5.027861e-01
2.500000e+01,1.086841e+00,5.205951e-01,5.251177e-02,1.487176e-01,1.247216e+01,1.147411e-01,2.333837e-03,3.550902e-06,1.475119e-05,4.688093e-03,4.646055e-03,1.084507e+00,5.205915e-01,1.050088e-01,4.176500e+00,3.786593e+00,7.998093e-02,0.000000e+00,0.000000e+00,5.250439e-02,0.000000e+00,0.000000e+00,1.057698e-01,8.470130e-01,5.205915e-01,1.498289e+00,5.778765e+01,6.407727e-01
2.500000e+01,1.245202e+00,5.989304e-01,5.006884e-02,7.757343e-02,1.247216e+01,3.899550e-02,7.931679e-04,1.206766e-06,5.013267e-06,1.594596e-03,1.578989e-03,1.244409e+00,5.989292e-01,1.001327e-01,4.736353e+00,4.287774e+00,1.197398e-01,0.000000e+00,0.000000e+00,5.006633e-02,0.000000e+00,0.000000e+00,1.216858e-01,9.744701e-01,5.989292e-01,1.723749e+00,6.585223e+01,7.371950e-01
2.500000e+01,9.692737e-01,4.601827e-01,3.883395e-02,1.090168e-01,1.247216e+01,7.920518e-02,1.611032e-03,2.451120e-06,1.018269e-05,3.236779e-03,3.207141e-03,9.676627e-01,4.601802e-01,7.765772e-02,3.664359e+00,3.319698e+00,1.024535e-01,0.000000e+00,0.000000e+00,3.882886e-02,0.000000e+00,0.000000e+00,9.349589e-02,7.487225e-01,4.601802e-01,1.324422e+00,5.099640e+01,5.664151e-01
2.500000e+01,9.891873e-01,5.190982e-01,4.111282e-02,5.264334e-02,1.247216e+01,2.093342e-02,4.257848e-04,6.478143e-07,2.691223e-06,8.569300e-04,8.476255e-04,9.887615e-01,5.190976e-01,8.222295e-02,3.911794e+00,3.523006e+00,2.084497e-02,0.000000e+00,0.000000e+00,4.111147e-02,0.000000e+00,0.000000e+00,1.054662e-01,8.445821e-01,5.190976e-01,1.493989e+00,5.399137e+01,6.389337e-01
2.500000e+01,1.127270e+00,5.065104e-01,3.995641e-02,1.310525e-01,1.247216e+01,9.731730e-02,1.979435e-03,3.011661e-06,1.251119e-05,3.976492e-03,3.940534e-03,1.125291e+00,5.065074e-01,7.990031e-02,4.136953e+00,3.757595e+00,1.813423e-01,0.000000e+00,0.000000e+00,3.995015e-02,0.000000e+00,0.000000e+00,1.029083e-01,8.240978e-01,5.065074e-01,1.457754e+00,5.798005e+01,6.234371e-01
2.500000e+01,1.104064e+00,4.680741e-01,3.365118e-02,1.446519e-01,1.247216e+01,1.125649e-01,2.289570e-03,3.483506e-06,1.447143e-05,4.599210e-03,4.557932e-03,1.101774e+00,4.680706e-01,6.728789e-02,3.927125e+00,3.576554e+00,2.392822e-01,0.000000e+00,0.000000e+00,3.364394e-02,0.000000e+00,0.000000e+00,9.509900e-02,7.615604e-01,4.680706e-01,1.347131e+00,5.546042e+01,5.761271e-01
2.500000e+01,1.320627e+00,4.698006e-01,3.662067e-02,9.597899e-02,1.247216e+01,5.971084e-02,1.214517e-03,1.847816e-06,7.676473e-06,2.440620e-03,2.417784e-03,1.319412e+00,4.697988e-01,7.323366e-02,4.385856e+00,4.033992e+00,4.451899e-01,0.000000e+00,0.000000e+00,3.661683e-02,0.000000e+00,0.000000e+00,9.545011e-02,7.643721e-01,4.697988e-01,1.352105e+00,6.286973e+01,5.782541e-01
2.500000e+01,1.130418e+00,4.479038e-01,5.132036e-02,1.308792e-01,1.247216e+01,9.779469e-02,1.989145e-03,3.026414e-06,1.257256e-05,3.995989e-03,3.959864e-03,1.128429e+00,4.479008e-01,1.026281e-01,4.020882e+00,3.685418e+00,2.457430e-01,0.000000e+00,0.000000e+00,5.131407e-02,0.000000e+00,0.000000e+00,9.100104e-02,7.287437e-01,4.479008e-01,1.289081e+00,5.648731e+01,5.513009e-01
2.500000e+01,1.037954e+00,4.025554e-01,5.173350e-02,1.151417e-01,1.247216e+01,8.470277e-02,1.722855e-03,2.621249e-06,1.088944e-05,3.461307e-03,3.429751e-03,1.036231e+00,4.025528e-01,1.034561e-01,3.691542e+00,3.390043e+00,2.260854e-01,0.000000e+00,0.000000e+00,5.172806e-02,0.000000e+00,0.000000e+00,8.178759e-02,6.549616e-01,4.025528e-01,1.158568e+00,5.178061e+01,4.954841e-01
2.500000e+01,1.181501e+00,4.181006e-01,4.807119e-02,9.086809e-02,1.247216e+01,5.764956e-02,1.172592e-03,1.784052e-06,7.411473e-06,2.356439e-03,2.334322e-03,1.180328e+00,4.180988e-01,9.613497e-02,4.008314e+00,3.695171e+00,3.558707e-01,0.000000e+00,0.000000e+00,4.806748e-02,0.000000e+00,0.000000e+00,8.494611e-02,6.802553e-01,4.180988e-01,1.203310e+00,5.693530e+01,5.146190e-01
2.500000e+01,9.109641e-01,5.249430e-01,5.846889e-02,1.339515e-01,1.244426e+01,1.015149e-01,1.921405e-03,3.502546e-06,1.576052e-05,3.864200e-03,3.820298e-03,9.090427e-01,5.249395e-01,1.169220e-01,3.940852e+00,3.613094e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.775947e-02,4.070154e-02,0.000000e+00,9.727909e-02,7.743612e-01,4.842380e-01,1.374378e+00,5.478393e+01,5.861420e-01
2.500000e+01,1.359133e+00,5.550525e-01,6.637671e-02,7.496516e-02,1.247216e+01,3.443534e-02,7.004142e-04,1.065649e-06,4.427034e-06,1.408356e-03,1.394340e-03,1.358433e+00,5.550514e-01,1.327490e-01,4.919602e+00,4.503885e+00,2.562291e-01,0.000000e+00,0.000000e+00,6.637450e-02,0.000000e+00,0.000000e+00,1.127711e-01,9.030800e-01,5.550514e-01,1.597467e+00,6.882067e+01,6.831878e-01
2.500000e+01,1.291651e+00,3.134954e-01,3.010437e-02,1.267953e-01,1.247216e+01,9.497774e-02,1.931848e-03,2.939676e-06,1.221046e-05,3.880943e-03,3.845800e-03,1.289719e+00,3.134925e-01,6.019653e-02,3.779202e+00,3.544406e+00,6.893657e-01,0.000000e+00,0.000000e+00,3.009826e-02,0.000000e+00,0.000000e+00,6.369299e-02,5.100586e-01,3.134925e-01,9.022475e-01,5.576960e+01,3.858638e-01
2.500000e+01,1.247985e+00,5.961128e-01,4.705217e-02,1.203051e-01,1.247216e+01,8.196892e-02,1.667252e-03,2.536743e-06,1.053799e-05,3.349662e-03,3.319059e-03,1.246318e+00,5.961103e-01,9.409380e-02,4.712890e+00,4.266422e+00,1.352935e-01,0.000000e+00,0.000000e+00,4.704690e-02,0.000000e+00,0.000000e+00,1.211131e-01,9.698835e-01,5.961103e-01,1.715636e+00,6.565838e+01,7.337253e-01
2.500000e+01,1.246990e+00,4.952977e-01,4.288225e-02,1.374443e-01,1.247216e+01,1.016534e-01,2.067630e-03,3.145823e-06,1.306864e-05,4.153578e-03,4.116107e-03,1.244922e+00,4.952946e-01,8.575143e-02,4.357317e+00,3.986357e+00,3.104409e-01,0.000000e+00,0.000000e+00,4.287572e-02,0.000000e+00,0.000000e+00,1.006302e-01,8.058543e-01,4.952946e-01,1.425483e+00,6.166759e+01,6.096358e-01
2.500000e+01,1.011654e+00,5.380610e-01,4.471537e-02,6.851294e-02,1.247216e+01,3.579878e-02,7.281447e-04,1.107848e-06,4.604148e-06,1.464038e-03,1.449543e-03,1.010926e+00,5.380599e-01,8.942614e-02,4.039379e+00,3.636389e+00,1.352891e-03,0.000000e+00,0.000000e+00,4.471307e-02,0.000000e+00,0.000000e+00,1.093188e-01,8.754338e-01,5.380599e-01,1.548563e+00,5.560839e+01,6.622733e-01
2.500000e+01,1.308659e+00,4.197879e-01,5.229407e-02,1.465871e-01,1.247216e+01,1.108924e-01,2.255551e-03,3.431734e-06,1.425641e-05,4.530904e-03,4.490209e-03,1.306403e+00,4.197845e-01,1.045739e-01,4.291261e+00,3.976855e+00,4.665447e-01,0.000000e+00,0.000000e+00,5.228694e-02,0.000000e+00,0.000000e+00,8.528859e-02,6.829979e-01,4.197845e-01,1.208161e+00,6.137895e+01,5.166938e-01
2.500000e+01,9.884540e-01,3.722077e-01,3.977761e-02,1.434423e-01,1.247216e+01,1.152716e-01,2.344624e-03,3.567201e-06,1.481942e-05,4.709752e-03,4.667530e-03,9.861094e-01,3.722041e-01,7.954040e-02,3.420887e+00,3.142118e+00,2.612151e-01,0.000000e+00,0.000000e+00,3.977020e-02,0.000000e+00,0.000000e+00,7.562158e-02,6.055837e-01,3.722041e-01,1.071223e+00,4.839542e+01,4.581293e-01
2.500000e+01,1.060264e+00,4.156549e-01,3.597531e-02,7.603981e-02,1.247216e+01,4.569609e-02,9.294586e-04,1.414129e-06,5.874739e-06,1.868253e-03,1.850308e-03,1.059335e+00,4.156535e-01,7.194475e-02,3.685806e+00,3.374494e+00,2.751407e-01,0.000000e+00,0.000000e+00,3.597237e-02,0.000000e+00,0.000000e+00,8.444929e-02,6.762767e-01,4.156535e-01,1.196272e+00,5.223361e+01,5.116092e-01
2.500000e+01,1.332110e+00,4.168350e-01,3.985789e-02,1.336082e-01,1.247216e+01,9.821050e-02,1.997601e-03,3.039258e-06,1.262602e-05,4.012967e-03,3.976698e-03,1.330112e+00,4.168320e-01,7.970315e-02,4.254468e+00,3.942274e+00,5.323636e-01,0.000000e+00,0.000000e+00,3.985158e-02,0.000000e+00,0.000000e+00,8.468872e-02,6.781941e-01,4.168320e-01,1.199664e+00,6.142516e+01,5.130597e-01
2.500000e+01,9.589809e-01,5.293277e-01,3.208730e-02,5.995424e-02,1.247216e+01,2.905807e-02,5.910466e-04,8.992280e-07,3.735748e-06,1.188758e-03,1.176618e-03,9.583899e-01,5.293268e-01,6.417086e-02,3.830151e+00,3.433703e+00,9.059799e-04,0.000000e+00,0.000000e+00,3.208543e-02,0.000000e+00,0.000000e+00,1.075447e-01,8.612276e-01,5.293268e-01,1.523433e+00,5.291017e+01,6.515260e-01
2.500000e+01,1.065100e+00,4.398112e-01,5.093968e-02,9.265937e-02,1.247216e+01,6.089844e-02,1.238672e-03,1.884546e-06,7.829161e-06,2.489119e-03,2.465870e-03,1.063861e+00,4.398093e-01,1.018715e-01,3.863171e+00,3.533768e+00,1.954753e-01,0.000000e+00,0.000000e+00,5.093577e-02,0.000000e+00,0.000000e+00,8.935709e-02,7.155787e-01,4.398093e-01,1.265794e+00,5.403391e+01,5.413415e-01
2.500000e+01,1.382751e+00,4.563838e-01,5.596362e-02,7.932049e-02,1.247216e+01,4.116195e-02,8.372330e-04,1.273812e-06,5.291755e-06,1.683074e-03,1.666711e-03,1.381914e+00,4.563825e-01,1.119219e-01,4.583307e+00,4.241491e+00,4.714872e-01,0.000000e+00,0.000000e+00,5.596097e-02,0.000000e+00,0.000000e+00,9.272430e-02,7.425437e-01,4.563825e-01,1.313492e+00,6.541643e+01,5.617407e-01
2.500000e+01,1.031701e+00,5.921260e-01,4.130885e-02,1.213247e-01,1.244426e+01,8.691397e-02,1.645047e-03,2.998726e-06,1.349368e-05,3.308695e-03,3.270821e-03,1.030056e+00,5.921230e-01,8.260421e-02,4.253464e+00,3.830512e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.562990e-02,1.567221e-02,0.000000e+00,1.158038e-01,9.218218e-01,5.764508e-01,1.636099e+00,5.880421e+01,6.977602e-01
2.500000e+01,9.954966e-01,4.746642e-01,3.520085e-02,9.577965e-02,1.247216e+01,6.534451e-02,1.329107e-03,2.022171e-06,8.400740e-06,2.670703e-03,2.645902e-03,9.941675e-01,4.746622e-01,7.039330e-02,3.742656e+00,3.387149e+00,1.162925e-01,0.000000e+00,0.000000e+00,3.519665e-02,0.000000e+00,0.000000e+00,9.643822e-02,7.722851e-01,4.746622e-01,1.366102e+00,5.222551e+01,5.842403e-01
2.500000e+01,9.366194e-01,5.313987e-01,4.420667e-02,7.320645e-02,1.244426e+01,4.157231e-02,7.868534e-04,1.434314e-06,6.454213e-06,1.583647e-03,1.564488e-03,9.358325e-01,5.313973e-01,8.840689e-02,3.889671e+00,3.516868e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.629248e-02,1.791097e-02,0.000000e+00,1.031548e-01,8.211332e-01,5.134863e-01,1.457391e+00,5.375319e+01,6.215454e-01
2.500000e+01,1.059587e+00,5.001247e-01,4.993331e-02,5.100360e-02,1.247216e+01,1.797181e-02,3.655460e-04,5.561626e-07,2.310470e-06,7.359771e-04,7.277060e-04,1.059221e+00,5.001241e-01,9.986431e-02,4.043955e+00,3.669378e+00,9.571286e-02,0.000000e+00,0.000000e+00,4.993215e-02,0.000000e+00,0.000000e+00,1.016114e-01,8.137121e-01,5.001241e-01,1.439383e+00,5.606370e+01,6.155803e-01
2.500000e+01,1.363229e+00,3.077442e-01,6.142784e-02,1.149109e-01,1.247216e+01,8.021811e-02,1.631636e-03,2.482587e-06,1.031291e-05,3.278150e-03,3.248158e-03,1.361597e+00,3.077417e-01,1.228454e-01,4.092209e+00,3.861720e+00,6.766273e-01,0.000000e+00,0.000000e+00,6.142268e-02,0.000000e+00,0.000000e+00,6.252460e-02,5.007020e-01,3.077417e-01,8.856965e-01,5.951548e+01,3.787854e-01
2.500000e+01,1.206053e+00,5.567963e-01,3.573684e-02,1.000554e-01,1.247216e+01,6.394487e-02,1.300638e-03,1.978863e-06,8.220809e-06,2.613541e-03,2.589228e-03,1.204752e+00,5.567943e-01,7.146546e-02,4.434057e+00,4.017035e+00,1.916385e-01,0.000000e+00,0.000000e+00,3.573273e-02,0.000000e+00,0.000000e+00,1.131252e-01,9.059157e-01,5.567943e-01,1.602483e+00,6.225647e+01,6.853330e-01
2.500000e+01,1.381090e+00,3.600197e-01,5.886506e-02,1.147804e-01,1.247216e+01,7.872391e-02,1.601244e-03,2.436314e-06,1.012092e-05,3.217126e-03,3.187656e-03,1.379489e+00,3.600173e-01,1.177200e-01,4.282565e+00,4.012923e+00,6.171533e-01,0.000000e+00,0.000000e+00,5.886000e-02,0.000000e+00,0.000000e+00,7.314555e-02,5.857554e-01,3.600173e-01,1.036148e+00,6.191363e+01,4.431291e-01
2.500000e+01,1.342090e+00,4.665297e-01,4.858815e-02,6.572818e-02,1.247216e+01,2.845280e-02,5.787293e-04,8.805146e-07,3.657910e-06,1.164026e-03,1.152098e-03,1.341511e+00,4.665288e-01,9.717264e-02,4.491240e+00,4.141825e+00,4.367004e-01,0.000000e+00,0.000000e+00,4.858632e-02,0.000000e+00,0.000000e+00,9.478575e-02,7.590519e-01,4.665288e-01,1.342694e+00,6.408393e+01,5.742293e-01
2.500000e+01,1.014898e+00,5.631920e-01,6.348657e-02,1.014496e-01,1.244426e+01,6.631191e-02,1.255106e-03,2.287932e-06,1.029512e-05,2.524878e-03,2.495507e-03,1.013643e+00,5.631897e-01,1.269628e-01,4.284849e+00,3.908765e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.369574e-02,2.978568e-02,0.000000e+00,1.071561e-01,8.529843e-01,5.334040e-01,1.513922e+00,5.920995e+01,6.456546e-01
2.500000e+01,1.364917e+00,4.285487e-01,5.702308e-02,1.452952e-01,1.247216e+01,1.081298e-01,2.199357e-03,3.346155e-06,1.390098e-05,4.418072e-03,4.378342e-03,1.362718e+00,4.285454e-01,1.140323e-01,4.460746e+00,4.139779e+00,4.944173e-01,0.000000e+00,0.000000e+00,5.701613e-02,0.000000e+00,0.000000e+00,8.706856e-02,6.972520e-01,4.285454e-01,1.233376e+00,6.380411e+01,5.274772e-01
2.500000e+01,1.353187e+00,3.771812e-01,6.435765e-02,8.456218e-02,1.247216e+01,4.827845e-02,9.819830e-04,1.494044e-06,6.206718e-06,1.973716e-03,1.954870e-03,1.352205e+00,3.771797e-01,1.287091e-01,4.316760e+00,4.034264e+00,5.454623e-01,0.000000e+00,0.000000e+00,6.435455e-02,0.000000e+00,0.000000e+00,7.663248e-02,6.136791e-01,3.771797e-01,1.085543e+00,6.192487e+01,4.642535e-01
2.500000e+01,1.260278e+00,4.231182e-01,6.538760e-02,1.322322e-01,1.247216e+01,9.660475e-02,1.964941e-03,2.989574e-06,1.241959e-05,3.947390e-03,3.911681e-03,1.258313e+00,4.231152e-01,1.307628e-01,4.284475e+00,3.967575e+00,3.737518e-01,0.000000e+00,0.000000e+00,6.538139e-02,0.000000e+00,0.000000e+00,8.596530e-02,6.884171e-01,4.231152e-01,1.217747e+00,6.057400e+01,5.207935e-01
2.500000e+01,1.158344e+00,4.123464e-01,5.378730e-02,1.328994e-01,1.247216e+01,9.998318e-02,2.033658e-03,3.094114e-06,1.285392e-05,4.085367e-03,4.048479e-03,1.156310e+00,4.123433e-01,1.075617e-01,3.975847e+00,3.667015e+00,3.240768e-01,0.000000e+00,0.000000e+00,5.378087e-02,0.000000e+00,0.000000e+00,8.377675e-02,6.708909e-01,4.123433e-01,1.186745e+00,5.621675e+01,5.075348e-01
2.500000e+01,1.277535e+00,3.090488e-01,5.604086e-02,1.286168e-01,1.247216e+01,9.575318e-02,1.947620e-03,2.963250e-06,1.231015e-05,3.912611e-03,3.877199e-03,1.275587e+00,3.090458e-01,1.120694e-01,3.892101e+00,3.660635e+00,6.046594e-01,0.000000e+00,0.000000e+00,5.603470e-02,0.000000e+00,0.000000e+00,6.278956e-02,5.028239e-01,3.090458e-01,8.894498e-01,5.644808e+01,3.803906e-01
2.500000e+01,9.746857e-01,5.866529e-01,5.146467e-02,1.048556e-01,1.244426e+01,7.006432e-02,1.326130e-03,2.417418e-06,1.087771e-05,2.667644e-03,2.636724e-03,9.733596e-01,5.866505e-01,1.029185e-01,4.236415e+00,3.870754e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.616791e-03,4.584244e-02,0.000000e+00,1.086435e-01,8.648243e-01,5.408080e-01,1.534937e+00,5.913900e+01,6.546167e-01
2.500000e+01,9.115603e-01,4.912729e-01,6.564799e-02,9.782316e-02,1.244426e+01,6.609877e-02,1.251073e-03,2.280526e-06,1.026206e-05,2.516772e-03,2.487489e-03,9.103092e-01,4.912706e-01,1.312857e-01,3.854681e+00,3.529804e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.785410e-02,2.778876e-02,0.000000e+00,9.310937e-02,7.411694e-01,4.634819e-01,1.315467e+00,5.314432e+01,5.610179e-01
2.500000e+01,1.276885e+00,3.510097e-01,4.903697e-02,9.361316e-02,1.247216e+01,6.013992e-02,1.223245e-03,1.861099e-06,7.731612e-06,2.458145e-03,2.435159e-03,1.275662e+00,3.510078e-01,9.806621e-02,3.986660e+00,3.723766e+00,5.574656e-01,0.000000e+00,0.000000e+00,4.903310e-02,0.000000e+00,0.000000e+00,7.131508e-02,5.710969e-01,3.510078e-01,1.010219e+00,5.765095e+01,4.320397e-01
2.500000e+01,1.148290e+00,4.146955e-01,6.577290e-02,9.610504e-02,1.247216e+01,6.261239e-02,1.273535e-03,1.937626e-06,8.049502e-06,2.559121e-03,2.535273e-03,1.147016e+00,4.146936e-01,1.315378e-01,4.036828e+00,3.726235e+00,2.749950e-01,0.000000e+00,0.000000e+00,6.576888e-02,0.000000e+00,0.000000e+00,8.425426e-02,6.747149e-01,4.146936e-01,1.193509e+00,5.660220e+01,5.104276e-01
2.500000e+01,9.336890e-01,3.784694e-01,3.490711e-02,1.303173e-01,1.247216e+01,1.032372e-01,2.099845e-03,3.194857e-06,1.327223e-05,4.218263e-03,4.180239e-03,9.315892e-01,3.784662e-01,6.980095e-02,3.302987e+00,3.019527e+00,2.111155e-01,0.000000e+00,0.000000e+00,3.490047e-02,0.000000e+00,0.000000e+00,7.689386e-02,6.157722e-01,3.784662e-01,1.089245e+00,4.657888e+01,4.658370e-01
2.500000e+01,1.080801e+00,3.908992e-01,3.962421e-02,1.025668e-01,1.247216e+01,7.225420e-02,1.469650e-03,2.236005e-06,9.289060e-06,2.952899e-03,2.925687e-03,1.079331e+00,3.908970e-01,7.923913e-02,3.667198e+00,3.374429e+00,3.244753e-01,0.000000e+00,0.000000e+00,3.961957e-02,0.000000e+00,0.000000e+00,7.941945e-02,6.359973e-01,3.908970e-01,1.125022e+00,5.216206e+01,4.811375e-01
2.500000e+01,1.168521e+00,3.861799e-01,6.386393e-02,7.224380e-02,1.247216e+01,3.909680e-02,7.952293e-04,1.209904e-06,5.026341e-06,1.598735e-03,1.583092e-03,1.167726e+00,3.861787e-01,1.277228e-01,3.974099e+00,3.684863e+00,3.478209e-01,0.000000e+00,0.000000e+00,6.386142e-02,0.000000e+00,0.000000e+00,7.846083e-02,6.283206e-01,3.861787e-01,1.111442e+00,5.613437e+01,4.753300e-01
